dummy,evals,expr,fitness,len
0,5,((abs((-0.61676699)) ^ log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,3,(abs(((1 / log_v_k_nu) / (-1.2548382))) ^ (log_v_k_nu * log_v_k_nu)),-2.301069,8
0,6,(((1.2360547 / log_v_k_nu) + log_v_k_nu) + (1.7950013 + log_v_k_nu)),-3.4028235e+38,9
0,4,((abs((1 / (-0.86191136))) ^ (-0.69543201)) * (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,8,(1 / (0.27996522 * log_v_k_nu)),-3.4028235e+38,4
0,11,((1 / (log_v_k_nu / log_v_k_nu)) + ((-0.64601618) + log_v_k_nu)),-3.4028235e+38,8
0,9,(1 / ((log_v_k_nu - log_v_k_nu) / (0.55008167 - log_v_k_nu))),-3.4028235e+38,8
0,7,(abs((abs((1 / log_v_k_nu)) ^ 1.0745658)) ^ (1.027329 + 0.47473961)),-3.4028235e+38,8
0,10,(((1 / log_v_k_nu) - (log_v_k_nu / 0.16060364)) / ((1 / 0.093135074) + (-1.5330976))),-3.4028235e+38,11
0,14,((0.48151362 + (-0.2366479)) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,18,(1 / (1 / (1 / log_v_k_nu))),-3.4028235e+38,4
0,16,((1 / (1 / 0.23626986)) - (1 / (log_v_k_nu / 0.38455406))),-3.4028235e+38,8
0,17,(((1 / 1.7026764) * ((-0.64742762) + log_v_k_nu)) + ((1 / log_v_k_nu) - log_v_k_nu)),-3.4028235e+38,11
0,21,(1 / log_v_k_nu),-3.4028235e+38,2
0,2,(abs((-1.309135)) ^ log_v_k_nu),-0.21662116,3
0,15,((1 / 0.7543838) + 0.61705786),-0.08404334,4
0,12,(abs((1 / (1 / log_v_k_nu))) ^ (((-1.363897) / 0.67236423) + (abs(0.33606267) ^ (-0.044447757)))),-3.4028235e+38,11
0,1,(abs(1.3089516) ^ log_v_k_nu),-0.21662088,3
0,20,(1 / 0.55611169),-0.06317933,2
0,13,(abs((1 / (abs((-0.34067485)) ^ log_v_k_nu))) ^ (abs((1 / log_v_k_nu)) ^ 1.1576332)),-1.3027914,9
0,22,((log_v_k_nu + 0.98328328) + (-1.0416429)),-0.6864981,5
0,29,((log_v_k_nu + log_v_k_nu) + (0.13962077 / (-1.1657121))),-4.155387,7
0,27,(((abs(log_v_k_nu) ^ log_v_k_nu) + (log_v_k_nu - log_v_k_nu)) * (1 / (log_v_k_nu * (-0.76800072)))),-3.4028235e+38,12
0,28,(1 / (abs((-0.76395112)) ^ log_v_k_nu)),-0.2166209,4
0,26,((log_v_k_nu * 0.90824056) - (1 / 1105.6089)),-0.6356738,6
0,32,((abs((log_v_k_nu / log_v_k_nu)) ^ (1 / 0.41051629)) * (log_v_k_nu * log_v_k_nu)),-3.4028235e+38,10
0,23,(1 / (abs((-1.6229603)) ^ (-1.2114443))),-0.06317935,4
0,19,(1 / (abs(0.4622733) ^ 0.76052982)),-0.063179284,4
0,30,(abs((1 / 0.76395959)) ^ log_v_k_nu),-0.21662089,4
0,37,(abs((log_v_k_nu / log_v_k_nu)) ^ log_v_k_nu),-0.70030165,5
0,38,(1 / ((log_v_k_nu + log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,6
0,39,(1 / log_v_k_nu),-3.4028235e+38,2
0,24,(abs((1 / 0.16019748)) ^ 0.32030761),-0.06317944,4
0,35,((((-1.3537054) / log_v_k_nu) - (log_v_k_nu + log_v_k_nu)) / (1 / (log_v_k_nu + log_v_k_nu))),-3.4028235e+38,12
0,41,(1 / log_v_k_nu),-3.4028235e+38,2
0,40,(0.50344056 * log_v_k_nu),-1.1632091,3
0,43,((abs((log_v_k_nu + (-1.6787926))) ^ (1 / log_v_k_nu)) - ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,11
0,42,(abs(((1 / log_v_k_nu) + ((-0.20568977) * 0.726327))) ^ ((1 / log_v_k_nu) + (-1.169287))),-3.4028235e+38,11
0,44,((1 / (-1.4013249)) - (-2.5118098)),-0.06317927,4
0,25,((abs((1 / ((-1.7233037) + 0.74306697))) ^ (3.9621911 + log_v_k_nu)) - (1 / (1 / (-0.68015045)))),-0.062840864,12
0,45,((1 / log_v_k_nu) / (abs((-0.87629414)) ^ 0.62319744)),-3.4028235e+38,6
0,36,(1 / (((log_v_k_nu - log_v_k_nu) + log_v_k_nu) + (0.006211434 - (-0.53240627)))),-1.763598,10
0,33,((1 / (-3050.678)) * log_v_k_nu),-3.2986233,4
0,49,(1 / log_v_k_nu),-3.4028235e+38,2
0,46,(abs((((-0.52597833) - log_v_k_nu) * (log_v_k_nu + log_v_k_nu))) ^ (log_v_k_nu / 1.1904891)),-2454584,11
0,52,((1 / log_v_k_nu) + (-0.90152633)),-3.4028235e+38,4
0,47,(abs((abs((1 / log_v_k_nu)) ^ (0.32388267 * log_v_k_nu))) ^ (log_v_k_nu - log_v_k_nu)),-0.70030165,10
0,31,((1 / (log_v_k_nu + 36.944637)) - ((0.79937458 * (-0.92724782)) * 2.39079)),-0.06320374,10
0,55,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ (log_v_k_nu - log_v_k_nu)),-0.70030165,8
0,51,((((-0.26675123) * log_v_k_nu) * (1 / (-0.20558366))) / (1 / (1 / log_v_k_nu))),-3.4028235e+38,10
0,54,((((-0.061909918) / log_v_k_nu) - (1 / log_v_k_nu)) - ((1.3032693 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,12
0,59,((1 / (1 / log_v_k_nu)) / (abs(log_v_k_nu) ^ log_v_k_nu)),-1.4822638,7
0,60,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,53,(((0.81583327 / (-1.2932428)) - (1 / log_v_k_nu)) - (abs(log_v_k_nu) ^ 0.49922535)),-3.4028235e+38,10
0,65,(1 / ((log_v_k_nu - log_v_k_nu) / ((-0.78468788) / 0.64449906))),-3.4028235e+38,8
0,63,((abs(log_v_k_nu) ^ (-0.081263654)) + (1.1052864 + 0.52281266)),-3.4028235e+38,7
0,62,(1 / (1 / ((1 / ((-0.43849915) / log_v_k_nu)) * ((abs(log_v_k_nu) ^ log_v_k_nu) / 0.21679284)))),-129776.266,12
0,67,((log_v_k_nu - log_v_k_nu) - (-1.7981995)),-0.06317927,5
0,69,((log_v_k_nu + log_v_k_nu) / (1 / log_v_k_nu)),-48.948654,6
0,66,((abs((1 / (-0.17674389))) ^ (-1.3065555)) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
