dummy,evals,expr,fitness,len
0,5,(1 / (1 / 1.7981997)),-0.0631793,3
0,3,(1 / 0.55611181),-0.06317927,2
0,9,((0.58101141 + (-1.136786)) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,10,(((1 / (-0.12305214)) * ((-0.68771613) - (-0.36023754))) * ((1 / (-0.11590844)) / log_v_k_nu)),-3.4028235e+38,11
0,12,(abs((log_v_k_nu + log_v_k_nu)) ^ (1 / (-1.8826694))),-3.4028235e+38,6
0,11,(abs((log_v_k_nu / 2.0684268)) ^ 0.61090273),-1.0428944,5
0,8,(((abs(log_v_k_nu) ^ (-0.17139708)) / (1 / log_v_k_nu)) + (abs((-1.355911)) ^ log_v_k_nu)),-3.4028235e+38,10
0,14,((log_v_k_nu - 0.55014443) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,16,(((abs(log_v_k_nu) ^ (-0.45073214)) + (1 / 0.54058051)) * (log_v_k_nu * log_v_k_nu)),-3.4028235e+38,10
0,18,(1 / log_v_k_nu),-3.4028235e+38,2
0,19,(1 / log_v_k_nu),-3.4028235e+38,2
0,17,(abs((abs((0.59096897 / (-0.3904953))) ^ (log_v_k_nu / (-1.2979499)))) ^ ((1 / log_v_k_nu) * log_v_k_nu)),-1.5008936,12
0,20,((abs(0.62923622) ^ (-0.66453505)) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,21,((((-1.9935136) / log_v_k_nu) * 1.7166964) / (1 / 0.040163156)),-3.4028235e+38,8
0,22,((1 / ((-0.34832245) * (-1.7787406))) / ((1 / log_v_k_nu) / (1 / 1.3138214))),-0.9671386,10
0,24,((0.26404181 + 1.612416) / (1 / 0.95829481)),-0.0631793,6
0,15,(abs(((log_v_k_nu + 1.6804202) - log_v_k_nu)) ^ (1.0491605 - (-0.079596668))),-0.06318199,9
0,25,(1 / (-2.0192344)),-5.323031,2
0,26,(((((-1.8484035) - 0.29862541) / 0.33767483) * (1 / log_v_k_nu)) - (1 / (1 / log_v_k_nu))),-3.4028235e+38,12
0,27,(1 / log_v_k_nu),-3.4028235e+38,2
0,28,((((-1.2078242) - (-0.35856932)) - (1 / log_v_k_nu)) + (1 / (-0.029480012))),-3.4028235e+38,9
0,13,(1 / ((abs((0.11356714 / 0.20063579)) ^ (abs((-1.0189672)) ^ log_v_k_nu)) - (log_v_k_nu - log_v_k_nu))),-0.06286832,12
0,31,(((log_v_k_nu / 0.89700526) - 0.15471326) + ((-0.53441042) / log_v_k_nu)),-3.4028235e+38,9
0,32,(1 / ((log_v_k_nu / log_v_k_nu) + (log_v_k_nu * (-0.029515652)))),-3.4028235e+38,8
0,33,(log_v_k_nu + 0.17625457),-0.6314542,3
0,34,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,35,((log_v_k_nu - (-0.96996295)) + (log_v_k_nu + (-1.7689228))),-2.8155904,7
0,36,((1 / (abs((-0.54182053)) ^ 0.06447456)) - ((log_v_k_nu * (-1.4951376)) * (1 / log_v_k_nu))),-3.4028235e+38,11
0,4,((log_v_k_nu + log_v_k_nu) / (-5730.8359)),-3.298747,5
0,29,((abs(1.9333211) ^ 0.54094976) / (1.5343696 - 0.73982042)),-0.06317946,7
0,39,(1 / ((1 / (log_v_k_nu + log_v_k_nu)) - (log_v_k_nu - log_v_k_nu))),-4.4873505,9
0,40,(((1 / log_v_k_nu) - ((-1.4240167) - log_v_k_nu)) + (((-0.052855931) * log_v_k_nu) - log_v_k_nu)),-3.4028235e+38,12
0,41,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,42,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ (1 / log_v_k_nu)),-3.4028235e+38,7
0,43,((((-0.90111697) / log_v_k_nu) * log_v_k_nu) / (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,9
0,37,(abs((0.82992047 - (-0.31419134))) ^ (log_v_k_nu + log_v_k_nu)),-0.2166209,7
0,45,(((1 / log_v_k_nu) / (1.0819484 + log_v_k_nu)) + (1 / (abs(log_v_k_nu) ^ 2.2555959))),-3.4028235e+38,11
0,44,(1 / (-1963.4711)),-3.2985322,2
0,47,(abs(((1 / (-0.87414128)) + log_v_k_nu)) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,1,((log_v_k_nu - (-47.649952)) * (abs((-0.0019100964)) ^ 0.52892137)),-0.06286449,7
0,30,((log_v_k_nu * 0.033712223) / (1 / (-1.3024023))),-3.5603826,6
0,50,(1 / (1 / (log_v_k_nu + (-0.40226918)))),-0.9661437,5
0,51,((1 / (0.41925177 * (-0.90986902))) * ((log_v_k_nu - log_v_k_nu) * (-0.5243656))),-3.2967005,10
0,23,(((log_v_k_nu * (-0.037201293)) * ((-0.29105523) * log_v_k_nu)) * (1 / (-0.71745938))),-3.4743483,10
0,49,(1 / (-1371.3027)),-3.2993243,2
0,53,((1 / (log_v_k_nu - log_v_k_nu)) - ((-0.28069198) - 2.554132)),-3.4028235e+38,8
0,52,(((-1.3057396) * 1.4315763) / (-1.0395207)),-0.0631793,5
0,54,(1 / 0.55611163),-0.0631793,2
0,38,(((abs(0.099633016) ^ (-0.16727108)) + ((-0.59406239) + 1.2323387)) + ((-0.57021177) / 1.8343209)),-0.06317928,11
0,58,((1 / log_v_k_nu) + log_v_k_nu),-3.4028235e+38,4
