dummy,evals,expr,fitness,len
0,4,(1 / log_v_k_nu),-3.4028235e+38,2
0,8,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,1,((abs((1 / log_v_k_nu)) ^ (1.1384242 - 0.66724014)) - (1 / (1.015589 - (-0.2674343)))),-3.4028235e+38,11
0,5,((1 / (-78.838478)) / (-114.95871)),-3.2963035,4
0,2,(abs(((1 / log_v_k_nu) / (log_v_k_nu * (-0.53203881)))) ^ ((1 / (-0.0059414566)) + 0.13511269)),-3.4028235e+38,11
0,6,((log_v_k_nu * log_v_k_nu) / (1 / 0.3352592)),-1.3669174,6
0,9,((abs((log_v_k_nu - 0.70791161)) ^ (abs(log_v_k_nu) ^ log_v_k_nu)) + ((1 / (-0.31390455)) + (-0.14963205))),-3.4028235e+38,12
0,16,(((log_v_k_nu - log_v_k_nu) / (0.39900237 + log_v_k_nu)) - ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,12
0,12,(0.66541845 + log_v_k_nu),-0.8707356,3
0,14,((1 / ((-0.31610256) * (-0.76568985))) * ((1 / (-2.3415377)) * log_v_k_nu)),-23.69785,9
0,18,(1 / log_v_k_nu),-3.4028235e+38,2
0,10,(1 / log_v_k_nu),-3.4028235e+38,2
0,15,((1 / (-2.0658815)) + 2.2822542),-0.06317927,4
0,20,(1 / log_v_k_nu),-3.4028235e+38,2
0,17,(((1 / log_v_k_nu) / 1.2428442) - (log_v_k_nu * log_v_k_nu)),-3.4028235e+38,8
0,24,((abs((log_v_k_nu - log_v_k_nu)) ^ (1 / log_v_k_nu)) / ((1 / log_v_k_nu) - log_v_k_nu)),-3.2967005,11
0,19,(1 / ((((-2.946245) / 1.315556) * (1 / log_v_k_nu)) * (log_v_k_nu + log_v_k_nu))),-3.4028235e+38,11
0,21,(((1 / log_v_k_nu) / log_v_k_nu) - (abs((-0.49040619)) ^ log_v_k_nu)),-3.4028235e+38,8
0,26,(1 / (1 / ((log_v_k_nu - (-1.4934146)) + ((-0.73668915) / log_v_k_nu)))),-3.4028235e+38,9
0,27,(1 / 0.55611175),-0.0631793,2
0,31,(1 / log_v_k_nu),-3.4028235e+38,2
0,32,(1 / log_v_k_nu),-3.4028235e+38,2
0,22,((log_v_k_nu + 0.56682634) + (1 / (-2.5603495))),-0.63145435,6
0,11,(1 / (-2091.3337)),-3.2984223,2
0,13,((1 / (-1.3827031)) - log_v_k_nu),-17.859982,4
0,28,(((1 / log_v_k_nu) * (1 / 0.19619526)) * (abs((abs((-0.62819678)) ^ 1.0499576)) ^ (1 / log_v_k_nu))),-3.4028235e+38,12
0,25,((((-0.24704556) + (-1.0111905)) * (log_v_k_nu - 1.3962865)) + ((1 / 0.7789821) * log_v_k_nu)),-0.062790275,12
0,37,((log_v_k_nu - log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,36,((log_v_k_nu + (-0.72210592)) - (1 / (-1.1131389))),-0.6314542,6
0,39,((1 / (1 / log_v_k_nu)) + (abs(log_v_k_nu) ^ 0.10081784)),-1.4599605,7
0,34,((abs((log_v_k_nu - log_v_k_nu)) ^ (0.78822458 / 1.048601)) * (abs((1 / (-0.066167973))) ^ log_v_k_nu)),-3.2967005,12
0,41,(1 / log_v_k_nu),-3.4028235e+38,2
0,40,(abs((log_v_k_nu * log_v_k_nu)) ^ (1 / log_v_k_nu)),-0.5979126,6
0,43,(((-0.97451127) * log_v_k_nu) - ((-1.756858) - log_v_k_nu)),-0.062790275,7
