dummy,evals,expr,fitness,len
0,7,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,8,((-0.0045858673) / log_v_k_nu),-3.4028235e+38,3
0,3,(1 / (1 / (1 / ((log_v_k_nu / 1.0233295) + (1 / log_v_k_nu))))),-1.958501,9
0,6,(abs((log_v_k_nu - 0.69384909)) ^ (1 / log_v_k_nu)),-1.2935793,6
0,2,(1 / ((abs((log_v_k_nu / log_v_k_nu)) ^ log_v_k_nu) * (1 / log_v_k_nu))),-0.66252,9
0,4,(abs((1 / ((-1.0166681) + log_v_k_nu))) ^ ((1 / log_v_k_nu) / log_v_k_nu)),-2581899.8,9
0,16,(1 / log_v_k_nu),-3.4028235e+38,2
0,17,(((1 / log_v_k_nu) - log_v_k_nu) + (1 / log_v_k_nu)),-3.4028235e+38,7
0,18,((1 / (abs((log_v_k_nu * log_v_k_nu)) ^ (1 / log_v_k_nu))) * (1 / (1 / log_v_k_nu))),-3.4028235e+38,11
0,12,((abs((log_v_k_nu - (-0.55484349))) ^ log_v_k_nu) / (log_v_k_nu * log_v_k_nu)),-3.4028235e+38,9
0,10,(((-68.679268) - log_v_k_nu) / (-39.093666)),-0.06279028,5
0,19,(abs((abs((log_v_k_nu - log_v_k_nu)) ^ 0.052360307)) ^ (log_v_k_nu + log_v_k_nu)),-3.2958694,9
0,20,(abs((((-0.48567131) + 0.16450119) + (log_v_k_nu / log_v_k_nu))) ^ ((-0.066806987) / (-0.52677602))),-3.4028235e+38,11
0,23,(1 / (1 / 1.7981995)),-0.06317927,3
0,25,((1 / log_v_k_nu) * (-1.6195083)),-3.4028235e+38,4
0,24,((abs((log_v_k_nu - log_v_k_nu)) ^ (0.58184296 - log_v_k_nu)) - (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,11
0,14,((log_v_k_nu + (-1496.2285)) / (-831.17358)),-0.0632169,5
0,22,(1 / (-1903.8748)),-3.2985897,2
0,28,(1 / ((1 / (1 / 0.59305149)) + (log_v_k_nu / log_v_k_nu))),-3.4028235e+38,8
0,26,(1 / (abs(((log_v_k_nu + (-0.038931806)) * (1 / 0.54389983))) ^ (abs((1 / log_v_k_nu)) ^ 0.54891354))),-3.4028235e+38,12
0,30,(0.17625457 + log_v_k_nu),-0.6314542,3
0,11,((abs((-4.2699986)) ^ 0.38982069) / (abs(0.98721236) ^ log_v_k_nu)),-0.062823415,7
0,31,(((1 / log_v_k_nu) - (0.031731885 * (-1.8288237))) / ((1 / 0.27566046) - log_v_k_nu)),-3.4028235e+38,11
0,34,(((log_v_k_nu + log_v_k_nu) - (1 / log_v_k_nu)) * (1 / log_v_k_nu)),-3.4028235e+38,9
0,33,(log_v_k_nu - 0.1970461),-0.7708077,3
0,36,(1 / ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,5
0,35,((log_v_k_nu / 0.5993008) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,7
0,32,((log_v_k_nu / 2.2761345) / (abs(log_v_k_nu) ^ log_v_k_nu)),-2.3899734,7
0,38,((((-1.0051011) + log_v_k_nu) - (log_v_k_nu + log_v_k_nu)) - ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,12
0,39,(1 / (((-2.6342309) / log_v_k_nu) / (1 / (-0.76109773)))),-1.1754622,7
0,13,((abs((abs(log_v_k_nu) ^ (-1.0714165))) ^ (1 / 1.4992404)) + (1 / ((-0.37100992) * 1.5155143))),-3.4028235e+38,11
0,42,((log_v_k_nu + log_v_k_nu) - log_v_k_nu),-0.66251993,5
0,15,((1 / (1 / 4201.4639)) / (log_v_k_nu + 2334.887)),-0.06320322,7
0,40,(0.17625457 + log_v_k_nu),-0.6314542,3
0,45,(1 / log_v_k_nu),-3.4028235e+38,2
0,5,((1 / ((log_v_k_nu * (-1217.5503)) - (1 / log_v_k_nu))) - (1 / ((-61.259045) * (-149.10104)))),-3.2996864,12
0,9,((abs((1 / (-7.3107495))) ^ log_v_k_nu) + (log_v_k_nu * log_v_k_nu)),-8.813072,8
0,47,((1 / log_v_k_nu) + 0.11497482),-3.4028235e+38,4
0,41,((abs(((-0.22007373) * (-0.97703671))) ^ (1 / (-1.9213847))) / (log_v_k_nu * 0.087614581)),-3.4028235e+38,10
0,46,(((abs(log_v_k_nu) ^ log_v_k_nu) * (log_v_k_nu + log_v_k_nu)) + ((1 / log_v_k_nu) / 0.10627964)),-3.4028235e+38,12
0,27,(((0.0072957203 / (-2.4513683)) * 0.0043681879) * (abs((-1.690643)) ^ log_v_k_nu)),-3.2968192,9
0,48,(abs((abs((2.0446019 / (-1.1828568))) ^ (1 / log_v_k_nu))) ^ (1 / (log_v_k_nu / 0.75758028))),-3.4028235e+38,11
0,44,(1 / (-1641.7261)),-3.2988918,2
0,37,(abs((1 / 0.35180435)) ^ 0.56212169),-0.06317997,4
0,43,(1 / (-1682.8728)),-3.2988377,2
