dummy,evals,expr,fitness,len
0,3,(1 / log_v_k_nu),-3.4028235e+38,2
0,9,((1 / log_v_k_nu) + log_v_k_nu),-3.4028235e+38,4
0,7,(log_v_k_nu / log_v_k_nu),-3.4028235e+38,3
0,1,(abs((1 / log_v_k_nu)) ^ (-0.07132262)),-0.6576779,4
0,11,((1 / log_v_k_nu) - 0.035770081),-3.4028235e+38,4
0,5,(1 / log_v_k_nu),-3.4028235e+38,2
0,12,(((log_v_k_nu - 0.48631623) / log_v_k_nu) * (log_v_k_nu + log_v_k_nu)),-3.4028235e+38,9
0,8,(160.72278 - 158.92451),-0.063179314,3
0,17,((((-0.65383983) + log_v_k_nu) - (log_v_k_nu - 1.528803)) * ((-0.13024753) / log_v_k_nu)),-3.4028235e+38,11
0,6,((1 / 1.1015178) * log_v_k_nu),-0.63508433,4
0,2,(abs((1 / (-0.58189565))) ^ 1.0837036),-0.06317932,4
0,16,((((-160.45743) + log_v_k_nu) + (82.936417 - log_v_k_nu)) * (abs((-61.915871)) ^ (-239.3546))),-3.2967005,11
0,21,(((1 / log_v_k_nu) / log_v_k_nu) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,8
0,22,(abs((0.34512001 * log_v_k_nu)) ^ log_v_k_nu),-1.8092482,5
0,23,((1 / log_v_k_nu) - log_v_k_nu),-3.4028235e+38,4
0,15,(1 / (abs((1.502059 * (-0.51477808))) ^ 2.2815964)),-0.063179314,6
0,20,(((-548.91516) + log_v_k_nu) + (log_v_k_nu + 547.46936)),-2.3973298,7
0,26,(1 / log_v_k_nu),-3.4028235e+38,2
0,4,(abs(((log_v_k_nu + (-40.173084)) * (1 / (-900.23584)))) ^ (1 / (-5.350894))),-0.062998824,9
0,25,(((abs(log_v_k_nu) ^ (-0.30175209)) * (1 / log_v_k_nu)) - (log_v_k_nu - 0.15330572)),-3.4028235e+38,10
0,24,(abs((1 / ((-0.63339651) * (-0.33938238)))) ^ ((1 / log_v_k_nu) + (abs(log_v_k_nu) ^ (-0.082254857)))),-3.4028235e+38,11
0,13,(abs((5.9955335 * 7.0641875)) ^ 0.15664117),-0.06317933,5
0,29,(51.408787 + (-49.610569)),-0.0631793,3
0,31,((((-0.57181692) / log_v_k_nu) / (log_v_k_nu / 0.49021372)) - ((1 / 0.85179436) + (-0.38751268))),-3.4028235e+38,12
0,33,(((log_v_k_nu + (-0.58144301)) / (1 / (-0.65588236))) + ((1 / log_v_k_nu) - log_v_k_nu)),-3.4028235e+38,11
0,28,(1 / ((1 / 1.7732553) - 0.007823186)),-0.06317933,5
0,30,(((-3.4578938) * (-0.93000221)) - 1.4176494),-0.06317927,5
0,34,(1 / log_v_k_nu),-3.4028235e+38,2
0,35,((1 / log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,5
0,10,((abs((abs(log_v_k_nu) ^ log_v_k_nu)) ^ (1 / log_v_k_nu)) + ((-0.70063728) / 1.154304)),-1.2373511,10
