dummy,evals,expr,fitness,len
0,3,(((log_v_k_nu / log_v_k_nu) + (1 / log_v_k_nu)) + (1 / log_v_k_nu)),-3.4028235e+38,9
0,8,((2.9505451 * 0.51765114) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,5,((((-1.116637) - 0.34211388) / (0.53785282 * log_v_k_nu)) / (1 / (-1.101414))),-3.4028235e+38,10
0,10,((1 / log_v_k_nu) + (-0.74475372)),-3.4028235e+38,4
0,13,(1 / log_v_k_nu),-3.4028235e+38,2
0,1,(1 / (0.78954852 * log_v_k_nu)),-3.4028235e+38,4
0,4,(1 / (1 / ((1 / log_v_k_nu) - (-2.3063087)))),-3.4028235e+38,6
0,14,(((-2.0072823) / log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,11,(1 / (abs(((0.88012403 + log_v_k_nu) / (1 / 0.076002426))) ^ (1 / log_v_k_nu))),-3.4028235e+38,10
0,7,(((1 / 0.22327244) - log_v_k_nu) - ((-0.5632565) + log_v_k_nu)),-2.5194316,8
0,19,(((log_v_k_nu / 0.16432655) * (1 / 0.85823566)) + ((-1.3827105) / log_v_k_nu)),-3.4028235e+38,10
0,21,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,18,(abs((abs((1 / log_v_k_nu)) ^ (log_v_k_nu - 0.67606449))) ^ (1 / (-1.5097268))),-3.4028235e+38,9
0,6,(1 / (-1762.6443)),-3.2987416,2
0,12,((235.01276 - (-236.39868)) * (1 / 262.15744)),-0.0631793,6
0,22,((1 / (abs(1.0681851) ^ log_v_k_nu)) * ((1 / log_v_k_nu) * 0.51769894)),-3.4028235e+38,9
0,16,(1 / (-1.4722776)),-6.200785,2
0,24,((((-1.419879) + log_v_k_nu) * ((-1.0505009) + log_v_k_nu)) * (1 / log_v_k_nu)),-3.4028235e+38,10
0,23,(abs(((0.43221706 * log_v_k_nu) - (log_v_k_nu * 0.77915853))) ^ (log_v_k_nu * log_v_k_nu)),-2.501043,11
0,29,(1 / log_v_k_nu),-3.4028235e+38,2
0,17,(1 / (1.5939502 + log_v_k_nu)),-2.2350543,4
0,25,(((abs((-3.2576115)) ^ 0.24019378) * (1 / (-0.19421503))) + (1 / log_v_k_nu)),-3.4028235e+38,9
0,28,(1 / 0.55611181),-0.06317927,2
0,27,(((1 / (-0.33563823)) * ((-1.9200144) / log_v_k_nu)) - ((log_v_k_nu / log_v_k_nu) + 0.092241973)),-3.4028235e+38,12
0,34,(1 / (abs((1 / log_v_k_nu)) ^ log_v_k_nu)),-103.16772,5
0,31,(1.3076147 * 1.375176),-0.0631793,3
0,30,((1 / (abs((1 / 0.24464805)) ^ log_v_k_nu)) - ((1 / log_v_k_nu) / (abs((-0.55924988)) ^ (-0.55320698)))),-3.4028235e+38,12
