dummy,evals,expr,fitness,len
0,9,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,3,(0.49983603 + log_v_k_nu),-0.73615915,3
0,4,((1 / log_v_k_nu) / 1.3774565),-3.4028235e+38,4
0,11,(((log_v_k_nu / log_v_k_nu) / (2.2919605 + log_v_k_nu)) - ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,12
0,7,((abs((1 / log_v_k_nu)) ^ (abs((-0.17038736)) ^ (-0.25334376))) * (1 / (-0.44779617))),-3.4028235e+38,9
0,5,(((log_v_k_nu * (-0.051255155)) + (-3.5328438)) * ((-0.18041296) / 0.36279017)),-0.062790275,9
0,10,(abs(1.3089623) ^ log_v_k_nu),-0.21662088,3
0,16,(((1 / log_v_k_nu) * log_v_k_nu) - ((-0.076681539) / (-0.03721052))),-3.4028235e+38,8
0,18,(1 / log_v_k_nu),-3.4028235e+38,2
0,13,((1 / (0.52143109 * 227.86063)) / ((log_v_k_nu + 13.730394) - log_v_k_nu)),-3.2944975,10
0,12,((log_v_k_nu / 39.177673) - (1 / (-0.56919801))),-0.062790275,6
0,17,(((1 / (-0.94006646)) / log_v_k_nu) / (abs(0.096461423) ^ 1.0731754)),-3.4028235e+38,8
0,20,((1 / (log_v_k_nu + log_v_k_nu)) / ((-0.20212229) - (-0.34229493))),-3.4028235e+38,8
0,21,(1 / (abs(((1 / 0.85534155) - log_v_k_nu)) ^ (0.86533451 / log_v_k_nu))),-24.648191,9
0,23,((abs(log_v_k_nu) ^ log_v_k_nu) * (0.41860834 * log_v_k_nu)),-187.75017,7
0,22,((abs((1 / (-0.65695566))) ^ (log_v_k_nu + 0.50275123)) / (1 / (1 / log_v_k_nu))),-3.4028235e+38,10
0,14,((((-137.29111) - log_v_k_nu) - log_v_k_nu) / ((-8.4519091) * 9.246192)),-0.062790304,9
0,25,(1 / (abs(((1 / (-0.96305829)) * 0.37274322)) ^ (log_v_k_nu - log_v_k_nu))),-0.70030165,9
0,28,(1 / 0.55611181),-0.06317927,2
0,27,(((log_v_k_nu + (-3.2096291)) / (1 / log_v_k_nu)) - ((-4.6532907) - (-0.87875581))),-0.7362887,10
0,19,(((1 / (-0.31173822)) + log_v_k_nu) + (abs(log_v_k_nu) ^ log_v_k_nu)),-104.56043,8
0,30,(abs((1 / log_v_k_nu)) ^ log_v_k_nu),-1.7665718,4
0,26,((1 / (0.47438464 + log_v_k_nu)) + (log_v_k_nu * 0.68290055)),-0.2236122,8
0,33,(1 / log_v_k_nu),-3.4028235e+38,2
0,24,(1 / (((1 / log_v_k_nu) + (log_v_k_nu + (-0.65230304))) + ((-1.044302) + 0.080991447))),-0.3954893,11
0,29,(abs(((1 / log_v_k_nu) - (abs(0.84803528) ^ (-0.3992891)))) ^ ((1 / log_v_k_nu) / log_v_k_nu)),-3.4028235e+38,11
0,35,(log_v_k_nu / 1.0660174),-0.6380378,3
0,34,(abs((log_v_k_nu / (-0.47846156))) ^ log_v_k_nu),-13120.64,5
0,37,((((-0.844338) - (-0.54040277)) / (log_v_k_nu + log_v_k_nu)) - (1 / log_v_k_nu)),-3.4028235e+38,10
0,36,(((1 / log_v_k_nu) + (abs((-1.2890329)) ^ log_v_k_nu)) - ((1 / log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,11
0,39,((1 / (log_v_k_nu / log_v_k_nu)) / (abs((1 / log_v_k_nu)) ^ log_v_k_nu)),-3.4028235e+38,9
0,2,(1 / ((2190.2693 + log_v_k_nu) * (1 / 3941.4177))),-0.06320482,7
0,40,((1 / (log_v_k_nu / 0.68678784)) / ((1 / 0.61033112) + 1.2924739)),-3.4028235e+38,9
0,43,(((log_v_k_nu / 0.38760874) - (1 / log_v_k_nu)) + (1 / log_v_k_nu)),-3.4028235e+38,9
0,44,(((abs(1.7702376) ^ (-0.67885512)) + (1 / (-1.0229679))) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,10
0,42,((log_v_k_nu - 0.98323619) + (abs((-0.86392277)) ^ (-0.64839864))),-0.6350549,7
0,8,((abs((1 / 1.4618102)) ^ log_v_k_nu) * (log_v_k_nu + log_v_k_nu)),-0.21849577,8
0,45,(log_v_k_nu * 0.59890664),-0.9432887,3
0,46,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,32,((1 / (-5592.8984)) * (log_v_k_nu * log_v_k_nu)),-3.29876,6
0,41,((1 / (-0.80818444)) / (-0.68809986)),-0.0631793,4
0,47,(1 / ((1 / (1 / log_v_k_nu)) * (abs(0.096242577) ^ log_v_k_nu))),-3.4028235e+38,8
0,48,(1 / (abs((log_v_k_nu / log_v_k_nu)) ^ 0.20175005)),-3.4028235e+38,6
0,49,(abs(((log_v_k_nu + log_v_k_nu) * (1 / 0.8071354))) ^ ((-0.48965231) / (-2.011076))),-0.26379892,10
0,52,(1 / (((1 / log_v_k_nu) / (-0.28374392)) * (1 / log_v_k_nu))),-7.945507,8
0,51,(1 / (log_v_k_nu - (-0.62150896))),-1.8092589,4
0,54,(((abs(log_v_k_nu) ^ (-0.041650336)) - ((-0.09117651) / log_v_k_nu)) - (0.42955789 / log_v_k_nu)),-3.4028235e+38,11
0,50,(315.76187 / 175.59891),-0.06317927,3
0,56,(1 / (-1.5385578)),-6.0566597,2
0,6,((log_v_k_nu / log_v_k_nu) * (log_v_k_nu - 0.8815729)),-3.4028235e+38,7
0,55,(((1 / (-2.2279918)) * (1 / 2.3622725)) * (abs(0.026604623) ^ 3.5539176)),-3.2967014,9
0,61,(1 / log_v_k_nu),-3.4028235e+38,2
0,60,(abs((abs((1 / (-1.3825331))) ^ (-0.86299598))) ^ (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,62,(1 / 0.55611181),-0.06317927,2
0,57,(((1 / (-1.0530655)) + (0.59676325 - (-1.1158594))) + (abs((1 / (-0.97898674))) ^ log_v_k_nu)),-0.06284433,11
0,65,((log_v_k_nu * log_v_k_nu) - (-0.59330457)),-11.004008,5
0,64,(abs((1 / log_v_k_nu)) ^ (0.10870739 - 0.27526176)),-0.6036693,6
0,67,(log_v_k_nu * log_v_k_nu),-8.953596,3
0,66,(log_v_k_nu - (-0.66471225)),-0.87004507,3
0,68,((log_v_k_nu - 2.195703) * (log_v_k_nu * log_v_k_nu)),-10.282849,7
0,63,(((1 / 0.56919795) - log_v_k_nu) - (log_v_k_nu / (-0.97513998))),-0.06279026,8
0,69,(1 / ((1 / (log_v_k_nu - log_v_k_nu)) - ((log_v_k_nu + (-0.016813099)) * (1 / log_v_k_nu)))),-3.2967005,12
0,70,(abs(((log_v_k_nu / log_v_k_nu) + (1 / log_v_k_nu))) ^ ((-0.56129032) - 1.7284384)),-3.4028235e+38,10
0,38,(((-0.032125019) * log_v_k_nu) * (-1.402516)),-3.0390627,5
0,74,(1 / log_v_k_nu),-3.4028235e+38,2
0,75,(abs(((log_v_k_nu + (-1.1567931)) - (abs(log_v_k_nu) ^ log_v_k_nu))) ^ (1 / (log_v_k_nu + log_v_k_nu))),-3.4028235e+38,12
0,76,((abs(((-0.46081465) + 0.61196786)) ^ 0.95968348) + (abs(log_v_k_nu) ^ (-0.7042681))),-3.4028235e+38,9
0,77,((1 / (1 / 0.92584664)) * (1 / log_v_k_nu)),-3.4028235e+38,6
0,73,(abs((1 / (1 / (-0.64403248)))) ^ ((0.4097136 + (-1.0216187)) / (1 / log_v_k_nu))),-0.21662088,10
0,78,((1 / log_v_k_nu) + 1.501231),-3.4028235e+38,4
0,79,(((log_v_k_nu * (-0.30056256)) / log_v_k_nu) * (log_v_k_nu / 1.3118478)),-3.4028235e+38,9
0,80,((1 / 1.1402215) / (0.37967208 * log_v_k_nu)),-3.4028235e+38,6
0,58,(1 / ((1 / (1 / ((-0.80937767) + 1.3468522))) + (1 / (abs((1 / (-0.0035777546))) ^ log_v_k_nu)))),-0.023073204,12
0,81,((abs(0.42184225) ^ 0.18353426) + (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,7
0,84,(((log_v_k_nu / log_v_k_nu) - (1 / log_v_k_nu)) * (abs(1.3790675) ^ log_v_k_nu)),-3.4028235e+38,10
0,85,(1 / ((1 / log_v_k_nu) / 1.490011)),-1.7296749,5
0,82,(abs((1 / 0.23200148)) ^ (1 / 2.4898546)),-0.06317927,5
0,87,((log_v_k_nu + log_v_k_nu) * 0.52132642),-0.6937876,5
0,83,((0.90814584 * log_v_k_nu) - (1 / 1199.0759)),-0.6356279,6
0,89,(1 / ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,5
