dummy,evals,expr,fitness,len
0,2,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,7,(1 / (1 / log_v_k_nu)),-0.66252,3
0,5,((log_v_k_nu + log_v_k_nu) + (0.17625457 - log_v_k_nu)),-0.6314542,7
0,1,(1 / ((log_v_k_nu / (-0.52743)) * (1.3836955 - (-0.027502175)))),-3.4028235e+38,8
0,4,(1 / ((1 / log_v_k_nu) + log_v_k_nu)),-1.9757124,5
0,8,(abs(((0.9419505 / (-0.70889717)) * (log_v_k_nu * log_v_k_nu))) ^ (1 / (0.42554647 * log_v_k_nu))),-16.763401,12
0,14,(((1 / log_v_k_nu) - (1 / log_v_k_nu)) - (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,9
0,13,(1 / (abs((1 / ((-0.5418008) + 0.0057078977))) ^ ((1 / log_v_k_nu) / log_v_k_nu))),-1.3707105,10
0,10,(log_v_k_nu / (-2705.9773)),-3.2988675,3
0,16,(1 / (abs(((log_v_k_nu / 0.44024712) + (1 / log_v_k_nu))) ^ (log_v_k_nu / (-0.88844723)))),-161970.12,11
0,19,(1 / (((1 / 0.76889199) * 0.19783758) / (1 / 2.1613166))),-0.06317934,8
0,6,(1 / ((((-2.8221333) * log_v_k_nu) + (1 / 0.41582233)) + (log_v_k_nu * log_v_k_nu))),-0.5327307,11
0,21,(((log_v_k_nu + 0.39783797) - (0.15401849 * log_v_k_nu)) / ((1 / log_v_k_nu) * (-0.059343502))),-5212.5166,12
0,17,((0.47336221 + (-0.86074901)) * (1 / (-0.21543379))),-0.06317928,6
0,22,(((1 / log_v_k_nu) * ((-1.4097202) * log_v_k_nu)) - (1 / (abs(0.49196523) ^ log_v_k_nu))),-3.4028235e+38,11
0,23,(abs(((abs(log_v_k_nu) ^ log_v_k_nu) * (-0.052637585))) ^ (1 / log_v_k_nu)),-2.2668645,8
0,11,((abs((log_v_k_nu - 2.2949083)) ^ log_v_k_nu) + (1.5007393 * 0.7740435)),-0.30016354,9
0,26,(((log_v_k_nu / log_v_k_nu) - (1 / log_v_k_nu)) + ((-0.46222565) + (-0.20212467))),-3.4028235e+38,10
0,12,((1 / (770.72083 + (-770.15033))) - ((1 / (-35.803944)) * log_v_k_nu)),-0.06279385,9
0,28,(1 / ((1 / (1 / (1 / 1.2034187))) * (1 / (log_v_k_nu / log_v_k_nu)))),-3.4028235e+38,10
