dummy,evals,expr,fitness,len
0,7,((1 / log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,5
0,9,(((log_v_k_nu * log_v_k_nu) * log_v_k_nu) * (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,9
0,8,(1 / log_v_k_nu),-3.4028235e+38,2
0,4,((1 / 0.29238489) - log_v_k_nu),-0.6925052,4
0,13,(((1 / (-0.20214854)) / 1.7813977) / (0.9468559 * log_v_k_nu)),-3.4028235e+38,8
0,10,((1 / 0.55611181) + (log_v_k_nu - log_v_k_nu)),-0.06317927,6
0,12,(abs((1 / log_v_k_nu)) ^ (1 / (-0.21052216))),-4380.7773,5
0,16,(abs((1 / log_v_k_nu)) ^ log_v_k_nu),-1.7665718,4
0,18,(abs((log_v_k_nu + log_v_k_nu)) ^ (1 / log_v_k_nu)),-0.11693456,6
0,6,(1 / (-1.7561966)),-5.6687646,2
0,17,(log_v_k_nu - 0.17472024),-0.7546375,3
0,21,(1 / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,4
0,15,((1.8770429 - 0.96921277) / (1 / log_v_k_nu)),-0.6350846,6
0,20,(log_v_k_nu + 0.17625459),-0.6314542,3
0,23,(1 / (((1 / 1.9268742) * log_v_k_nu) * (0.93422806 + log_v_k_nu))),-3.4028235e+38,9
0,14,(1 / (((1 / log_v_k_nu) - log_v_k_nu) + (log_v_k_nu * 1.0480343))),-0.50026137,9
0,24,((((-0.099779248) * (-0.96438247)) / (abs((-1.3461323)) ^ log_v_k_nu)) + ((1 / log_v_k_nu) * log_v_k_nu)),-3.4028235e+38,12
0,26,(abs(((-0.12764025) - log_v_k_nu)) ^ (1 / log_v_k_nu)),-0.48014653,6
0,27,(((1 / log_v_k_nu) / (1.4775268 / (-1.2236739))) * (1 / (1 / log_v_k_nu))),-3.4028235e+38,10
0,25,(abs((((-0.13301522) / log_v_k_nu) - (1 / log_v_k_nu))) ^ (abs((-1.4585401)) ^ log_v_k_nu)),-3.4028235e+38,10
0,31,((1 / log_v_k_nu) * log_v_k_nu),-3.4028235e+38,4
0,29,((((-0.45619905) * log_v_k_nu) - (log_v_k_nu + log_v_k_nu)) / ((1 / log_v_k_nu) - log_v_k_nu)),-4961.4106,12
0,28,(((-0.11646053) / (-0.1631588)) * 2.5192406),-0.06317927,5
0,11,(((-0.060178034) / (-0.12025712)) * 3.593811),-0.06317934,5
0,19,(abs((abs((-1.0352453)) ^ log_v_k_nu)) ^ log_v_k_nu),-0.53480256,5
0,30,(abs(((1 / log_v_k_nu) * (-1.1482477))) ^ (abs(0.73793161) ^ 1.4279461)),-3.4028235e+38,8
0,34,(abs((abs(log_v_k_nu) ^ 0.13958895)) ^ (log_v_k_nu * log_v_k_nu)),-1.1671443,7
0,1,(abs((10.565846 + log_v_k_nu)) ^ 0.2347718),-0.06261196,5
0,32,(abs(1.3088021) ^ log_v_k_nu),-0.21662101,3
0,39,(((log_v_k_nu - log_v_k_nu) / (1 / log_v_k_nu)) + (1 / log_v_k_nu)),-3.4028235e+38,9
0,41,(((1 / log_v_k_nu) * (-1.510373)) - (0.69601309 / log_v_k_nu)),-3.4028235e+38,8
0,36,(((1 / 0.61337417) + (-0.72249544)) / (1 / log_v_k_nu)),-0.63508445,7
0,43,((1 / 0.61673832) * (1 / log_v_k_nu)),-3.4028235e+38,5
0,40,(((abs(0.72069848) ^ (-0.0026451726)) + (1 / log_v_k_nu)) * (1 / 1.6658748)),-3.4028235e+38,9
0,42,(1 / ((1 / log_v_k_nu) - (-0.090011977))),-0.55756295,5
0,46,(1 / (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,4
0,37,(abs((1 / (-1.6452194))) ^ (-1.1785836)),-0.06317927,4
0,45,(1.177316 * log_v_k_nu),-0.8696192,3
0,44,((1 / 0.83032173) * 1.4931345),-0.0631793,4
0,49,(((1 / log_v_k_nu) + (1 / (-0.82057917))) - (1 / 2.1568365)),-3.4028235e+38,8
0,47,(1 / 0.55611074),-0.0631793,2
0,51,((1.4288428 / log_v_k_nu) / (1 / (-0.051146213))),-3.4028235e+38,6
0,38,(((log_v_k_nu + (-1.3340386)) - (log_v_k_nu + (-0.13363446))) + ((1 / (-0.39555237)) / (-0.84309584))),-0.06317927,12
0,50,(1 / (((2.8315849 - (-0.21989556)) * (1 / log_v_k_nu)) / (log_v_k_nu / (-0.6419645)))),-13.647519,11
0,53,(((0.84261078 * log_v_k_nu) - (1 / log_v_k_nu)) - (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,10
0,55,(0.19109276 + log_v_k_nu),-0.63167435,3
0,57,(((log_v_k_nu - (-0.16682369)) / (1 / log_v_k_nu)) + (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,10
0,52,((log_v_k_nu - (-1.115936)) / (abs(log_v_k_nu) ^ log_v_k_nu)),-0.79856884,7
0,58,(1 / log_v_k_nu),-3.4028235e+38,2
0,59,((0.89570385 + log_v_k_nu) - (1 / log_v_k_nu)),-3.4028235e+38,6
0,60,((log_v_k_nu - 0.34314245) * log_v_k_nu),-6.4216604,5
0,48,(((log_v_k_nu + 0.62460679) + (1.6120458 / 1.3725734)) - (1 / (1 / log_v_k_nu))),-0.0631801,11
0,33,((abs((log_v_k_nu - (-0.33678901))) ^ (1 / (-1.1403264))) + (log_v_k_nu + (-0.49390438))),-0.38138774,10
0,54,(1 / (((1 / 2.2541077) * (-0.51650673)) * ((-1.1585275) / 0.4773595))),-0.0631793,9
0,63,((((-1.6123977) / log_v_k_nu) - (log_v_k_nu * log_v_k_nu)) + ((1 / log_v_k_nu) - (-0.32041794))),-3.4028235e+38,12
0,62,((1.3651137 * log_v_k_nu) - (log_v_k_nu / 2.1868289)),-0.6350844,7
0,35,((((-1.3131092) + log_v_k_nu) / (1 / log_v_k_nu)) - (1 / 556.40637)),-3.3804398,9
0,67,(1 / log_v_k_nu),-3.4028235e+38,2
0,65,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ (1 / 1.1884137)),-3.4028235e+38,7
0,22,((1 / (1 / 0.065473936)) * ((55.319504 + log_v_k_nu) / (1.0328807 - (-1.043339)))),-0.06281863,11
0,70,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,61,((0.099871278 + 2.6605501) / (1.4045069 + 0.13059543)),-0.0631793,7
0,2,(abs((((-0.85261559) - (-0.17534412)) / (1 / (-1.4997644)))) ^ (abs(log_v_k_nu) ^ log_v_k_nu)),-0.6094878,10
0,66,(((0.46491846 * (-0.061490618)) * (1 / (-1.6218784))) + (log_v_k_nu + 0.23822178)),-0.6377895,10
0,74,((1 / log_v_k_nu) - 2.7979589),-3.4028235e+38,4
0,72,(abs((1 / log_v_k_nu)) ^ 1.1016915),-3.4028235e+38,4
0,73,((1.1941859 - log_v_k_nu) * (1.5197519 / log_v_k_nu)),-3.4028235e+38,7
0,71,((1 / (-0.63840836)) - (abs(log_v_k_nu) ^ 1.3482053)),-30.618053,6
0,75,(0.90783048 * log_v_k_nu),-0.63508445,3
0,64,(((1.2991923 - log_v_k_nu) + ((-0.314403) + log_v_k_nu)) + (1 / ((-0.54156911) + 1.7709613))),-0.06317927,12
0,68,((abs((log_v_k_nu * log_v_k_nu)) ^ log_v_k_nu) * ((-3.3643723) + log_v_k_nu)),-5749.421,9
0,76,((((-0.091628417) / (-2.0117593)) - (log_v_k_nu - (-1.5075198))) / (log_v_k_nu / (-0.24447931))),-3.4028235e+38,11
0,77,((log_v_k_nu - 0.40132841) + (0.50832939 * 0.19696821)),-0.85942054,7
0,80,(((1 / 0.9611336) + 0.39211056) / (log_v_k_nu * 0.50716895)),-3.4028235e+38,8
0,81,((1 / ((-0.17610478) / 0.74882054)) * ((1 / 1.0069494) / log_v_k_nu)),-3.4028235e+38,9
0,85,(((1 / 0.74936372) + (-0.81336391)) / (log_v_k_nu - log_v_k_nu)),-3.4028235e+38,8
0,84,(((1 / (-1.5979117)) / log_v_k_nu) - (0.84057945 - (-0.46749988))),-3.4028235e+38,8
0,78,(1 / ((0.36909148 + (-0.279071)) + (1 / log_v_k_nu))),-0.55756307,7
0,88,(1 / log_v_k_nu),-3.4028235e+38,2
0,82,(((abs((-1.460007)) ^ log_v_k_nu) / log_v_k_nu) * ((-1.6232516) / (-1.0291889))),-3.4028235e+38,9
0,90,((1 / log_v_k_nu) / 0.019358186),-3.4028235e+38,4
0,92,(1 / log_v_k_nu),-3.4028235e+38,2
0,87,(1 / (1 / 1.6169797)),-0.09601988,3
0,86,((abs((log_v_k_nu + 0.87670219)) ^ (0.11795504 * log_v_k_nu)) * ((1 / log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,12
0,79,(1 / ((((-0.38251802) * 1.6989017) * (1 / (-0.64860475))) - (log_v_k_nu * log_v_k_nu))),-434.27988,11
0,93,((1 / 0.94343179) / log_v_k_nu),-3.4028235e+38,4
0,96,((1 / log_v_k_nu) + log_v_k_nu),-3.4028235e+38,4
