dummy,evals,expr,fitness,len
0,3,(abs(log_v_k_nu) ^ log_v_k_nu),-103.16772,3
0,5,(1 / ((1.5262045 + 0.12669198) / (1 / log_v_k_nu))),-3.4028235e+38,7
0,4,(abs(((1 / log_v_k_nu) / log_v_k_nu)) ^ (log_v_k_nu / 1.4587505)),-1.9395788,8
0,2,(1 / (abs((0.43553436 * log_v_k_nu)) ^ log_v_k_nu)),-0.33790407,6
0,9,(1 / log_v_k_nu),-3.4028235e+38,2
0,8,(abs(log_v_k_nu) ^ (-0.057440598)),-3.4028235e+38,3
0,11,(((1 / (1 / log_v_k_nu)) + (0.99742913 * log_v_k_nu)) + (1 / (1.3158164 / log_v_k_nu))),-11.683089,12
0,6,(1 / (-2.0835319)),-5.2531643,2
0,12,(abs((abs((log_v_k_nu / (-2.3796518))) ^ (-0.4170011))) ^ (log_v_k_nu + (-0.87147498))),-0.68421316,9
0,14,(abs((((-1.9402822) + 0.84001446) + (1 / 0.16785862))) ^ ((abs(log_v_k_nu) ^ 0.25748751) + log_v_k_nu)),-125907.2,12
0,16,(1 / (1 / 1.7981995)),-0.06317927,3
0,15,(abs(log_v_k_nu) ^ (-0.14745995)),-3.4028235e+38,3
0,17,(((0.10863559 / log_v_k_nu) / 0.47536659) * (log_v_k_nu - 0.21122815)),-3.4028235e+38,9
0,18,((((-0.2351597) * log_v_k_nu) / 0.40271834) * ((-1.5821772) * log_v_k_nu)),-7.3156095,9
0,10,((log_v_k_nu * log_v_k_nu) * (1 / (-5954.4648))),-3.2986343,6
0,7,(1 / (abs((abs((1 / 1.1541862)) ^ (-27.577389))) ^ (log_v_k_nu * (-0.068089791)))),-0.21662089,9
0,19,((1 / (0.70170355 * 0.54498076)) - ((-0.75410825) / (-0.92329365))),-0.06317934,8
0,22,(((log_v_k_nu / (-0.085693568)) + (1 / log_v_k_nu)) + (0.81006151 * log_v_k_nu)),-3.4028235e+38,10
0,23,(1 / 0.55892521),-0.063261226,2
0,24,(((log_v_k_nu * 1.9078298) - log_v_k_nu) + (log_v_k_nu - log_v_k_nu)),-0.63508445,9
0,25,(abs((1 / ((-0.87147617) + 0.44996527))) ^ ((log_v_k_nu / log_v_k_nu) + log_v_k_nu)),-3.4028235e+38,10
0,27,((1 / log_v_k_nu) / (-1.3718183)),-3.4028235e+38,4
0,26,(abs((log_v_k_nu / (-2.1766429))) ^ (-1.2097259)),-3.4028235e+38,5
0,28,(1 / (1 / 1.7981995)),-0.06317927,3
0,29,((abs((-0.52394706)) ^ (-1.0458137)) + (1 / log_v_k_nu)),-3.4028235e+38,6
0,32,((abs(log_v_k_nu) ^ log_v_k_nu) * (log_v_k_nu - log_v_k_nu)),-3.2967005,7
0,33,(1 / log_v_k_nu),-3.4028235e+38,2
0,20,(abs((abs((-0.62243003)) ^ 0.46309102)) ^ (log_v_k_nu * (-1.2262404))),-0.21662085,7
0,1,((log_v_k_nu + log_v_k_nu) - (log_v_k_nu + (-0.31689584))),-0.65123427,7
0,35,((1 / log_v_k_nu) + (1 / 1.5062641)),-3.4028235e+38,5
0,30,((1 / (-0.26263258)) - (-5.6058002)),-0.06317927,4
0,36,((1 / (0.33262351 - log_v_k_nu)) / ((log_v_k_nu * 0.45586228) * (log_v_k_nu - log_v_k_nu))),-3.4028235e+38,12
0,39,(log_v_k_nu + log_v_k_nu),-4.4873505,3
0,13,(((1.2589489 - log_v_k_nu) - (log_v_k_nu / 198.86754)) + (1 / ((-2.5587296) / (-5.5560994)))),-0.6987002,12
0,37,(1 / ((abs(((-0.1121987) + (-0.31270808))) ^ (abs(log_v_k_nu) ^ log_v_k_nu)) * (log_v_k_nu * log_v_k_nu))),-3.4028235e+38,12
0,34,((1 / (-0.17388527)) + 7.5491176),-0.06317929,4
0,31,(1 / (-1.6831115)),-5.786456,2
0,40,(1 / (((log_v_k_nu * log_v_k_nu) / (1 / 0.10778362)) * (log_v_k_nu / 1.3234469))),-3.4028235e+38,11
0,43,((1 / ((-1.638967) + log_v_k_nu)) + (log_v_k_nu / log_v_k_nu)),-3.4028235e+38,8
0,44,(((1 / log_v_k_nu) + (log_v_k_nu / (-0.9252423))) - ((1 / log_v_k_nu) - log_v_k_nu)),-3.4028235e+38,11
0,46,(((log_v_k_nu * 0.84180868) - log_v_k_nu) * (log_v_k_nu * log_v_k_nu)),-10.177035,9
0,47,(1 / (-1942.9551)),-3.2985518,2
0,49,((1 / (log_v_k_nu * 1.1553316)) - (((-1.2800152) + 0.59795761) - 0.87094361)),-3.4028235e+38,10
0,50,(((log_v_k_nu - 1.5242177) * (log_v_k_nu + (-1.044522))) / (log_v_k_nu * 0.35464671)),-3.4028235e+38,11
0,51,(abs((1 / log_v_k_nu)) ^ (-1.5983706)),-3.1340413,4
0,52,((1 / log_v_k_nu) + (1 / log_v_k_nu)),-3.4028235e+38,5
0,21,((1 / (1 / (1 / (-0.77397949)))) * ((abs(0.14791919) ^ log_v_k_nu) - (log_v_k_nu - log_v_k_nu))),-3.8622265,12
0,45,(1 / (1 / ((log_v_k_nu + 19.875862) - (log_v_k_nu - (-18.077654))))),-0.06317933,9
0,55,(1 / ((log_v_k_nu + log_v_k_nu) + (1 / log_v_k_nu))),-2.4404874,7
0,54,(((1 / (-1.2250918)) / (1 / log_v_k_nu)) / ((1 / log_v_k_nu) / log_v_k_nu)),-100.60163,10
0,53,((1 / (1 / (1 / 0.72628927))) - (1 / (abs((1 / log_v_k_nu)) ^ (-0.93382239)))),-3.4028235e+38,10
0,57,((1 / (log_v_k_nu - log_v_k_nu)) / ((log_v_k_nu / log_v_k_nu) / (1 / 0.13952754))),-3.4028235e+38,11
0,59,(1 / log_v_k_nu),-3.4028235e+38,2
