n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x - abs(abs(x) ^ (1.0 / x)) ^ (abs(x) ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;p1 + p2 / abs(1.0 / (p3 - x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0];802;0;1.705113885;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;x + -1.0 / (x - abs(x + x) ^ p1);635.2497770172275;[-0.7298353388197706, -0.12474486912428183, -0.5074529880815145, 0.7490478021945758];14643;213;27.88715998;635.2497770172275
10;abs(-1.0 / x + abs(p1 + x) ^ p2) ^ p3;-962.624451802057;[0.46516017413737276, -1.0018203730411284, -0.45798547077200774, -0.08397175545461062, -0.5019743354615983, -0.7386723315255824];124701;975;345.502926749;-962.624451802057
26;x + abs(abs(p1 * x) ^ p2) ^ p3;-977.7430012027856;[0.47954078561371893, 0.6455660185888827, 0.6495964543243721, 0.0821929683136404, -0.5036630640747338, 0.7365680034935956];214185;1775;638.6769327289999;-977.7430012027856
135;p1 * (x + abs(abs(x) ^ p2) ^ p3);-994.44410662163;[0.8578156611884877, -0.1395195084115773, -3.2984564552591302, -0.08123842014654414, -0.5025544060686732, -0.7388141265361695];1244939;12349;4127.199124156001;-994.44410662163
185;x * abs(p1 + abs(1.0 / x) ^ p2) ^ p3;-999.219588785669;[0.7369087750882052, 0.5068976248924361, 0.9842041748321153, 0.08079394637198341, -0.5024525709342292, -0.7400177747754592];1793431;17846;6237.355326835997;-999.219588785669
356;abs(p1 / (p2 - abs(x) ^ p3)) ^ p4;-1001.748840631362;[-0.7037074110167589, 0.4001880547501707, -0.1242769568435339, 3.379202578505441, 0.0806276230901447, -0.502508163804586, -0.7399781550174557];3726321;37119;12484.026195674987;-1001.748840631362
3854;p1 + abs(p2 + abs(x) ^ p3) ^ p4;-1001.8875235991673;[0.016211206434678403, -0.21541831492095403, -0.2517474062030645, -2.198487850417767, 0.08068322083640855, -0.5025246675253346, 0.739982307003524];43752255;432634;150516.65135281312;-1001.8875235991673
5146;abs(p1 + abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.8909440821421;[-0.2220318563114041, 0.0025290557443685044, 0.25187245412869247, -2.157493286338265, 0.08072380124264752, -0.5025444894180712, 0.7399945118794364];58772068;577670;199456.99689582307;-1001.8909440821421
22182;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];250649014;2480768;835239.3673173593;-1002.3409364590589
45690;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];516958628;5108136;1723904.8715927894;-1002.3409364613959
