n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x - abs(p1 + abs(x) ^ (1.0 / x)) ^ x;2142.6766903704133;[-0.9851178310256846, 0.38574635799652746, -0.5006582230544443, -0.743033479646691];16194;257;38.26095103;2142.6766903704133
2;1.0 / (x + p1 * (x - p2 ^ x));1928.0214910570612;[-0.9978181852614556, -0.7162692661818243, -0.38586849962813285, -0.5026437810208191, -0.7408073658166499];47065;515;293.00130707100004;1928.0214910570612
4;x + -1.0 / (p1 + x / (p2 - x));-431.3917747606894;[-2.2376760750338938, 0.01340875609519673, -0.12245286055906453, -0.49321121899014814, 0.7478014046240777];77834;851;346.66620524700005;-431.3917747606894
10;p1 / (p2 ^ (abs(1.0 / x) ^ p3) - x);-736.6852863238013;[214.0050210001292, 121.24576423755121, 0.11415353994550884, 0.09583119050932894, -0.5032384780250928, 0.7436204911164453];121337;1415;456.0725850550001;-736.6852863238013
134;p1 * abs(x) ^ (p2 + p3 ^ x);-970.2578122943173;[-1.7439674555525915, -0.35639436447826345, -1.0082151020674746, -0.08207887308902631, -0.5029361287450522, -0.7409115955529871];1714499;16418;5337.318032916;-970.2578122943173
246;x + p1 * p2 ^ (-1.0 / (p3 + x));-997.498885536512;[0.826090506387647, 1.231168795641341, 0.09651548122915635, -0.08163677295444922, -0.502499659241951, 0.7401295887344516];2903664;28153;9437.280299912001;-997.498885536512
279;p1 / p2 ^ (x * abs(1.0 / x) ^ p3);-999.3519249970296;[0.00020233219336764525, -0.00011712185736584449, 0.921221698330212, -0.08090051448363678, -0.5024754541762003, 0.7399101102814589];3305968;32462;10431.907780843005;-999.3519249970296
692;p1 + (p2 / (p3 + -1.0 / x) - x);-999.8463258968591;[-0.08649891265120489, 2.697301281548728, -3.448573414661652, 0.08128000559252978, -0.502649967923185, -0.7398971682868012];7816546;78882;25425.547576625013;-999.8463258968591
1208;p1 + abs(p2 + abs(1.0 / x) ^ p3) ^ p4;-1001.8875235954798;[0.01621163337267292, -0.21541791837220398, 0.2517472101664617, -2.1984916747618604, -0.08068319802189805, -0.5025267418754502, 0.7399819584780549];13785692;135860;46037.37998560996;-1001.8875235954798
15227;abs(p1 + abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.8909440821421;[-0.2220318563114041, 0.0025290557443685044, 0.25187245412869247, -2.157493286338265, 0.08072380124264752, -0.5025444894180712, 0.7399945118794364];171967192;1696929;574500.6575765699;-1001.8909440821421
15585;1.0 / (p1 + p2 ^ (p3 ^ (abs(x) ^ p4)));-1001.9527055830329;[-0.992933975821711, -358.5992450223275, -0.07763149586146882, 0.2223180296608993, 0.08064963402386001, -0.5024959900148084, -0.7398880010189128];176036679;1735766;589064.7077848186;-1001.9527055830329
17389;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];197593798;1946663;660750.4425716833;-1002.3409364590589
72279;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];817996729;8067288;2736152.8927904856;-1002.3409364613959
