n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ -(abs(x) ^ (0.0 ^ x));1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;abs(abs(abs(1.0 / x) ^ x) ^ (abs(x) ^ x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];0;0;0;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
3;p1 * x + x / (x - p2 ^ x);357.47874883511787;[-2.0907468021280566, -9.962172485315477, 0.18534342926951247, -0.5057343379325051, 0.7204888662491451];17305;198;39.499832545;357.47874883511787
8;1.0 / (p1 + p2 ^ (x * abs(x) ^ p3));-875.6062672128354;[-1.2300005885117231, -1.833197565494002, -1.3279044993984332, -0.08673127322982489, -0.5023707384426868, -0.7424001407438029];103677;1247;222.49951183099998;-875.6062672128354
9;(p1 + -1.0 / x) * abs(x) ^ p2 - x;-919.4620785401727;[0.07980421860860061, 1.524317885638914, -0.08554935771769669, -0.5090043104157128, 0.7364199939897518];117444;1392;249.00903688799997;-919.4620785401727
91;x / (p1 + p2 ^ (abs(x) ^ p3));-1000.9227934898379;[-1.0043335615254696, -0.418950106138568, 0.4753620505232708, -0.08061453160628866, -0.5025907016863843, 0.7397269091324412];903034;9534;3008.962994299998;-1000.9227934898379
203;abs(x) ^ p1 + abs(p2 + -1.0 / x) ^ p3;-1000.9319191202712;[0.991182728917402, -0.9700738378576638, -0.5184818484744745, 0.08059091213575906, -0.5027086575219957, 0.7399077279237347];2310218;21913;7683.4771768129995;-1000.9319191202712
396;abs(p1 ^ (abs(1.0 / x) ^ p2) / x) ^ p3;-1001.6463099507221;[0.35412081809297297, -0.33381407384453826, -0.5182540193992434, -0.08059829684126095, -0.5025213715425706, -0.739998010385358];4430010;42343;14373.381795397;-1001.6463099507221
6301;x - abs(1.0 / (p1 - abs(x) ^ p2)) ^ p3;-1001.7919287987384;[1.9549419811864943, 0.035562773622750746, 21.63519459957533, -0.08058921374608083, -0.5025618695925437, -0.7399896197546624];71076182;697258;241714.77005619727;-1001.7919287987384
11201;abs(p1 + abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.8909440821421;[-0.2220318563114041, 0.0025290557443685044, 0.25187245412869247, -2.157493286338265, 0.08072380124264752, -0.5025444894180712, 0.7399945118794364];125850883;1243865;418968.93093680684;-1001.8909440821421
14931;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];167762218;1656158;562585.712115501;-1002.0572884848282
31867;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];360465962;3545426;1205743.2406500962;-1002.3409364613959
