n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x - p1 ^ (1.0 / (1.0 - x));2287.750842533957;[0.5467996122238341, -0.2981283009562985, -0.4933349427088908, -0.7530882665483426];1932;7;4.344208357;2287.750842533957
3;abs(x) ^ (abs(x) ^ (p1 ^ -(abs(x) ^ p2)));649.0205434682915;[-6.135419276761857, 0.12108107960511932, 0.22036156648098648, -0.4929912118408761, 0.7400984039048282];14871;141;49.283993064;649.0205434682915
4;p1 + p2 ^ (abs(x) ^ -(abs(x) ^ p3));425.0915370718509;[-5.205340705351225, -5.447474243392502, 2.5025030284443632, 0.17234342365753336, -0.5046237229390259, 0.7373633546015611];33358;296;105.43217671100001;425.0915370718509
9;p1 ^ x / (p2 + abs(x) ^ p3);-721.4300789941577;[1.0308229408961898, -0.29202619855122025, -0.4562644819541308, 0.09356430497169918, -0.4975482389875465, -0.7430243073038932];91735;891;250.73264529000002;-721.4300789941577
10;x + abs(x) ^ 0.5;-822.7454280556198;[0.09234728561081262, -0.5145842617590067, 0.7324303680998205];94899;955;269.109534446;-822.7454280556198
36;abs(1.0 / (p1 + p2 / x)) ^ (abs(x) ^ p3);-890.5809336901009;[0.1543154220369464, 0.3915340552307541, 0.1415432923283396, 0.08916544669215683, -0.5026413503856026, 0.7384432186759057];410042;3685;1311.395663784;-890.5809336901009
120;p1 * (abs(1.0 / (p2 - x)) ^ p3 / x);-961.6505449736655;[-1.7945481116908164, -0.005122205112325147, -1.716756174466835, 0.08364104986239812, -0.5029331989248038, 0.7404175347398837];1460392;12601;5205.606183039999;-961.6505449736655
154;p1 + (x + x / (p2 + x));-987.672868897629;[0.10000636325344557, 0.46140400933282866, 0.08223821341493182, -0.5046214660026118, -0.7376415767920727];1895644;16437;6628.578363945998;-987.672868897629
177;p1 + (-1.0 / (p2 + p3 ^ x) - x);-998.5793332655053;[-1.3044153289195792, -1.8237209053444576, -0.1799902706916133, 0.08149461455518792, -0.5025639099213542, -0.7401295755373982];2194594;19266;7614.201598855998;-998.5793332655053
327;p1 * (x * (p2 - abs(1.0 / x) ^ p3));-999.1830435862234;[0.9944969011156607, -0.7327923096559135, 0.49898851130737837, -0.08078678652566278, -0.5024705962174165, 0.740067416621064];4028103;36541;13737.174740385997;-999.1830435862234
344;x + abs(p1 + 1.0 / (p2 + x)) ^ p3;-1001.5058176945209;[-1.045567272453309, 0.9603209533351025, 0.5470683405146531, 0.08071855201889513, -0.5029088190809802, 0.739279273023038];4241579;38454;14403.314645764998;-1001.5058176945209
362;abs(1.0 / (p1 + p2 ^ (abs(x) ^ p3))) ^ p4;-1001.7265137454048;[-2.2314022778197646, -3.1034190485907107, -0.04410853653819691, 3.9398264762546775, -0.08062632147506128, -0.5025073842479897, -0.7399750387377583];4517129;40727;15313.588256736997;-1001.7265137454048
1147;abs(p1 + abs(p2 + -1.0 / x) ^ p3) ^ p4;-1001.7610849913451;[-0.26464482142608886, -0.014444436072033537, 0.29298593694737507, -1.778620890266301, -0.08059133297196543, -0.5025216220453902, -0.7399828659317722];13332888;127010;44181.068580542065;-1001.7610849913451
1860;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];21773870;208045;74480.70320975603;-1002.3409364590589
71397;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];807706982;7972724;2688829.2866173806;-1002.3409364613959
