n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(abs(p1 ^ (1.0 / x)) ^ (1.0 / x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];307;0;0.961261906;1.7976931348623157e308
2;abs(1.0 / x) ^ (abs(p1 ^ (1.0 / x)) ^ p2);2629.7466167058983;[297.4618028574274, -524.6293126264281, -0.5077339075929956, -0.5027739710419309, 0.7407943403349672];9541;107;94.123758537;2629.7466167058983
5;p1 + abs(p2 ^ (1.0 / x - x)) ^ x;353.001598385845;[-3.8148724004875705, 3.542112806380463, 0.18753833443618056, -0.5050455359192819, 0.7367730171646565];31876;279;280.382581268;353.001598385845
9;1.0 / (p1 + (x - x * x)) - x;-256.20699373766155;[-3.939058722261808, 0.140778606968494, -0.4910962924233614, 0.7471137787562852];76512;707;444.53764588499996;-256.20699373766155
32;p1 - (x + abs(1.0 / (p2 - x)) ^ p3);-993.6295536989498;[0.2978712236296534, -0.011566499822361296, -0.24337066824752915, -0.08093098515449801, -0.503100092868154, 0.7382137496645805];286178;2727;1117.017572687;-993.6295536989498
43;abs(p1 + abs(p2 + 1.0 / x) ^ p3) ^ p4;-1001.761084991711;[-0.2646443282556816, 0.014444198623387191, 0.2929854714463767, -1.7786241047332965, 0.08059134021337676, -0.502521397774051, -0.739982710341814];479951;4501;1755.1668795079997;-1001.761084991711
5956;p1 + abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1001.8875235998257;[0.01621132976705179, -0.21541800203517614, -0.25174708875006196, 2.198491544670485, 0.08068316688217271, -0.5025254523280285, -0.739982078595229];66736859;659602;222660.979975605;-1001.8875235998257
10508;1.0 / (p1 + p2 ^ (p3 ^ (abs(x) ^ p4)));-1001.9527055830329;[-0.992933975821711, -358.5992450223275, -0.07763149586146882, 0.2223180296608993, 0.08064963402386001, -0.5024959900148084, -0.7398880010189128];118151902;1173124;392796.1628132221;-1001.9527055830329
18633;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];210285940;2081263;699947.5447458429;-1002.0572884769697
36682;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];415860359;4117136;1382127.5852324003;-1002.3409364590589
55336;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];625565063;6185850;2085003.5388232688;-1002.3409364613959
