n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;-Inf + (x + abs(x) ^ x);1.7976931348623157e308;Float64[];0;0;0;1.7976931348623157e308
2;x + -1.0 / (1.0 / x + p1 ^ (1.0 / x));2587.8105431900917;[-334.150520449189, 0.49647009392862523, -0.49291781053022093, -0.7377655458168212];9280;85;92.267291465;2587.8105431900917
3;p1 * abs(x) ^ (abs(x) ^ (p2 / x));209.33579130902058;[-2.226068289632989, 0.003066793697196581, 0.1693965845235351, -0.5073817511342101, -0.7203721895781168];17839;191;112.021103769;209.33579130902058
17;abs(1.0 / (p1 + x / (p2 + x))) ^ p3;-481.3790389007573;[-1.5288383703431052, 0.42950947067136075, 3.6912384489719896, -0.11978965447194008, -0.5028031073692312, -0.7363045735639587];183297;2019;594.03618115;-481.3790389007573
29;p1 + -1.0 / (p2 - x / (p3 + x));-772.4503294807772;[0.7975928086054572, 1.0407234737275373, 0.5017580887710165, -0.09838196558085956, -0.502963456078442, 0.7354489789223662];342400;3453;1112.430359318;-772.4503294807772
33;p1 * abs(x) ^ (1.0 / (p2 - p3 ^ x));-958.6885565100474;[1.767147388769922, 2.5372728862805594, -1.010657546408436, -0.08265974758737503, -0.5028993047083602, -0.7416588108189165];383512;3916;1418.9459681409999;-958.6885565100474
72;x / p1 ^ (p2 ^ -(abs(x) ^ p3));-998.0672199169887;[0.013093260973006574, 8.165111614614528, 0.25882604337464377, 0.08065741117439672, -0.5027224888416632, 0.7393067797511915];712776;7320;2563.9655271290003;-998.0672199169887
301;p1 ^ (p2 + p3 ^ (abs(x) ^ p4));-999.7279327792287;[10.667089896695302, -5.663365395167698, -5.893909572595107, 0.028778812776028725, 0.0808689897865562, -0.5024743643443423, 0.7399074024902448];3436393;34285;10791.289504138005;-999.7279327792287
469;abs(1.0 / (p1 + abs(x * x) ^ p2)) ^ p3;-1000.5286158492057;[-0.23177797306883266, -0.1294520049186981, 2.0476020327996705, -0.08059743308055793, -0.5025954258800772, -0.7401156848419649];5152558;51107;17159.519844857005;-1000.5286158492057
1105;abs(p1 / (p2 - abs(x) ^ p3)) ^ p4;-1001.748840631362;[-0.7037074110167589, 0.4001880547501707, -0.1242769568435339, 3.379202578505441, 0.0806276230901447, -0.502508163804586, -0.7399781550174557];12355804;121205;42191.52307538205;-1001.748840631362
4388;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];49168074;487220;164397.92248593076;-1002.0572882599361
23995;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];270066259;2657763;903629.3265016342;-1002.0572884848282
25472;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];287240774;2827235;963800.3440958674;-1002.3409364590589
38974;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];439996819;4326381;1470631.3607704812;-1002.3409364613959
