n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (x + p1 ^ (p2 * abs(x) ^ x));3750.0341315967985;[0.8014669333510706, 0.22600198273022093, 0.7774151490758695, -0.5064216759601369, -0.7343825262531235];7839;113;71.711849184;3750.0341315967985
2;abs(abs(1.0 / (x + p1 ^ x)) ^ p2) ^ x;2125.3580284164213;[-1.10043102102919, -0.10885832268650272, -0.4028623614839187, -0.5034631683969815, -0.736918323511609];10867;132;81.08138668000001;2125.3580284164213
4;abs(x + p1 * p2 ^ (1.0 / x)) ^ x;2000.3010708805966;[-19.1344384293365, -0.00022348094329944075, -0.3502628778456796, -0.5044844883060153, -0.7313236131760732];48455;295;182.629901726;2000.3010708805966
8;x + 1.0 / (x + (x - abs(x) ^ p1));-191.37715481515312;[-0.38211625267831334, -0.10585423222336869, -0.49590666448436915, -0.7456039065295098];66351;607;219.210715463;-191.37715481515312
9;abs(p1 * x) ^ (abs(p2 + -1.0 / x) ^ p3);-965.6542425749426;[2.2931447736310555, -12.921828434545114, -0.12816441981199886, 0.08332906977281075, -0.5028194816290089, -0.7400947149298319];80246;725;253.45453228600002;-965.6542425749426
58;p1 - p2 ^ -(abs(x * x) ^ p3);-967.2454934075921;[1.091489230303601, 0.36626318641546896, 0.19875756209296297, -0.08232083252807332, -0.5023924188143105, 0.739748802841602];779481;7673;2641.0509828229997;-967.2454934075921
62;1.0 / (p1 + abs(x / (p2 - x)) ^ p3);-977.3050311459889;[-0.9882955944543499, -1.877843892135614, -0.4302195543082581, -0.08253278770154511, -0.5022382929242448, 0.7387070068152591];858266;8374;2802.8199863399996;-977.3050311459889
171;abs(p1 / x + abs(x) ^ p2) ^ p3;-988.048227571243;[-1.3704169050041473, -0.9213364113543832, -0.5579682678229556, 0.08104744157740544, -0.5026039955149794, -0.7411944222019425];2315235;21330;9148.945068523;-988.048227571243
240;abs(abs(p1 * x) ^ p2) ^ (abs(1.0 / x) ^ p3);-998.9305763999587;[2.2058657606635443, 0.6923949142018018, -0.039349512645240406, 0.08093610118539271, -0.5024787451237933, 0.739914411512675];2917403;27457;10948.434852427998;-998.9305763999587
260;p1 * p2 ^ (p3 * abs(1.0 / x) ^ p4);-999.3519249942372;[0.00020233579521494085, -0.0009893947186563193, -1.3084319512376295, -0.07877847875051669, 0.08090071018979009, -0.5024750727749017, -0.7399099173478082];3164011;29112;11837.720724367995;-999.3519249942372
348;p1 + p2 * p3 ^ (abs(x) ^ p4);-1001.4376480363102;[10.074680291660535, -10.107971953708118, -1.167619624053695, 0.6547643251971446, -0.08078263800643352, -0.5025653077064277, -0.7400087103420334];4155719;40003;15003.834537573995;-1001.4376480363102
3729;abs(x * p1 ^ (abs(1.0 / x) ^ p2)) ^ p3;-1001.6463099507317;[2.823894978576958, -0.33381410472958706, 0.5182540161286739, 0.08059830414182778, -0.5025213643043933, 0.7399980210930077];42003639;414636;136544.92130271604;-1001.6463099507317
5255;p1 * (x + abs(p2 + -1.0 / x) ^ p3);-1001.7708140482647;[0.948916846559079, -0.5488908409917992, -0.498436699792302, 0.080616374191507, -0.5025399176287826, -0.7399057375782491];59381642;584962;194047.73306554207;-1001.7708140482647
8007;p1 - abs(1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.887523600629;[-0.01621146071777421, 0.21541811840604363, -0.2517473241762442, 2.198489942808195, 0.08068323176834964, -0.5025251841360259, -0.7399822832817112];90667984;892472;297168.85532379657;-1001.887523600629
14692;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];166639687;1635850;547683.0818114656;-1002.0572884769697
19156;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];216909639;2131301;715124.9671732875;-1002.3409364590589
50279;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];571682766;5638131;1908444.7217866161;-1002.3409364613959
