n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / x - p1 ^ (abs(x) ^ -x);4832.901984123921;[-3.336290415792941, 1.1549152979262662, -0.4999666107297468, 0.7377528576877094];15396;280;41.821052409;4832.901984123921
3;x - p1 ^ -(abs(x + x) ^ p2);1503.1885897374748;[-1.1127798795372204, -0.9316044175183779, 0.23562246214007096, -0.5015799767118247, 0.7515090170633221];39152;464;105.41872191600001;1503.1885897374748
6;x + (p1 / x - p2 ^ x);1335.4138414288207;[0.02015293825993821, 0.03859399323487997, -0.21568205877649235, -0.4923480699691689, 0.7524714042115059];123448;1147;309.788077138;1335.4138414288207
15;p1 - p2 ^ (-1.0 / (p3 - x));-342.25572030027416;[6.658081401525492, -4101.659777340012, -4.426784358712339, 0.1257110811948996, -0.5055474270247121, 0.7399554602809367];234139;2108;566.605099824;-342.25572030027416
18;p1 / (p2 * abs(x) ^ p3 - x);-947.2748171263714;[-1088.455316564795, 612.0471955700599, -0.6540340530461318, 0.08315401742853674, -0.5029008167935457, -0.7421380031081732];313515;2892;780.7621659040001;-947.2748171263714
82;x * p1 ^ (-1.0 / (p2 - abs(x) ^ p3));-986.1579729593884;[1.9204625941300604, -0.23425636383742585, 0.6139520242595023, -0.08111140690257934, -0.5031473150988509, -0.7379819277945932];1070311;10971;3072.2551886849997;-986.1579729593884
134;abs(p1 / (p2 - p3 ^ -x)) ^ p4;-997.0535165443908;[-0.027560449491557133, 0.9994636077592781, -0.9410718796610265, -0.6725469569977426, 0.08119192260786788, -0.5026561108717045, 0.7400693750395548];1758213;17348;5200.957655848001;-997.0535165443908
207;abs(p1 + p2 ^ (abs(x) ^ p3)) ^ p4;-1001.7265121840247;[-2.232629436411228, 3.1047224926476455, -0.04404901720559848, -3.942442483098284, 0.08062692143755228, -0.5025072557600843, -0.7399760568244093];2658164;25818;8399.068288491006;-1001.7265121840247
214;abs(p1 + p2 * abs(x) ^ p3) ^ p4;-1001.7488406307676;[0.5688181700088186, -1.4211947183904396, -0.12425152243344303, -3.3796085260117574, 0.08062762154893485, -0.5025072533253826, 0.7399772939130258];2829663;27070;8819.858870002005;-1001.7488406307676
2105;abs(p1 / (p2 + abs(1.0 / x) ^ p3)) ^ p4;-1001.7488406439867;[-0.7036966664493831, -0.4001961443227715, 0.12427443428641251, 3.3792202883111075, 0.08062759907496246, -0.5025082771087136, -0.7399784128742565];23922180;235310;77070.9783035331;-1001.7488406439867
5430;x - abs(1.0 / (p1 - abs(x) ^ p2)) ^ p3;-1001.7919287987384;[1.9549419811864943, 0.035562773622750746, 21.63519459957533, -0.08058921374608083, -0.5025618695925437, -0.7399896197546624];60741535;598916;199390.04641749803;-1001.7919287987384
14456;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];163136097;1609694;542459.5419217629;-1002.0572882599361
29322;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];333174717;3273476;1110452.2108279853;-1002.0572884769697
38876;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];440098626;4334715;1465078.5310688477;-1002.3409364613959
