n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(2.0 * (x * abs(x) ^ p1)) ^ p2;-906.4884220047771;[-0.23075830707313516, 0.8667770952282189, -0.085888613883321, -0.5034648239360208, 0.7419886823393195];20388;100;42.280225839;-906.4884220047771
2;abs(p1 / (p2 + p3 ^ (1.0 / x))) ^ p4;-988.8991546797644;[-0.0385371595713389, -0.9996904125132412, -0.9829278823769194, 0.6833171070434156, 0.08168869456372924, -0.5025654980868672, -0.7407375655288954];53386;205;136.992664462;-988.8991546797644
64;p1 * x - x / (p2 + abs(x) ^ p3);-999.2471607072905;[-0.7285535435965005, 0.005510310191133758, 0.5055895614067887, -0.08072959518317759, -0.5025054170922961, -0.740167033025965];837416;8186;2265.446439632;-999.2471607072905
321;p1 / (p2 + 1.0 / (p3 - x)) - x;-999.8463258966015;[3.326881896868579, -3.829948231160115, -0.028875409855998766, -0.08127998463221121, -0.502650007620769, 0.7398971904875995];3937554;36633;12181.933919773985;-999.8463258966015
367;x + abs(1.0 + 1.0 / x) ^ p1;-1000.6199515144219;[-0.5157502147604017, 0.08060072456461002, -0.5027343293175994, -0.7395597175633454];4371465;41491;13632.426537592984;-1000.6199515144219
1623;x / (p1 - p2 ^ (abs(1.0 / x) ^ p3));-1000.9227934900857;[1.0043336321926597, 0.4189500996835018, -0.47536221668413825, 0.08061455375951682, -0.5025906869976833, 0.739726753013875];19210002;186096;60376.35221996793;-1000.9227934900857
1754;p1 * abs(p2 + abs(x) ^ p3) ^ p4;-1001.7488406184439;[-0.3049484087447874, -0.40020573964684536, -0.12426706572990869, -3.3793726072695978, 0.0806271908020204, -0.5025088082345562, 0.7399782850515659];20638104;199055;65083.23788697592;-1001.7488406184439
2313;abs(p1 + 1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.815259562733;[-0.06268401492446514, 0.18084649996508786, -0.2774825530334885, 2.171728765574258, 0.0806585188275178, -0.502515878455965, -0.7399804939413541];27166756;263668;87800.45219383785;-1001.815259562733
10268;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];116505991;1158521;388369.1948823874;-1001.8909440819893
16838;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];190475160;1888772;633914.6962776717;-1002.0572882599361
34352;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];390283062;3851006;1305267.6907875827;-1002.3409364590589
61839;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];701418349;6918642;2338935.8826149423;-1002.3409364613959
