n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(0.5 * (x * x)) ^ x;3489.191548463748;[-0.412087523083212, -0.5249093861234141, -0.6957644380151372];3042;60;5.453972357;3489.191548463748
2;p1 + abs(p2 + -1.0 / (p3 - x)) ^ x;-557.8594336029793;[-0.8964908476266903, 1.2539952088768183, 8.960158446969763e-5, -0.103218903663651, -0.4985853814073055, -0.7345906907848647];43713;408;86.266854456;-557.8594336029793
61;x + (p1 + p2 ^ x) / x;-623.2668909723648;[-1.005876368291622, 1.4306726834559644, 0.09502574823904614, -0.4976083872865755, -0.736765759766859];674651;6534;2062.188970425;-623.2668909723648
88;p1 * abs(0.5 / x) ^ p2;-906.4884220047765;[-1.148711114120811, -0.6667610795345064, 0.08588861689109857, -0.5034648279316715, 0.7419886837800375];913051;9280;2877.6034715570004;-906.4884220047765
94;p1 * x + abs(abs(x) ^ p2) ^ p3;-999.1763480289951;[0.7239412038659001, 1.3308257398922292, 0.377626836180768, 0.08077936000193253, -0.5024823040883807, 0.7400995137330268];975997;9804;3151.4782913820004;-999.1763480289951
342;p1 + p2 ^ (p3 + abs(x) ^ p4);-1000.7799084945241;[-7.8652233556583955, 1.2145367443088375, 10.62737288220853, 0.6347969496628096, -0.08072804211742599, -0.5027339473987905, -0.7399297712765198];3468419;36169;10885.204756957994;-1000.7799084945241
516;abs(p1 / (p2 - abs(x) ^ p3)) ^ p4;-1001.748840631362;[-0.7037074110167589, 0.4001880547501707, -0.1242769568435339, 3.379202578505441, 0.0806276230901447, -0.502508163804586, -0.7399781550174557];5325961;54398;17628.908809808014;-1001.748840631362
771;p1 - abs(p2 + abs(1.0 / x) ^ p3) ^ p4;-1001.8875236009474;[-0.016211397959265447, -0.21541808736950305, 0.251747197873169, -2.198490995120846, -0.08068324544948807, -0.5025253082429043, -0.7399822470249651];8235233;85114;27374.58623601304;-1001.8875236009474
4674;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];52797359;526883;174299.44473495867;-1001.8909440819893
26729;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];302783211;2998899;1010098.3660973707;-1002.3409364613959
