n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * abs(x) ^ (x * x) + -1.0 / x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;x * (p1 ^ (p2 + x) - x);413.2986553284285;[-1.1292074395874534, 9.820675251643529, -0.17960549847563712, -0.5095572428029664, 0.7208149983260378];27145;276;193.697908067;413.2986553284285
15;p1 * x - p2 ^ (x + 1.0 / x);124.9082446587406;[-0.833914907931756, -0.9381465713684831, -0.16477843349501042, -0.505657999426024, -0.7428802478566816];251003;2441;768.4362420629999;124.9082446587406
16;abs(x) ^ (p1 * p2 ^ (abs(1.0 / x) ^ x));-307.3364288913581;[1.1027257479520425, 0.44977487576372827, -0.13424706401978892, -0.4932851652032331, -0.7460510394239845];260104;2537;797.2078720689999;-307.3364288913581
17;p1 * (x + 1.0 / (p2 + x)) - x;-646.3292005703776;[2.5543573427374127, 13.589002646468694, -0.10651128092411616, -0.5030409903758851, -0.7302605072284206];286107;2874;837.5733965469999;-646.3292005703776
39;p1 - p2 ^ (abs(1.0 / (p3 + x)) ^ p4);-999.9204066051582;[1.4062629618192566, -3.0733194597467626, 0.04676721706874473, -0.34095493108261027, -0.08113956066633751, -0.5026709308839366, -0.7399869399467539];621505;6096;1949.345230893;-999.9204066051582
578;abs(p1 + abs(1.0 / x) ^ p2) ^ p3;-1000.5286158548515;[-0.23177808542191664, 0.25890415456326576, -2.047600516269255, 0.08059714620793461, -0.5025955499955185, -0.74011558673061];6528662;64037;21119.463937384986;-1000.5286158548515
725;abs(p1 + x * abs(1.0 / x) ^ p2) ^ p3;-1000.5286158549236;[-0.23177812313728519, 1.2589041726761538, -2.0476002715051074, -0.08059715744045688, -0.5025955166640884, 0.7401156768572903];8370553;81795;26760.935079489005;-1000.5286158549236
1049;p1 - abs(p2 + abs(x) ^ p3) ^ p4;-1001.8875236009774;[-0.016211387932332975, -0.21541811607735134, -0.25174724282139094, -2.19849052113013, 0.08068324855316593, -0.5025253777675419, -0.7399821682556059];11965495;117626;39221.165086156034;-1001.8875236009774
26945;1.0 / (p1 + p2 ^ (p3 ^ (abs(x) ^ p4)));-1001.9527055830329;[-0.992933975821711, -358.5992450223275, -0.07763149586146882, 0.2223180296608993, 0.08064963402386001, -0.5024959900148084, -0.7398880010189128];304435422;2994167;1016698.380095957;-1001.9527055830329
35992;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];406793679;4005075;1358191.6918723313;-1002.3409364590589
70243;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];794877039;7840508;2653710.2150782687;-1002.3409364613959
