n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 * (abs(x + x) ^ x - x);3418.6646175482574;[0.6427592236156145, -0.36720177749358485, -0.5304474936751333, -0.6880773379994578];4704;85;8.405723546;3418.6646175482574
2;x + abs(x) ^ (abs(abs(1.0 / x) ^ p1) ^ p2);81.68133574399681;[0.06755171130876093, -2.6462614202466064, -0.1289655725344311, -0.5178452161135804, 0.703944023664212];14050;187;34.737084620000005;81.68133574399681
7;x + (x - abs(p1 / x) ^ p2);-611.9788050550793;[-0.19048585171130464, -0.8459790191862286, -0.10735289517535354, -0.507465718771794, -0.7338077147728623];125476;1085;297.169655128;-611.9788050550793
10;x * (p1 + -1.0 / (p2 + x));-820.8576397057082;[-0.8698951968353523, 0.19227064308964711, -0.0936933250333459, -0.5041240257403998, -0.7417820901198586];157421;1429;349.74507286899996;-820.8576397057082
82;p1 + (x * abs(x) ^ p2 - x);-900.6690170727795;[-1.53866397166705, -1.0897160382431466, 0.08625393322564669, -0.4984789213249552, -0.7427948393667867];870446;9425;2195.642395993;-900.6690170727795
116;x * (p1 + p2 / (p3 + 1.0 / x));-946.059017612524;[-8.584812092839886, 114.48777990354243, 15.442936276371638, -0.08366892794785123, -0.5025587185668683, -0.7382234926582623];1178657;12476;3404.9655706620006;-946.059017612524
130;x * abs(p1 / (p2 + 1.0 / x)) ^ p3;-999.8292881633009;[-0.36728219315310867, 0.3373539767047248, -0.4093455554600782, 0.08061841346986105, -0.5025286317304181, -0.7400440571918977];1312413;14050;4076.7902897180006;-999.8292881633009
856;x + p1 ^ (abs(p2 + x) ^ p3);-1000.060959124156;[0.6808639710903813, 0.04921141092018263, -0.6165481119025154, 0.08119018963042575, -0.5026160748962295, 0.7398066414727956];9368156;96104;31919.631280066034;-1000.060959124156
886;x + abs(p1 / (p2 + -1.0 / x)) ^ p3;-1000.793562340133;[0.9312354493534963, -0.8609893565679425, 0.5051294837553303, -0.08060237355486206, -0.5028011265551714, -0.7393616970277966];9675986;99195;33082.551412109024;-1000.793562340133
1149;p1 + abs(p2 + abs(x) ^ p3) ^ p4;-1001.8875235991673;[0.016211206434678403, -0.21541831492095403, -0.2517474062030645, -2.198487850417767, 0.08068322083640855, -0.5025246675253346, 0.739982307003524];12884814;129258;45081.715976211075;-1001.8875235991673
3090;p1 - abs(1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.887523600629;[-0.01621146071777421, 0.21541811840604363, -0.2517473241762442, 2.198489942808195, 0.08068323176834964, -0.5025251841360259, -0.7399822832817112];34489913;343090;120496.06011676005;-1001.887523600629
5729;p1 - abs(p2 + abs(x) ^ p3) ^ p4;-1001.8875236009774;[-0.016211387932332975, -0.21541811607735134, -0.25174724282139094, -2.19849052113013, 0.08068324855316593, -0.5025253777675419, -0.7399821682556059];64482670;641493;218998.62222093993;-1001.8875236009774
14322;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];161359358;1592667;546579.2845041427;-1001.8909440819893
20449;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];230824527;2274869;775924.0759581552;-1002.0572882599361
23924;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];270710477;2671003;906586.9116168758;-1002.3409364613959
