n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ (1.0 / (p1 + (x + abs(x) ^ x)));1761.4781386486204;[1.4336616598719514, -0.35600086700521244, -0.501632760301044, -0.7408735591736653];6977;113;15.28749284;1761.4781386486204
3;p1 ^ (x + (-1.0 / x - p2 ^ x));1442.698910599861;[-1.0610300197444513, -0.05902790343793926, 0.30162663187075595, -0.4975871848086192, -0.7466714334102955];29379;323;59.329650539;1442.698910599861
4;p1 / abs(p2 + x) ^ x - x;-483.4876056188222;[-0.20201212219545112, -0.2062871823125659, -0.1181471878479293, -0.4926190834300882, -0.7478882766092358];58303;654;114.250361023;-483.4876056188222
14;p1 + -1.0 / (p2 + p3 / (p4 - x));-772.4503294807129;[10.03236464689705, 0.029594006363961457, -0.2649792962737645, -3.8690385809676284, -0.09838196182599127, -0.5029634476107558, 0.7354489780413713];217176;2006;559.9493582350001;-772.4503294807129
18;x + p1 ^ (x * abs(x) ^ p2);-960.0844158186692;[-0.5877309074433588, -1.3506426965435148, -0.08334055994142779, -0.5000200203769603, -0.7420705379779684];264549;2405;935.080619873;-960.0844158186692
58;p1 - p2 ^ (p3 ^ (abs(x) ^ p4));-1000.8080603301643;[16.457310962942746, 16.49367652868868, -1.0349046610534491, 0.6634188715447987, 0.08083292601291431, -0.5025689435404048, 0.7400337659025041];609634;5665;2248.6144539350007;-1000.8080603301643
857;p1 / (p2 - abs(p3 + 1.0 / x) ^ p4);-1001.1542671703594;[-1.304930837990083, 0.2957995878339606, 0.11048406211858307, 0.5585778753296073, 0.08059374128211824, -0.5025118680746475, -0.7400110873885385];9670924;94247;31620.233320173003;-1001.1542671703594
1791;x - abs(1.0 / (p1 - abs(x) ^ p2)) ^ p3;-1001.7919287987384;[1.9549419811864943, 0.035562773622750746, 21.63519459957533, -0.08058921374608083, -0.5025618695925437, -0.7399896197546624];20268159;203578;66944.150625195;-1001.7919287987384
4421;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];50307196;496029;167362.5992714901;-1002.0572882599361
6557;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];75529071;745385;251359.70635046577;-1002.0572884769697
16464;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];186525962;1853157;625175.9744086352;-1002.0572884848282
17561;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];198767580;1976150;665757.83046964;-1002.3409364590589
39276;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];445171749;4386760;1492103.0097483902;-1002.3409364613959
