n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 + (x + abs(x) ^ (x + x));2860.6078480746696;[-0.3530229690166731, 0.24263599642856304, -0.5337002729050089, 0.680443641883316];8808;139;16.066547146;2860.6078480746696
3;abs(x) ^ (1.0 / (1.0 / x + 1.0 / (p1 + x)));2493.9718553702255;[0.3253070206638898, 0.36788441934385097, -0.5174807505760413, 0.7088013400067883];36717;519;71.096312745;2493.9718553702255
4;abs(p1 / x) ^ -(p2 ^ (x + x));672.1366228377764;[-0.33370282294333575, -0.9845865946860741, 0.21661885130424763, -0.5087451351130428, 0.7233944217016515];45347;576;95.040803444;672.1366228377764
13;x + -1.0 / (p1 + -1.0 / (x + 1.0 / x));-185.9971705066544;[-3.8418027213002155, -0.146334630423657, -0.49095394683377175, -0.746437633831008];103949;1078;356.72320448100004;-185.9971705066544
14;p1 + abs(x) ^ (abs(x + x) ^ p2);-244.27543538453554;[0.2571936262543511, 0.0029494918461690665, -0.1418354600473984, -0.49151769926674344, 0.7460089022802939];121282;1259;396.19982539100005;-244.27543538453554
15;1.0 / (p1 + abs(p2 + (x + x)) ^ p3);-989.6359905123484;[-0.04610460469579898, 0.016479979360867453, -0.6429154019863135, -0.08153495732906657, -0.5008527222198941, 0.7407960957406339];160420;1633;470.099491638;-989.6359905123484
49;x + p1 / (p2 - abs(1.0 / x) ^ p3);-998.3265175066143;[-1.3661749949580173, -0.9502086537127423, 0.5741400222374513, -0.08064905064246193, -0.5028795252131284, 0.7390799970573876];496335;4502;1852.3347218609995;-998.3265175066143
136;(p1 * x - x) - abs(x) ^ p2;-999.176348029;[0.2760587995290706, 0.5025555141068084, 0.0807793667519606, -0.5024823054297867, 0.7400995180806114];1504640;14777;5547.032573394001;-999.176348029
301;p1 ^ (p2 + p3 * abs(x) ^ p4);-999.3519249984554;[8.21659357555818, -4.038438930194454, 4.298009349139728, 0.07877847453233004, 0.08090060825226056, -0.5024758878845289, 0.7399104560866252];3182848;30805;11124.08310314201;-999.3519249984554
454;x + p1 ^ (p2 ^ (abs(1.0 / x) ^ p3));-1001.5264412088159;[0.01942783122740578, 0.08497193729173662, -0.3310597966345188, -0.0806945129556579, -0.5030235702175677, -0.7391588622492441];4590805;46382;15591.203107456013;-1001.5264412088159
9285;abs(1.0 / (p1 + p2 * abs(x) ^ p3)) ^ p4;-1001.7488405781703;[0.5686262989308318, -1.4209781296900732, -0.12428936468950665, 3.3789895541288373, -0.08062758456205496, -0.5025084502459344, 0.7399783256825079];104014230;1028517;351553.90192478657;-1001.7488405781703
10212;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];114289311;1130259;383954.3134661524;-1001.8909440819893
33456;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];379352533;3748715;1266538.580751752;-1002.0572884848282
44302;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];501203646;4950227;1674927.6942505601;-1002.3409364590589
65142;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];737116383;7274728;2462405.778326732;-1002.3409364613959
