n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (1.0 / (p1 + x) + abs(x) ^ (1.0 / x));2462.366271636539;[0.2724353778596807, 0.4747009797934182, -0.5018844110384556, -0.7422906403271539];7680;140;17.780084411;2462.366271636539
7;p1 - abs(p2 ^ x / x) ^ p3;-395.3650196731011;[-0.11339950082073345, 0.7878164170033554, -0.5934724825220942, 0.12025087603617719, -0.4957214645261427, -0.737942938850508];55081;763;193.52662490900002;-395.3650196731011
32;p1 * abs(1.0 / (x + p2 / x)) ^ p3;-937.88477681194;[1.8276673460792372, 0.00015346224493213056, -0.687947349645363, 0.08510482082046233, -0.503230803509676, -0.7409909433399898];426123;4471;1659.872772175;-937.88477681194
40;x + abs(p1 ^ (1.0 / (p2 - x))) ^ p3;-987.3553650768188;[-0.8921025372401569, -0.13699590400664646, -2.659813061610511, -0.08258899905655119, -0.5042519549493961, -0.7382072080211843];516307;5312;1926.032353851;-987.3553650768188
159;p1 / (p2 + -1.0 / (p3 + x)) - x;-999.8463258968349;[3.326886806525258, -3.829957004158588, 0.028875316077726625, -0.08128000812484497, -0.5026500913117494, 0.7398972244523475];1806434;18447;6192.096035125999;-999.8463258968349
929;p1 - p2 ^ (p3 + abs(1.0 / x) ^ p4);-1001.4307871480839;[10.340348470189857, -1.1633267640372336, 15.463325795953232, -0.6567267993885546, -0.08079411017536971, -0.5025727862758668, -0.7400308823007542];10559760;104692;35751.24849825499;-1001.4307871480839
1020;p1 + abs(p2 + abs(x) ^ p3) ^ p4;-1001.8875235991673;[0.016211206434678403, -0.21541831492095403, -0.2517474062030645, -2.198487850417767, 0.08068322083640855, -0.5025246675253346, 0.739982307003524];11537601;114358;38809.03209726998;-1001.8875235991673
3099;p1 + abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1001.8875235998257;[0.01621132976705179, -0.21541800203517614, -0.25174708875006196, 2.198491544670485, 0.08068316688217271, -0.5025254523280285, -0.739982078595229];34945577;345966;118128.1524788331;-1001.8875235998257
9454;1.0 / (p1 + p2 ^ (p3 ^ (abs(x) ^ p4)));-1001.9527055830329;[-0.992933975821711, -358.5992450223275, -0.07763149586146882, 0.2223180296608993, 0.08064963402386001, -0.5024959900148084, -0.7398880010189128];106487181;1052128;358191.99503317964;-1001.9527055830329
21814;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];245832424;2427487;825131.453020965;-1002.0572884769697
39902;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];449567028;4437988;1501331.1024926475;-1002.0572884848282
62034;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];702907173;6925946;2341586.0759225986;-1002.3409364613959
