n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(abs(x) ^ p1) ^ (1.0 / (x + -1.0 / x));2618.9039164411797;[0.3110625439576129, 0.5056347825562437, -0.5031229302203658, 0.740623135692414];3875;82;9.687429924;2618.9039164411797
2;p1 + -1.0 / (p2 + p3 ^ (p4 / x));-316.02654624845803;[-0.6524282700632102, -1.0849948037054589, 0.6306948624697952, 0.6872625009671928, -0.13359914680624163, -0.5038430207884425, -0.7354427797638639];46002;408;114.814085136;-316.02654624845803
24;x + x / (p1 - abs(1.0 / x) ^ p2);-947.282893618613;[0.6465431603337469, -0.06883394737097542, 0.08369884786310215, -0.5037800737897954, 0.7408108371075008];261307;2514;746.19439498;-947.282893618613
40;p1 * abs(p2 ^ -x / x) ^ p3;-985.1111226887552;[-1.6635411858144828, -1.0564786421945624, -0.6261224740377886, -0.08129956832536983, -0.5028276083709556, -0.7404120195085051];452635;4690;1194.33782015;-985.1111226887552
48;x - abs(p1 + abs(1.0 / x) ^ p2) ^ p3;-997.9483697569243;[0.3001668161886342, -0.2781721203097902, 3.830403890130868, 0.08104995509782514, -0.502478888989018, -0.7398939171060103];668965;6225;2158.5192955599996;-997.9483697569243
92;p1 * abs(x) ^ p2 - abs(x) ^ p3;-999.3200193817806;[-0.7196750820299174, 1.0096421009277248, 0.5003440608228125, 0.08080100582382503, -0.5024294592045307, -0.7399479743934836];1078313;10171;3913.0667507870003;-999.3200193817806
702;p1 * abs(x) ^ (1.0 / (p2 + x)) - x;-1000.5973516961672;[-0.7391306944570014, 2.300573019947217, -0.08081592732409619, -0.5030473470030951, -0.7389258757340434];8049777;79073;26647.37875508706;-1000.5973516961672
721;x + p1 ^ (p2 ^ (abs(x) ^ p3));-1001.5264412065342;[-0.01942780138246181, -0.0849717081327663, 0.3310602121397538, 0.08069463662103893, -0.5030239757699375, 0.7391588660441762];8258963;81202;27494.31135387706;-1001.5264412065342
5787;x - abs(1.0 / (p1 - abs(x) ^ p2)) ^ p3;-1001.7919287987384;[1.9549419811864943, 0.035562773622750746, 21.63519459957533, -0.08058921374608083, -0.5025618695925437, -0.7399896197546624];66258476;653369;217076.109098289;-1001.7919287987384
7129;p1 - abs(p2 + abs(1.0 / x) ^ p3) ^ p4;-1001.8875236009474;[-0.016211397959265447, -0.21541808736950305, 0.251747197873169, -2.198490995120846, -0.08068324544948807, -0.5025253082429043, -0.7399822470249651];81379221;802332;266924.8171574577;-1001.8875236009474
8678;abs(p1 + abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.8909440821421;[-0.2220318563114041, 0.0025290557443685044, 0.25187245412869247, -2.157493286338265, 0.08072380124264752, -0.5025444894180712, 0.7399945118794364];98605942;970761;321862.8185122501;-1001.8909440821421
24789;abs(1.0 / (p1 - abs(p2 + x) ^ p3)) ^ p4;-1001.8909440929008;[0.22203139014632872, 0.0025292244969319726, -0.25187198941274425, 2.1575013080643513, 0.08072396095366591, -0.5025441679771543, 0.7399949425293106];282106256;2779993;936460.2375625833;-1001.8909440929008
26530;abs(1.0 / (p1 + abs(p2 + x) ^ p3)) ^ p4;-1001.8909440954477;[-0.22203160104496508, 0.0025291469475475286, -0.2518719207338807, 2.157500757850181, 0.08072395012289492, -0.5025441031801325, 0.7399949185956122];302056196;2971906;1003342.1751540822;-1001.8909440954477
29740;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];338151466;3334276;1125344.3358256295;-1002.0572882599361
47284;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];537114335;5286601;1785696.7943140438;-1002.3409364590589
75934;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];859137829;8473973;2867434.303767822;-1002.3409364613959
