n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;p1 + -1.0 / (p2 - abs(p3 * x) ^ x);638.7455034455576;[-0.7411573981500924, -0.2867891784802531, 0.03134591633602526, -0.21278727573080652, -0.5088822231207971, 0.739824439674409];49134;378;97.970347747;638.7455034455576
2;p1 - p2 ^ (p3 ^ x);-754.5216353154481;[21.046101479856475, 20.878355088818786, 0.9723290857765272, 0.09973205561701086, -0.5029608819147656, 0.7346406033850575];65871;469;147.120826927;-754.5216353154481
52;p1 + (p2 * x - p3 ^ x);-967.6299725250216;[1.1151480924228885, 0.8648447270420685, -0.15962899342782083, -0.08426567923893157, -0.5030732790084509, -0.7402955730429919];548684;5892;2238.637761105;-967.6299725250216
64;x + abs(2.0 / x) ^ p1;-977.4919779015177;[-0.4244795341054309, -0.08210109266509687, -0.5040669351133132, 0.736284837000794];640145;7001;2413.9208735600005;-977.4919779015177
245;p1 + (p2 * x + abs(1.0 / x) ^ p3);-999.2443491596416;[-0.005322350237640398, 0.7283921135176566, -0.4947297912375319, 0.08073073948962034, -0.5025045964508045, 0.7401656769721207];2772716;28077;9899.073497252004;-999.2443491596416
743;x * abs(1.0 / (p1 + p2 ^ x)) ^ p3;-1000.7903339492398;[-0.9987463550210015, -0.7686863933597833, 0.367220315984016, -0.08090994399316404, -0.5023684121282747, 0.7407629124884166];8202491;81606;26873.332334500003;-1000.7903339492398
1507;abs(p1 + abs(p2 / x) ^ p3) ^ p4;-1001.745532123485;[-0.5341039548334339, 11.711928521158821, 0.13141852824755318, -3.265843557033565, 0.08062232798616763, -0.5025120110139769, 0.7399832084698515];17049097;166287;58128.71607017706;-1001.745532123485
1606;abs(p1 / (p2 + abs(x) ^ p3)) ^ p4;-1001.7488406406151;[-0.7036756551107171, -0.40021028012374454, -0.1242662891301273, 3.3793646264892643, 0.0806274418309359, -0.502506657909352, -0.7399782651187103];18255049;177675;61657.25198340503;-1001.7488406406151
4328;abs(p1 / (p2 + abs(1.0 / x) ^ p3)) ^ p4;-1001.7488406439867;[-0.7036966664493831, -0.4001961443227715, 0.12427443428641251, 3.3792202883111075, 0.08062759907496246, -0.5025082771087136, -0.7399784128742565];48434623;480193;164002.48865157968;-1001.7488406439867
7021;abs(1.0 / (p1 - abs(p2 + x) ^ p3)) ^ p4;-1001.8909440929008;[0.22203139014632872, 0.0025292244969319726, -0.25187198941274425, 2.1575013080643513, 0.08072396095366591, -0.5025441679771543, 0.7399949425293106];79303688;781135;264770.1496635852;-1001.8909440929008
7466;abs(p1 + abs(p2 + x) ^ p3) ^ p4;-1001.8909440939011;[-0.2220316929504526, 0.002529112330820049, -0.2518720610986618, -2.157499307170878, -0.080723936308259, -0.5025442913374536, 0.7399949589925887];84533683;831685;281757.33555481856;-1001.8909440939011
7583;abs(1.0 / (p1 + abs(p2 + x) ^ p3)) ^ p4;-1001.8909440954477;[-0.22203160104496508, 0.0025291469475475286, -0.2518719207338807, 2.157500757850181, 0.08072395012289492, -0.5025441031801325, 0.7399949185956122];85928366;846069;287003.1163203532;-1001.8909440954477
10471;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];118971786;1167437;396337.661026485;-1002.0572882599361
20408;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];231538969;2269971;774186.2569129065;-1002.0572884769697
39663;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];449162206;4431537;1499897.53168747;-1002.3409364590589
52676;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];596149064;5877827;1992690.6637992857;-1002.3409364613959
