n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;x + (1.0 / x - p1 ^ (x + x));4815.446408213689;[-0.8352432347253846, 1.1669609835168349, -0.49945078288148015, -0.7385845507720423];8351;117;18.974739693;4815.446408213689
2;abs(x - x / (x + 1.0 / x)) ^ x;3116.9465035911476;[-0.42070982464936035, -0.5200643185555052, 0.7045832233930424];11081;177;24.775982543;3116.9465035911476
4;abs(abs(x) ^ (abs(x) ^ (p1 + 1.0 / x))) ^ x;1900.4734802906878;[-1.07239677916877, 0.3817445886032519, -0.5015856580860945, 0.7414558927179358];31041;255;83.049699634;1900.4734802906878
5;p1 / (p2 + p3 ^ (abs(x) ^ x));1427.5500212533252;[0.28144256386010885, 0.04544603395004809, -0.4013159874168929, 0.3108092248706192, -0.4985295981752981, 0.7431849941470443];39489;291;106.231321105;1427.5500212533252
7;p1 * x + abs(1.0 / x) ^ p2;-999.1763480289934;[0.7239412138001575, -0.5025555095012183, -0.08077937228255895, -0.5024822668756789, 0.7400995312688172];54638;491;134.750746498;-999.1763480289934
16;p1 + (x - abs(1.0 / (p2 - x)) ^ p3);-1000.3226331296801;[1.6801334087902713, -0.09946690241870589, 0.20481304555528193, 0.08095845355378159, -0.5029198860077473, -0.7392515788429861];196913;1930;637.4317413409999;-1000.3226331296801
112;abs(x / p1 ^ (abs(x) ^ p2)) ^ p3;-1001.6463099507204;[0.3541208137215166, 0.33381408390743056, 0.5182540292769636, 0.08059831338319508, -0.502521379410402, 0.7399980325927177];1334581;12870;4669.778422212999;-1001.6463099507204
617;abs(p1 + p2 * abs(x) ^ p3) ^ p4;-1001.7488406307676;[0.5688181700088186, -1.4211947183904396, -0.12425152243344303, -3.3796085260117574, 0.08062762154893485, -0.5025072533253826, 0.7399772939130258];7137994;71988;24589.205483121998;-1001.7488406307676
2553;p1 + abs(1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.8875236007616;[0.016211257371043508, 0.21541823335370255, -0.25174730769236314, 2.1984891823755923, 0.08068321383975295, -0.5025253804035449, -0.7399822923210045];28792076;288487;98095.00517047693;-1001.8875236007616
26980;abs(1.0 / (p1 + abs(p2 + x) ^ p3)) ^ p4;-1001.8909440954477;[-0.22203160104496508, 0.0025291469475475286, -0.2518719207338807, 2.157500757850181, 0.08072395012289492, -0.5025441031801325, 0.7399949185956122];307985702;3023017;1033052.2434509164;-1001.8909440954477
46797;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];532612213;5236234;1777334.2724033245;-1002.0572882599361
64675;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];735176024;7251905;2449221.8109262986;-1002.3409364613959
