n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(abs(x) ^ x) ^ (x - abs(1.0 / x) ^ p1);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];0;0;0;1.7976931348623157e308
2;p1 ^ (p2 / (p3 + (x + 1.0 / x)));2568.0768225823244;[1.209482608281792, 1.6686906604297795, -1.4708201864047097, -0.49540539016735496, -0.5038726839362878, -0.7400163072591426];10551;134;27.292390675;2568.0768225823244
4;p1 + (abs(x) ^ (p2 ^ (1.0 / x)) - x);239.78239224679135;[-0.25700740984007164, 6.844545367649713, 0.15989268510567092, -0.4992084361629138, 0.7406900940024871];40867;410;338.190663115;239.78239224679135
7;abs(x) ^ (p1 ^ (p2 - abs(x) ^ p3));128.8642599460827;[-0.4904992774066975, 1.6875722581061006, 0.2251890544854221, -0.16860205728344516, -0.4900418364482277, -0.7474816265250335];85289;729;727.554216448;128.8642599460827
13;abs(0.5 / x) ^ p1;-697.9146292431824;[-0.6415626285321373, -0.09935232540553952, -0.4916709125776268, 0.7472110732550173];119509;1176;797.5865670779999;-697.9146292431824
19;p1 ^ -(abs(x) ^ p2) / (p3 + x);-858.825584111366;[0.009851809358587248, 0.15628641438695887, -65.00224326100923, 0.09065198676028004, -0.5020770235434042, -0.7364813486521836];208270;1828;1002.486732855;-858.825584111366
30;x + p1 / (p2 + 1.0 / x);-919.7456526358147;[6.575134522384226, 10.564024174779382, -0.08629660730796934, -0.5005355826897497, 0.7426161175537132];291924;2590;1188.2962940589998;-919.7456526358147
48;p1 / p2 ^ (p3 ^ (abs(1.0 / x) ^ p4));-950.8391974921179;[47.714509262337614, 1336.75023552652, -0.4585555507454769, -0.2947526533698924, 0.08477457804915063, -0.5021898799190356, -0.7398121479730325];493212;4841;1931.5992662849999;-950.8391974921179
64;x * (p1 - abs(1.0 / x) ^ p2);-999.1763480290005;[-0.7239411979141513, 0.4974444885026279, -0.08077936879542637, -0.5024823065483286, 0.7400995158908267];640632;6891;2513.6315154299996;-999.1763480290005
208;abs(p1 ^ -(abs(x) ^ p2) / x) ^ p3;-1001.6463099507303;[-2.8238950189643663, 0.3338140969418128, -0.5182540252413661, -0.08059830170675733, -0.5025213616086157, 0.739998011367249];2381868;24609;7967.377374794003;-1001.6463099507303
1439;abs(x * p1 ^ (abs(1.0 / x) ^ p2)) ^ p3;-1001.6463099507317;[2.823894978576958, -0.33381410472958706, 0.5182540161286739, 0.08059830414182778, -0.5025213643043933, 0.7399980210930077];16133493;162127;54425.56178834102;-1001.6463099507317
2169;abs(p1 + abs(1.0 / (p2 + x)) ^ p3) ^ p4;-1001.8909440821421;[-0.2220318563114041, 0.0025290557443685044, 0.25187245412869247, -2.157493286338265, 0.08072380124264752, -0.5025444894180712, 0.7399945118794364];24251361;241653;82446.3756811919;-1001.8909440821421
5569;abs(1.0 / (p1 + abs(p2 + x) ^ p3)) ^ p4;-1001.8909440954477;[-0.22203160104496508, 0.0025291469475475286, -0.2518719207338807, 2.157500757850181, 0.08072395012289492, -0.5025441031801325, 0.7399949185956122];63688022;628100;213667.50379472412;-1001.8909440954477
14255;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];163475895;1606995;541587.196238217;-1002.0572882599361
55936;p1 ^ (p2 - abs(1.0 / x) ^ p3) - x;-1002.0572884769697;[-1.390183897778798e-5, 0.9107499846414503, -0.07225640863726829, 0.08060908949831899, -0.5025292103945913, -0.7399858574698234];634450066;6259995;2120386.1824128055;-1002.0572884769697
66689;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];756279231;7468663;2519851.514001165;-1002.0572884848282
75126;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];851310010;8392907;2841645.3166744537;-1002.3409364590589
75392;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];854562047;8424358;2852135.629218786;-1002.3409364613959
