n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / x - p1 ^ (0.5 / x);4991.309708131334;[-1.1846720096302008, 1.2004132428681966, -0.49998082593257986, -0.7390399934631805];19920;234;45.54304555;4991.309708131334
3;p1 / abs(x + 0.5 / x) ^ x;4517.937612730491;[0.9944762363155958, -0.5354379949027277, -0.5423172020848487, 0.6751271651757247];29594;391;89.139263251;4517.937612730491
5;p1 + x * abs(p2 / x) ^ x;2287.740232429158;[0.37041969871496705, 3.3320846942415603, -0.43412180620125795, -0.5094513626999858, 0.7344445605057879];44841;595;123.155687643;2287.740232429158
9;x + abs(1.0 / (x + -1.0 / x)) ^ p1;-625.9021886470244;[0.526679047813587, 0.09009278120000964, -0.5084376747120973, -0.7401987938020749];76554;1099;268.59987374;-625.9021886470244
21;1.0 / (1.0 / (p1 + x) - p2 ^ x);-787.8874330886088;[0.16183575182812612, 0.3188953093315662, 0.10007022715567393, -0.4988375240241527, -0.740290742974793];195956;2670;564.530163268;-787.8874330886088
50;abs(p1 / (p2 * x + 1.0 / x)) ^ p3;-938.3991432837082;[2.417686326674172, -0.0007775706343497357, 0.6551889683722523, -0.0834563620267647, -0.5029757683224954, -0.7419359026493013];642478;7504;1770.591375109;-938.3991432837082
65;p1 + abs(x) ^ (p2 + -1.0 / (p3 - x));-949.6936585746739;[-0.919217369921331, 0.9996924286607949, 0.9999448534655699, 0.0834781260767123, -0.5035968735671599, 0.736008752614604];879689;9441;2832.811221332;-949.6936585746739
66;x + 1.0 / (p1 + p2 ^ (abs(x) ^ p3));-992.8451555272813;[-0.88235107518869, -2.323560584098965, -0.238757843918073, 0.08085622213789789, -0.5028776183898956, -0.7386939888275785];901815;9489;2893.508860993;-992.8451555272813
250;x + p1 / (p2 - abs(x) ^ p3);-998.326517506591;[-1.366174617346772, -0.9502078136053408, -0.5741400003564854, 0.08064905254780858, -0.5028795183563862, 0.7390799940414404];2826154;29178;9413.782098401003;-998.326517506591
551;x + abs(p1 / (p2 + 1.0 / x)) ^ p3;-1000.7935623401428;[0.9312353069136512, 0.8609891306858269, 0.5051294452981296, -0.08060237922071249, -0.5028011051714523, 0.7393616924995664];6140831;60872;19836.094862005008;-1000.7935623401428
1425;x + abs(p1 + 1.0 / (p2 - x)) ^ p3;-1001.505817693173;[1.0455669296859147, -0.9603212729555893, 0.5470681395422134, 0.08071868268765447, -0.5029084862779556, 0.739279550157417];15821826;156384;52166.05310417892;-1001.505817693173
1506;x + abs(p1 + -1.0 / (p2 - x)) ^ p3;-1001.5058176953007;[-1.0455658879313674, -0.9603221030293781, 0.5470673416190668, 0.08071854164483211, -0.5029086713843821, -0.739279483936229];16856596;166647;55023.65492667493;-1001.5058176953007
2413;p1 * abs(1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.748840629242;[-0.3051014204207825, 0.4001564933048962, -0.1242931876545921, 3.378930035004588, -0.08062759542177837, -0.5025080727542265, -0.7399783289899232];26814789;269416;87712.14747554803;-1001.748840629242
6048;abs(1.0 / (p1 - abs(p2 + x) ^ p3)) ^ p4;-1001.8909440929008;[0.22203139014632872, 0.0025292244969319726, -0.25187198941274425, 2.1575013080643513, 0.08072396095366591, -0.5025441679771543, 0.7399949425293106];68151607;675149;228814.16374386943;-1001.8909440929008
6439;1.0 / (p1 - abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364590589;[-0.018006421855819413, -0.27601522405795453, -0.297182755589866, 1.7516007575333878, 0.08058579491405887, -0.5025191136129609, -0.7399036046852624];72320127;715819;243159.79791392444;-1002.3409364590589
57201;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];646711511;6378658;2162332.597013147;-1002.3409364613959
