n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (x + Inf ^ x);1.7976931348623157e308;Float64[];0;0;0;1.7976931348623157e308
2;p1 ^ (-1.0 + (x + p2 / x));421.4827774056904;[-1.515281403861042, -0.08614003706519462, 0.17279642833504438, -0.5014623977204863, -0.7332987046733813];11535;49;27.921556807;421.4827774056904
5;abs(p1 / (p2 + p3 ^ -x)) ^ p4;-997.0535165443926;[-0.027560392804460803, -0.9994636091565541, 0.9410719897699225, -0.6725470504523844, -0.08119189952454446, -0.5026560536283712, 0.7400693996484017];114533;744;309.493893974;-997.0535165443926
175;abs(abs(x) ^ p1 + abs(1.0 / x) ^ p2) ^ p3;-998.0340788504702;[0.6316636410936759, -1.1912254361635897, 0.7867555564134822, -0.08088004635206457, -0.5024772556065445, 0.7399200204801398];2140973;20139;6577.097425691005;-998.0340788504702
180;p1 + p2 / (p3 - abs(x) ^ p4);-999.2112255443491;[0.04185919594741909, -1.615335582751392, 0.04859300757275705, -0.6780025134169437, -0.08094538207094201, -0.5025617774539509, -0.7401352486525274];2270285;21004;6870.612936077005;-999.2112255443491
367;p1 * abs(x) ^ (-1.0 / (p2 + abs(x) ^ p3));-1001.3595410051643;[-1.7178179300753702, -2.417022548216551, 0.059509813356460044, 0.08070250946280386, -0.502481930014951, 0.7399282393877442];4461436;44018;14222.957864135009;-1001.3595410051643
557;x + abs(p1 + 1.0 / (p2 - x)) ^ p3;-1001.505817693173;[1.0455669296859147, -0.9603212729555893, 0.5470681395422134, 0.08071868268765447, -0.5029084862779556, 0.739279550157417];6683906;64574;22064.30594738;-1001.505817693173
2970;abs(p1 + 1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.815259562733;[-0.06268401492446514, 0.18084649996508786, -0.2774825530334885, 2.171728765574258, 0.0806585188275178, -0.502515878455965, -0.7399804939413541];33723962;331443;111659.40900424602;-1001.815259562733
5007;p1 + abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1001.8875235998257;[0.01621132976705179, -0.21541800203517614, -0.25174708875006196, 2.198491544670485, 0.08068316688217271, -0.5025254523280285, -0.739982078595229];56666869;555985;186086.489543632;-1001.8875235998257
5458;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];62002643;609682;202428.31295852593;-1002.0572882599361
9385;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];107130334;1053851;352968.3640250112;-1002.0572884848282
49481;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];562202147;5548067;1879694.5017700263;-1002.3409364613959
