n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x) ^ (0.5 * x - x);4150.672756247404;[-0.5998375164458554, -0.5312227959975527, -0.690391818019524];2703;62;4.759073591;4150.672756247404
4;1.0 + (abs(1.0 / x) ^ p1 - x);1865.0493555178095;[-1.4054916660598609, 0.37575849341712153, -0.5015622387365067, 0.7402468163444448];10852;182;20.339816098;1865.0493555178095
9;1.0 / (p1 + abs(p2 * x ^ -2.0) ^ p3);-985.100404969087;[-0.050993082733640685, -0.2220656104001382, 0.30696643634087784, 0.08115311691013012, -0.5026317895871338, -0.7409751889716848];96564;626;221.912007114;-985.100404969087
136;p1 + (-1.0 / (p2 + -2.0 * x) - x);-986.1284486143312;[-1.1114132678134172, -0.9947564283374504, 0.08255954187902068, -0.5040512233031383, 0.7376422261693922];1707635;17034;5279.146288167003;-986.1284486143312
358;p1 + abs(p2 + p3 * x) ^ p4;-986.3977727550492;[0.11218023481851461, -0.022119631422479615, 1.9774465274582542, 0.7604099709724812, -0.08137558061787807, -0.5026765955758874, 0.740326476323115];4360350;42262;13885.141879731;-986.3977727550492
413;abs(1.0 / (p1 + abs(x) ^ p2)) ^ p3 - x;-997.9483697570216;[0.3001668220717772, 0.27817215570609244, -3.8304036315340255, 0.0810499517577925, -0.5024788156786991, 0.7398940044873771];5015546;48639;16096.504474966;-997.9483697570216
547;x + p1 * abs(x) ^ (1.0 / (p2 + x));-1000.5973516961691;[0.7391306952955407, 2.3005730343417894, 0.08081593315104141, -0.5030473466068072, -0.7389258658497979];6453162;62564;21231.812045094972;-1000.5973516961691
629;abs(x) ^ p1 + abs(p2 + -1.0 / x) ^ p3;-1000.9319191202712;[0.991182728917402, -0.9700738378576638, -0.5184818484744745, 0.08059091213575906, -0.5027086575219957, 0.7399077279237347];7391547;71777;24303.88172904898;-1000.9319191202712
1977;abs(p1 + p2 ^ -(abs(x) ^ p3)) ^ p4;-1001.701373335942;[-1.0006329824373061, -0.4329703056874015, 0.23709557462079647, 2.0020134560268303, -0.08062823379259917, -0.5025012077517389, -0.7399666341419654];22596658;223055;76130.83452003289;-1001.701373335942
5228;p1 * abs(1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.748840629242;[-0.3051014204207825, 0.4001564933048962, -0.1242931876545921, 3.378930035004588, -0.08062759542177837, -0.5025080727542265, -0.7399783289899232];60061231;597098;199311.7791240917;-1001.748840629242
8958;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];102921915;1018634;345676.42323269567;-1002.0572882599361
32332;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];364727801;3607078;1217753.5965442073;-1002.0572884848282
40907;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];462486255;4573789;1544124.3063713613;-1002.3409364613959
