n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;abs(x - abs(abs(x) ^ x) ^ -x) ^ p1;2176.720103666196;[0.9391576781281287, 0.3911753987295816, -0.50217214583083, 0.7427414222221379];4414;78;12.185491517;2176.720103666196
2;abs(x / (x - abs(1.0 / x) ^ p1)) ^ p2;1627.5877608976646;[-0.28376768677597525, 0.6423039572973616, 0.3127570785041314, -0.5062744151638938, -0.7376804864524771];28000;249;69.13242961;1627.5877608976646
5;p1 * (1.0 - abs(x) ^ -x);1384.675704869781;[-2.3912559011782966, -0.2648794632513381, -0.5052563713406317, -0.7453985859561457];46322;361;114.36589950700001;1384.675704869781
6;abs((p1 - abs(x) ^ p2) / x) ^ p3;-988.0482275722014;[1.370416915673139, 0.07866364379052301, -0.5579682483429173, -0.08104745882681726, -0.5026039437724933, -0.7411943485919342];81210;552;411.31736761999997;-988.0482275722014
246;x + p1 ^ (1.0 / (p2 + p3 ^ x));-996.650688624478;[1.3624279732775746, -1.1333092174166373, -0.3005026302353051, 0.08177584667973258, -0.5025575411054668, -0.740155054196263];2865853;27082;9317.981654863997;-996.650688624478
427;p1 + abs(1.0 / (p2 + abs(x) ^ p3)) ^ p4;-1001.8875235998257;[0.01621132976705179, -0.21541800203517614, -0.25174708875006196, 2.198491544670485, 0.08068316688217271, -0.5025254523280285, -0.739982078595229];4927584;46632;16785.487230544986;-1001.8875235998257
1189;abs(1.0 / (p1 - abs(p2 + x) ^ p3)) ^ p4;-1001.8909440929008;[0.22203139014632872, 0.0025292244969319726, -0.25187198941274425, 2.1575013080643513, 0.08072396095366591, -0.5025441679771543, 0.7399949425293106];13246609;131182;44761.199617691935;-1001.8909440929008
8150;abs(p1 + abs(p2 + x) ^ p3) ^ p4;-1001.8909440939011;[-0.2220316929504526, 0.002529112330820049, -0.2518720610986618, -2.157499307170878, -0.080723936308259, -0.5025442913374536, 0.7399949589925887];92198739;909282;306473.3411648535;-1001.8909440939011
13250;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];151219021;1488671;507912.8281452159;-1002.0572882599361
16259;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];185267651;1822281;622012.7208032594;-1002.3409364613959
