n;expr;nll;coeff;sum_fevals;sum_restarts;sum_runtime;best_nll
1;1.0 / (-1.0 / x + p1 / (x + -1.0 / x));2640.7883740750435;[0.008916119672836639, 0.49695723890691185, -0.49342622508732076, -0.7372853715490861];16033;247;30.559660412;2640.7883740750435
2;p1 + abs(abs(abs(x) ^ p2) ^ -x) ^ x;2020.740109790966;[-1.645270948812458, 0.5114560146985713, 0.39807620797718757, -0.5001726999206508, 0.7429345407634094];20925;264;43.145473156;2020.740109790966
3;abs(x) ^ (abs(1.0 / (p1 / x - x)) ^ x);1955.7282791175846;[-5990.373884723253, 0.38529431540738496, -0.5020224299329612, 0.7389473879710393];36414;456;82.286723137;1955.7282791175846
5;p1 + p2 * (x + 1.0 / (p3 - x));-983.516025173634;[-1.4420190466036862, -0.8525363888098442, -0.6391474112808898, -0.08296170132817662, -0.5026388226459597, -0.7404323707778924];128880;1084;283.864308263;-983.516025173634
140;1.0 / (p1 + abs(p2 * (x * x)) ^ p3);-985.1004049690516;[-0.050993082242748705, 4.503173704780961, -0.3069664342843749, -0.08115310024341692, -0.5026318308408404, -0.7409752407610218];1690200;16208;6135.628406924;-985.1004049690516
141;abs(p1 + abs(x) ^ p2) ^ p3;-1000.5286158543677;[-0.23177800748561259, -0.25890395621463913, -2.047602110491842, 0.08059717135094666, -0.5025954508729096, 0.7401156396871781];1727310;16410;6215.230123406;-1000.5286158543677
322;x + abs(abs(p1 + 1.0 / x) ^ p2) ^ p3;-1000.6332607028453;[0.9839210978340193, 1.7578446074624159, -0.2935504112505092, -0.08058879650275973, -0.5028246929648972, -0.7394909758803367];3933266;37198;13149.693602717001;-1000.6332607028453
649;abs(p1 + abs(p2 * x) ^ p3) ^ p4;-1001.7487349743909;[-0.5625528562588125, -0.06320278993090615, -0.12548315453148187, -3.359485616073948, -0.0806268849937822, -0.5025154519261107, -0.7399544084229316];7705152;73305;26224.086633659008;-1001.7487349743909
7059;abs(p1 + -1.0 / (p2 - abs(x) ^ p3)) ^ p4;-1001.8152595632362;[0.06268286413915572, 0.18084733339357825, -0.27748201973742714, 2.171727705825204, -0.08065852167488347, -0.5025158396002724, 0.7399804480253125];80726435;798064;268883.3354163854;-1001.8152595632362
14982;abs(p1 + abs(1.0 / (p2 - x)) ^ p3) ^ p4;-1001.8909440819893;[-0.2220321071748251, -0.002529058347431829, 0.2518725161376088, -2.1574936071901054, -0.08072390083387157, -0.5025420890213698, -0.7399947007061016];170653148;1690253;568193.7467082816;-1001.8909440819893
22151;abs(1.0 / (p1 + abs(p2 + x) ^ p3)) ^ p4;-1001.8909440954477;[-0.22203160104496508, 0.0025291469475475286, -0.2518719207338807, 2.157500757850181, 0.08072395012289492, -0.5025441031801325, 0.7399949185956122];251769652;2491060;841466.8726030844;-1001.8909440954477
22344;x - p1 ^ (p2 - abs(x) ^ p3);-1002.0572882599361;[1.390072488525905e-5, 0.910750425326041, 0.0722560377706656, -0.0806089027396649, -0.5025293716125293, 0.7399860482600139];253711026;2511811;847592.1522371932;-1002.0572882599361
32850;p1 ^ (p2 - abs(x) ^ p3) - x;-1002.0572884848282;[1.3901083781647179e-5, 0.910750395396945, 0.07225605289484723, 0.08060908287264575, -0.5025295166347075, 0.7399856535558762];371367783;3670304;1238585.709079073;-1002.0572884848282
56097;1.0 / (p1 + abs(p2 + abs(x) ^ p3) ^ p4);-1002.3409364613959;[0.018006544923177555, -0.2760156709678234, -0.2971832094207702, 1.7515977075079971, -0.0805857551180957, -0.5025184341869173, 0.7399037066655398];634701597;6269223;2122198.0425386266;-1002.3409364613959
