generation,individual_index,expression,fitness
0,71,(((x0) + (0.1993551059062102)) / (-0.8095936676588191)) * (abs(-0.9219128112371509)**(x0)),-507.06947541145087
0,72,((0.08277585747047878) + ((x0) * (abs(0.9090455708152773)**(x0)))) / (0.5137774932340455),-416.3227213375626
0,73,((-0.7472326424465727) - (-0.13691236735296822)) / ((x0) * ((x0) / (0.08474771437702022))),-7478.251425562838
0,74,(((x0) - ((x0) - (-0.3372483366441933))) - (x0)) / (-1.2274959101413967),-1376.8826796352128
0,75,abs((((-0.42275837216862405) + (-0.8863222845563755)) / (x0)) + (x0))**(x0),-10839.796435357637
0,76,abs(((1.542168564083569) / (abs(x0)**(-0.7022994046028508))) + (-0.0011170081880938418))**(0.7849402240178561),337.12431076036955
0,77,((0.25029563263818216) - (-1.1927054302049818)) / ((-0.4196424787604032) / (x0)),-1922.7615983315059
0,78,abs(abs(x0)**(-0.43784693153521403))**((-0.24952282537207188) + (-0.8206431830307325)),-515.987552710366
0,79,((x0) - (((-19.526569983110072) - (-9.207562925148299)) - (-9.939935913208561))) * (0.7543728454916633),-698.223012705393
0,80,abs((2.062727794335842) - (x0))**((4.717802142210316) - (x0)),-13945.955558183165
0,81,((x0) + ((x0) - (x0))) + (abs(x0)**(0.5165819158303135)),-220.42101477065387
0,82,((x0) + (x0)) * (abs(1.5326141271591613)**((-0.8137238635119084) / (-0.5287265919292597))),-4921.15629788596
0,83,((-0.6290967297085108) / (x0)) + ((-3.2009235225726242) / (-1.1436384930272554)),-3480.241827213422
0,84,(abs(x0)**(x0)) - (abs(x0)**(1.2494678171612126)),-11679.052178835405
0,85,(((x0) - ((x0) + (0.2515334988730631))) + (x0)) - (0.5785438547066302),-3302.8866900842463
0,86,((2.2974062884144506) * (x0)) + ((0.22671595770766073) - (x0)),-502.61605348783087
0,87,((-0.3894594899420428) / (-0.6479382827841617)) / (abs(0.8587012741313848)**(x0)),-2140.777238209923
0,88,((x0) + ((x0) + (0.1538808097410827))) * ((x0) - (1.1366032098801133)),-3136.5561893657296
0,89,abs((0.721582470277258) * (0.9056615742372586))**((-0.2917258080050291) / (-0.7478851798516137)),-2604.6721793985666
0,90,(abs(x0)**(0.32687185745068836)) * (abs(x0)**((0.3284616621398948) + (-0.18282384299977777))),-989.0032509372234
0,91,((abs(x0)**((1.8668615412992249) * (0.2069213989650905))) / (1.3010541410009298)) + (x0),-746.7604953120001
0,92,((x0) - (0.929279818589406)) * ((x0) * (x0)),-7238.230772960024
0,93,(((x0) - ((x0) / (x0))) + (-1.0344260834522392)) * (x0),-2941.6361423648787
0,94,((x0) / (-0.4120087302458012)) - ((x0) + ((x0) - (x0))),-2117.0471030391204
0,95,((-2.0049307251491193) / (x0)) * (abs(-0.1848733728200602)**(x0)),-18155.7645236518
0,96,(((abs(x0)**(-0.3345551411032918)) * (0.5419985333789439)) + (-1.1144976214538467)) * (4.8032930911430105),-2762.9672926594694
0,97,(((x0) * (x0)) * (0.1729747352464554)) + ((0.5309149379891259) / (1.0875499128063384)),-1962.5534470393852
0,98,((((-0.06154607870102398) / (x0)) - (-2.4358321532502956)) / (x0)) + (-2.9099934487325028),-5571.784919696817
0,99,((((1.7545876442907629) * (x0)) + (0.16931142881213762)) * (x0)) / (x0),-787.8480669894516
1,0,((x0) - (-1.2334394295350817)) / ((x0) + (3.1694012195290546)),-2472.5330844962928
1,1,(x0) * (x0),-6161.690798782165
1,2,((x0) * (-3.57609517701712)) / (abs(abs(-1.3806001223645303)**(x0))**(0.38758405498186976)),-1186.576148405224
1,3,((0.36390008795502904) / (-0.9702025578655648)) / ((-0.10911200197210347) / (x0)),-1850.1697433005024
1,4,(((-0.0043043665448176) / (x0)) + (x0)) - ((x0) / (0.29496315743388263)),-1578.3115906343075
1,5,(0.28967155410190987) / (x0),-5116.99456272254
1,6,((-0.45562177509921786) / (-2.9887402994626324)) - ((x0) / (x0)),-2606.093962823393
1,7,(((x0) + (x0)) / (-8.890617834216517)) + ((3.3166129608489126) * (x0)),-1870.0639835232935
1,8,x0,-3032.3634207183595
1,9,((0.020667078761348157) + ((x0) * (abs(x0)**(-0.415959398890527)))) / (0.6955067421519341),279.6609790682438
1,10,abs((-0.5451059726812818) + (x0))**((0.01056316427591335) * (x0)),-3463.7982143570644
1,11,(((-1.1723620721849208) * (x0)) - (-4.7107181418018)) / ((-1.176142656209533) / (x0)),-1970.7362838654726
1,12,(abs(1.264156997113028)**(1.0150185670832284)) * ((x0) / (0.3704837432822127)),-1850.1130624293135
1,13,x0,-3032.364214101305
1,14,((x0) + ((0.14555444405416418) - (x0))) + (abs(x0)**(0.6517014836005993)),-69.2459131786394
1,15,(abs(1.028553623039919)**(((0.050210574649691544) / (0.5588876544313035)) / (-0.013215279918239651))) / (0.9727320998522616),-2952.0694638080568
1,16,((0.06754002597555554) - (-0.951224502465071)) / ((x0) * (-3.4610451835909264)),-5020.455036587234
1,17,(abs((x0) / (-0.6786476478741088))**(0.9602751294789101)) / (abs(x0)**(0.39666369086500247)),365.80506507328766
1,18,((x0) * (-1865.7837851545933)) - (abs(abs(x0)**(3313.244345899401))**(x0)),-inf
1,19,abs((x0) + (-1.0015382774653923))**(abs(x0)**(-0.26532391827425084)),-3327.403643619476
1,20,-0.993526804993524,-2643.338331429065
1,21,(abs(0.2715679025933471)**(((-0.27800614207776747) / (3.514159466417011)) / (0.5530456239560023))) / (2.0388330678193616),-2821.5994351076783
1,22,((-0.5530902016595638) + (x0)) + ((x0) + (0.7210349116745945)),-1423.209840115089
1,23,((0.8567052253094334) - (((-19.506954722145743) - (-9.227433282869775)) - (-9.95980627093004))) * (0.7380251174342198),-2607.9666892527393
1,24,abs(1.2722242579158647)**((x0) - (2.5991467171980056)),-2198.3571885774345
1,25,(((x0) + (x0)) / (-1.4514169660896452)) + ((5.048633503722445) * (x0)),-2062.99058347272
1,26,((-0.01982069144913688) + (0.7015479291591593)) * ((x0) * (-3.420050233591367)),-2326.818532471935
1,27,((x0) - (-7.805350842965677)) / ((-2.356477883889938) / (x0)),-2454.1228948487164
1,28,((0.2894229104789879) + (x0)) + ((x0) + (-0.13783705291904597)),-837.9193952094995
1,29,abs((x0) + (-0.0265604817063503))**((0.7547555487316624) * (x0)),-8946.673198006953
1,30,abs(abs(-1.180586475211394)**(0.3368267218878988))**((x0) + (x0)),-2539.3504682015023
1,31,((x0) * (x0)) + (abs(x0)**(0.44330948914335283)),-1398.933618149253
1,32,(abs(1.2362230781308723)**(x0)) + (abs(0.004004203391731194)**(0.9817150168395479)),-3264.258051069273
1,33,((0.31657436142742856) * (x0)) * ((2.729586478014097) * (-3.3814957229506906)),-1961.4296712313007
1,34,(0.4057613463259239) * (-2.036352663316317),-2609.718258876022
1,35,((x0) / (-0.4768804472525341)) - ((x0) + ((-0.47017277173870575) - (x0))),-3205.60772300266
1,36,(x0) - ((x0) + ((x0) - (x0))),-inf
1,37,abs(abs(x0)**(-36294.74932372577))**((-12320.520032779677) + (-12321.091153137335)),-inf
1,38,((x0) + ((x0) - (x0))) + (x0),-2428.322737479507
1,39,((1.5024469244517122) / ((0.4118868081615301) / (x0))) * ((x0) / (x0)),-1859.4837517877536
1,40,abs(((0.8819968055180561) / (abs(x0)**(-0.8377001931706098))) + (x0))**(0.6096625065699496),-9.670084549205455
1,41,x0,-3032.4104728484253
1,42,0.8519825540754954,-2604.6669219916093
1,43,((x0) * (-0.28793948268157254)) - ((0.021890959718724) + (abs(x0)**(0.46768310900869503))),274.6812507387908
1,44,((((x0) * (x0)) - (-0.45361123185430063)) + (x0)) - (0.23084330724929172),-2026.325924806826
1,45,abs(abs(x0)**(x0))**((x0) - (0.039714256669351355)),-inf
1,46,abs((x0) / (0.7723128424960546))**((x0) * (x0)),-inf
1,47,(abs(x0)**(0.18540097178829018)) + ((x0) / (-0.832851227437114)),-3005.2555255890893
1,48,(((x0) * (1.1919151325461557)) + (x0)) / ((1.0823606812707245) / (x0)),-6139.115576098012
1,49,((1.5795503604936065) / ((-0.47313638551448745) / (x0))) * ((x0) / (x0)),-2401.471859993182
1,50,((x0) / (x0)) + ((x0) + (-0.7494114580868716)),-517.9512298308975
1,51,((x0) - (-0.27729425674436375)) + ((-0.12152409505334794) + (x0)),-1494.8418281029888
1,52,((0.6353596762789094) + ((x0) * (x0))) / (1.4021263602658278),-2484.6656926675482
1,53,(((x0) + (0.25097831089078443)) * (x0)) / (x0),-517.8944048672973
1,54,abs((x0) * (x0))**((x0) - (x0)),-2629.7466588556367
1,55,((-2.8350235780729807) - (3.372700600664716)) - ((-1.9594049129334865) * (2.7361401856648326)),-2757.49388094554
1,56,((x0) + (x0)) - (abs(x0)**(-0.36930851817680715)),-4331.000494665707
1,57,0.8517511171647277,-2604.7146601534832
1,58,abs(abs(x0)**(-0.34492064636089087))**((-0.3838685049774512) + (-0.9549888626361823)),-782.9536489455165
1,59,((x0) + (x0)) / ((x0) * (-1.5978495422523906)),-2830.306987536038
1,60,abs(((-3.7180755058036334) - (-1.515831264432417)) - ((-2.0312880921881633) - (x0)))**(x0),-10208.543297008582
1,61,x0,-3148.091562900626
1,62,((0.8050615885908896) * (0.8874719705607184)) - ((x0) + (0.9622847662352635)),-583.1173487724081
1,63,((3.343979640793178) * (x0)) * (abs(x0)**(x0)),-11101.919984711076
1,64,((x0) / (x0)) * ((x0) + (-1.007452324770648)),-3727.1524180483634
1,65,(((x0) * (-1.3851412089790474)) + (x0)) + ((x0) + (0.4303425604769267)),-1288.3497478809436
1,66,((x0) - (x0)) - ((-0.6056558328740758) * (-1.4047635860787182)),-2604.6543676436277
1,67,abs((-0.44244981903130054) + (-0.7625180824725287))**((x0) + (-2.47669278286794)),-2037.6155522024346
1,68,((-0.0725349909323787) + (x0)) - ((-0.7842974954118075) - (-0.49899337455723736)),-698.0087819094558
1,69,((x0) - (x0)) / ((x0) / (-0.15734530804801694)),-inf
1,70,((3.630604540971856) / (x0)) / ((-3.637307518083218) / (x0)),-2629.864941906564
1,71,x0,-3099.199684080989
1,72,abs(((x0) * (x0)) - ((x0) * (-1.1262997250156124)))**(0.42421641087054873),68.41148767342122
1,73,1.0268050269522246,-2646.9297955936854
1,74,(abs((x0) / (-0.9934160485828716))**(-0.7785593657826085)) * (x0),-2257.6414778233307
1,75,((0.1367421537389674) / (0.3030725278386627)) * ((-0.8387071831805251) / (0.43710017193520784)),-2684.5854518941765
1,76,((((1.2259535542063307) * (x0)) + (0.21729453342465982)) * (x0)) / (x0),-610.0658781908935
1,77,abs((0.07467812632297219) - ((x0) * (-2.19070179276515)))**(0.7525819842317527),-496.79402469339755
1,78,abs(abs(0.7040696117667029)**(x0))**((x0) * (-0.7178336848250213)),-inf
1,79,(abs(-1.117527737331579)**(x0)) + (((-0.37171174863249434) + (0.48838259097936854)) - (x0)),-3106.822396870358
1,80,(abs(x0)**(0.7139065039229893)) * ((x0) - (2.3335201325249955)),-876.4678306609662
1,81,(abs(x0)**(1.0285635502343773)) / ((x0) + (1.0387621335501869)),-4048.2176569025296
1,82,((114.76501719936019) * (0.07698143433136967)) - (8.034030299203113),-2769.563334741743
1,83,((x0) / (x0)) + ((-0.055471937712242896) / (x0)),-2493.072481843994
1,84,((0.04892307360546824) + (x0)) / ((1.442424482670183) * (-0.31417123060819824)),-863.7627913815363
1,85,((6.876201740563767) - ((x0) - (5.646920836338013))) / ((-3.5948501377171693) / (x0)),-1865.6738556233877
1,86,(abs(-0.42570352800079525)**(x0)) - ((0.6599633093842101) - (x0)),-1719.3540577650667
1,87,((0.8142614733552385) - (x0)) / ((0.8142021449207111) - (x0)),-2780.263946677858
1,88,(-3.4903368984633043) * (x0),-1923.3426336804544
1,89,((x0) * (2.534637500735748)) / (abs(abs(0.5433116285059465)**(x0))**(-0.1974342186186783)),-1311.0069445335487
1,90,((x0) + (0.20348416167948008)) - ((-0.18788541626253197) * (x0)),-806.4976037163474
1,91,((-0.39036506911461194) - (1.2745954761516334)) * ((x0) * (x0)),-6145.854598819777
1,92,(abs(1.0262229480917926)**(x0)) * ((-0.5191926497474919) - (x0)),-1943.215424092199
1,93,(abs(-1.0769393475395188)**(-1.063359427775302)) / (1.0912950043307277),-2830.724530749499
1,94,abs((-16907.19822982085) * (-11789.7373018738))**((x0) - (-406.50330735293164)),-inf
1,95,((x0) / (x0)) / ((-0.5667835867555991) * (2.2310631808934986)),-2764.4825249736405
1,96,((-0.038009636277115774) - (x0)) - ((x0) + (0.12980522116385762)),-674.2270179907489
1,97,((x0) * (x0)) - ((x0) / (x0)),-3889.4531576719996
1,98,((-0.6472793897111456) + (x0)) - (0.7763852746425517),-3406.960340703502
1,99,((x0) / (0.24621055168453151)) - ((x0) + ((x0) - (x0))),-2206.84247812287
2,0,((-0.2230648440233516) + (0.10609061561343502)) + ((x0) - (1.5351803653534266)),-3497.586882638106
2,1,((-0.3105946391377106) + (0.10402611898254224)) / ((-0.4509155918869723) + (0.21437606656911956)),-2651.651221281208
2,2,((x0) * (1.1415089192443761)) - ((x0) - (x0)),-2872.1598064930113
2,3,((0.45761987247479163) - (0.23789919998119394)) - ((x0) / (x0)),-2725.0724371193614
2,4,0.8183236293339285,-2606.1224500374938
2,5,((x0) / (x0)) * ((x0) - (-0.25583138604242633)),-519.0731374094452
2,6,((-1.1540559010940163) - (1.1038361193737534)) - (((-0.3701674997288103) / (x0)) * (2.516257575683114)),-4360.420071538128
2,7,((x0) - (0.03248959312923996)) / ((0.7712516823711596) * (x0)),-2056.862833719443
2,8,abs((1.9012146212213084) * (x0))**(abs(2.7585245856319056)**(-0.570485751622634)),70.04476447291313
2,9,((x0) + ((x0) * (abs(x0)**(-0.6316105825389564)))) / (1.4497199717162805),17.241947558169272
2,10,((0.013150321536577714) / (x0)) / (x0),-6845.852471086934
2,11,((-0.39670248293090155) / (-1.1269186743960433)) * ((3.4378652269991954) / (-1.4197279424185067)),-3031.4003055763255
2,12,(abs((x0) / (-15.817173070596763))**(x0)) / (abs(x0)**(-0.5063406236979311)),-6090.752128570208
2,13,((0.3647069717207812) - (-0.8017413957093795)) * ((-0.17438399110315916) - (x0)),-657.7587832005554
2,14,((-0.11306761491113176) + (-0.7162940274642965)) - ((x0) + (-0.6036387072611547)),-3248.701561099613
2,15,(((0.012706841975047956) - (x0)) / (x0)) / ((-0.9251940460365392) * (0.7022747279974989)),-3618.5379258916246
2,16,abs(-1.9084736902017563)**((0.15789415767315002) + (-0.4132261999855875)),-2604.6615681215844
2,17,((0.16044826823175767) / (0.627036610920239)) * ((-1.5989454173517241) / (0.5074700551826504)),-3095.656961935168
2,18,x0,-3032.363791340894
2,19,((1.056908563332205) + ((x0) * ((-0.860981583181345) * (-3.653658038560597)))) / (3.463176173960461),-659.1826397148243
2,20,0.8464105065085712,-2847.8700432647724
2,21,-0.8657163756036556,-6520.642070120246
2,22,((x0) - (-0.37464230178125524)) - ((0.42709647176189003) - (0.3037413975345155)),-517.9063379616777
2,23,x0,-3032.534759645506
2,24,((x0) - (-0.16036608321477475)) / ((-1.4693743781152182) + (2.2283146721760096)),-761.2283266629706
2,25,((-1.105062324384893) + (-0.5879779489864522)) * ((x0) + (x0)),-2228.708736185375
2,26,(((-0.004687695514413983) / (x0)) + (x0)) - ((x0) / (0.33356244494016846)),-1576.9235807244952
2,27,((x0) - (3.1351583801708225)) + (1.497704935080918),-3460.8377064752162
2,28,x0,-3045.803675814199
2,29,x0,-3051.99670110847
2,30,0.8499757187523224,-2604.652967635965
2,31,((0.039634270448381734) / (x0)) + ((-0.2053341488603205) + (x0)),-2677.2563685163536
2,32,1.0704270608231963,-3050.5192708702775
2,33,-0.8490014935913286,-2806.286679060605
2,34,abs(-0.18030213251099458)**((x0) - (x0)),-2803.8730691371447
2,35,-0.8501430722837536,-2604.6533090136977
2,36,-1.3035453617506714,-2787.8965187989397
2,37,(abs((x0) / (-0.6786476478741088))**(0.9602751294789101)) / (abs(x0)**(0.39666369086500247)),365.80506507328766
2,38,((-2.2368913365038625) * (x0)) - ((0.5448233622382163) - (0.4005077193651818)),-849.6932247110275
2,39,0.8499683314523322,-2604.652968085764
2,40,((x0) - (x0)) + ((x0) - (x0)),-inf
2,41,(x0) + (0.25096562390397514),-517.8943958063415
2,42,(x0) * (x0),-6426.943777693827
2,43,((x0) / (-2.2771482394306513)) * ((-1.5253467084307866) / (x0)),-2674.3226806421444
2,44,((x0) * (4.045138427419544)) * ((0.6529332124854023) * (x0)),-6353.905260753455
2,45,((2.3506967524354296) + ((x0) * (x0))) / (10.454869291657683),-2822.01079330611
2,46,x0,-3032.3637894569015
2,47,(-0.6571244490102052) + (abs((x0) - (-0.9215851921016366))**((0.7820739144894499) * (1.1186285256825321))),-609.3052662297557
2,48,((0.24705813123781256) + (-0.7342056424922486)) / (0.5730142368004054),-2878.6328467743815
2,49,abs(((0.0030141591732354978) / ((x0) / (-0.0639582196850392))) + (x0))**(0.39497392310039925),-1057.8945616943938
2,50,abs((x0) * (x0))**((1.8834821690675176) - (x0)),-26784.668412642422
2,51,((-0.08728612956501156) - (x0)) + ((-0.0994149131001433) / (0.6237191067326211)),-481.7840965543021
2,52,((1.0686714554365109) + ((x0) * (x0))) / (2.5409072124955956),-2003.2486168555668
2,53,(x0) / (abs(x0)**(0.5288196908603675)),-688.7871183268711
2,54,(x0) / (0.3086664322598433),-2075.1258888075713
2,55,((x0) / (0.4498695498672832)) + ((x0) / (0.8356409526316422)),-1850.1667188076117
2,56,abs(abs(2.353363086546234)**(-0.4079870588319538))**(abs(-1.8923778006998877)**(-1.2954429752065417)),-2796.7525011203807
2,57,((3.630604540971856) / ((x0) - (x0))) / ((-3.637307518083218) / (x0)),-inf
2,58,(abs(-1.1443279294290416)**(x0)) + ((0.45490396865807026) - (x0)),-3266.9252491595994
2,59,((x0) + (x0)) + ((x0) / (x0)),-3345.6354868380668
2,60,((x0) - (-0.028077719306964278)) / ((x0) + (-0.4233196434272038)),-3190.887307053431
2,61,((x0) + (0.4734289750629014)) / ((1.0332779242832124) / (-0.6453346332857454)),-778.3868004043363
2,62,((1.4144416390285177) + (x0)) - (abs(x0)**(-0.06551296333722723)),-351.1303970298152
2,63,(x0) + (-0.8824394535505022),-3268.4765428936507
2,64,abs((x0) * (x0))**((x0) - (x0)),-2629.862252742936
2,65,(abs(x0)**(-0.51938697531437)) * (x0),-503.67846006199653
2,66,-0.8566744459264412,-2617.101008762385
2,67,((-2.048705117887486) / (0.33762219802908094)) + ((x0) - (-6.330281849346228)),-2221.9153657025145
2,68,((x0) - (-0.12037564727130393)) + ((0.019357528290442308) + (x0)),-787.0434328680586
2,69,(x0) * (x0),-6161.393318683709
2,70,-0.849968956045263,-2604.652985384909
2,71,((x0) * (-0.4377663185531595)) - ((-0.06564969934138705) + (abs(x0)**(0.3849173093003435))),255.36671281648842
2,72,(((0.13434118370568782) / (-0.6606412475725257)) + (x0)) - ((x0) / (0.4311292524319746)),-462.04964944368976
2,73,((-1.4268664770248929) / (-2.720822021425436)) - (x0),-3256.6863713958123
2,74,x0,-3032.3683987325076
2,75,((x0) * (-1.5118131370548373)) / (abs((x0) / (0.8249667129596843))**(0.46131005878714854)),-353.6860633041586
2,76,(abs(-0.14713229427421795)**(((-0.178415746791481) / (3.097740138659214)) / (0.19612763121122864))) / (2.146749066944283),-2716.494186125332
2,77,abs(x0)**(0.47525560162864894),-504.0861702160001
2,78,(abs(-1.102619396454822)**(x0)) - (x0),-3487.5779621735737
2,79,(-98.34170676460414) - ((-98.89832420626686) - (x0)),-1762.3525047943697
2,80,abs((-0.09719873596325489) * (x0))**((-0.04470630328051533) + (x0)),-5806.532445593774
2,81,1.107925786464442,-2674.141818045052
