evals;expr;nll;coeff;best_nll
1;abs(x) ^ (p1 * (x + x ^ -2.0)) - x;1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(x / abs(x + -1.0 / x) ^ (abs(x) ^ x)) ^ p1;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;abs(x) ^ (1.0 / (abs(x) ^ (x + x) - abs(x) ^ x));11301.596526003068;[1.4438817550667004e13];11301.596526003068
7;x / (x - p1 ^ (abs(p2 + x) ^ -x));-186.68987308663966;[-0.009332168821711796, -8.08954339990929, -0.14447382965702327];-186.68987308663966
31;x * abs(1.0 / (p1 + x / (p2 - x))) ^ p3;-306.4662710803643;[-0.7181419827069886, -4.73157603819286, 6.076825667445161, 0.1037749762520203];-306.4662710803643
253;abs(p1 + p2 ^ (p3 - x)) ^ (abs(x) ^ (1.0 / x));-405.4586337301034;[1.4560709332714312, 18.515632282726592, 0.8791141065899365, 0.07894609312606146];-405.4586337301034
333;1.0 / (p1 + (p2 * x + p3 ^ (p4 ^ x)));-432.03585744846373;[0.42620884462863096, 0.06246823008460604, 0.723411799738333, 31.39787387674196, -0.0733577215148957];-432.03585744846373
1024;abs(p1 + (p2 ^ x - p3 ^ x)) ^ p4;-433.7363148321152;[-0.9953153816310161, -0.9942031270925955, -0.0003974566145273651, -0.11670933438106441, -0.07301392012753047];-433.7363148321152
1041;p1 / (abs(1.0 / (p2 + x)) ^ p3 - p4 ^ x);-610.124165479721;[0.25043027567819887, 0.725319471873202, 1.174456372903648, 0.4076632934766974, 0.0448529284611142];-610.124165479721
22449;p1 * (1.0 / (p2 + x / p3 ^ x) - x);-638.8278984860531;[-0.31939564264402276, -0.5022263521066181, 3.065822623101027, -0.04143387363238805];-638.8278984860531
81119;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
475073;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
918678;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
962933;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
