evals;expr;nll;coeff;best_nll
1;abs(p1 + x / p2 ^ x) ^ x / x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;x * abs(1.0 / x) ^ (p1 ^ (x * p2 ^ x));1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11;p1 + abs(p2 + 1.0 / (-1.0 + x)) ^ x;1971.5885763985464;[-12.266220135322381, 2.1595995709639793, 56.11699205926607];1971.5885763985464
18;p1 + abs(abs(x + (x + -1.0 / x)) ^ x) ^ p2;5.50168103397365;[0.8492004090224711, -0.030792827226657354, 0.24567628279489603];5.50168103397365
19;x / (p1 + p2 * (x / (p3 - x)));-234.48143274179768;[0.09751306784756017, 2.741027598867094, 7.59414416601267, -0.12660575669370575];-234.48143274179768
255;p1 ^ (p2 ^ -(p3 ^ x) / (p4 - x));-411.76386175247626;[-0.07483893350602439, 311.8898743411731, -0.009232351522315779, -2.392886438057646, -0.07758279158278658];-411.76386175247626
1042;p1 / (1.0 / x + p2 ^ (p3 ^ (p4 ^ x)));-423.9021460909979;[5.124237930976478, -2.6677673684313525, -4.944555648043028e-5, -0.10423578566362734, 0.0750245982886317];-423.9021460909979
2845;abs(p1 / (p2 - p3 ^ x)) ^ (abs(x) ^ (1.0 / x));-486.7427428481162;[-0.7474035944618965, 0.5263569684539082, -0.1709757249456448, -0.06306862733804529];-486.7427428481162
3451;p1 - abs(p2 / (p3 + 1.0 / (p4 - x))) ^ p5;-498.11381327518075;[2.2611097090205106, -0.9717927394873511, 0.7656645007404147, -0.3121545921307676, -0.6864317703248509, 0.06111831310322636];-498.11381327518075
3982;abs(p1 * (x + p2 ^ (p3 + x))) ^ p4;-508.56577830993956;[-0.03546403526044973, -0.0004003856841109911, -0.6234282516505291, -0.2223357328796646, 0.05937886923119646];-508.56577830993956
4009;1.0 / (p1 - abs(abs(p2 + p3 ^ x) ^ p4) ^ x);-512.8836044534057;[2.181756612153899, 1.068281419317374, -0.2348251176230048, 2.0325843076155534, 0.05867483810497918];-512.8836044534057
4363;p1 - abs(p2 + abs(1.0 / (p3 + x)) ^ p4) ^ p5;-513.8139592476336;[2.257635748758149, -0.5950862276683295, 0.4528647806958811, 1.4453105829122364, 0.6626542682198832, 0.05852425245832137];-513.8139592476336
6300;abs(1.0 / (p1 + abs(p2 + p3 ^ x) ^ x)) ^ p4;-567.760388068403;[-0.12478435329787275, 1.0652034530709118, -0.2349087598943925, -4.5752552070495325, -0.050421510331667696];-567.760388068403
6481;1.0 / (p1 + abs(p2 + p3 ^ (p4 ^ x)) ^ p5);-611.4703055816071;[0.46368280020219105, -1.2516373359348205, 2.3337075823121447, 0.24318275125558994, 1.4405414332397282, -0.04468652016789442];-611.4703055816071
14920;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];-628.0206403052349
68998;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];-638.8278984860632
238298;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];-642.567731220151
336081;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
896747;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
