evals;expr;nll;coeff;best_nll
1;x + abs(x) ^ (p1 + p2 ^ (1.0 / x - x));1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / (p1 + x / (1.0 / x + abs(x) ^ (1.0 / x)));526.9846438627136;[0.3449115359148727, 1.0375064029757541];526.9846438627136
16;abs(abs(p1 + abs(p2 ^ x) ^ p3) ^ p4) ^ x;-287.6987448114847;[1.0515822808994144, 0.32659190427055534, 1.1650806328698848, 2.4898828946933045, -0.10929698672918597];-287.6987448114847
190;p1 + (-1.0 / (p2 + x) + p3 ^ (abs(x) ^ x));-350.11139572567134;[2.0539309494488562, 0.4293096574016119, -0.6192105557633415, 0.09198800374899288];-350.11139572567134
499;abs(p1 + x) ^ (p2 ^ (p3 ^ -(p4 ^ x)));-351.6848851859052;[-6.071112359099549, 0.4321750148053914, -0.0003498468075098615, 0.0015408199036392332, 0.09158902636482306];-351.6848851859052
629;p1 + abs(p2 * p3 ^ (p4 ^ -x)) ^ x;-521.9855165311652;[-0.5909138140797427, 1.24973271209388, 15.929856210662376, -3.664097838309836, -0.0572179601250077];-521.9855165311652
1029;1.0 / (p1 - abs(p2 ^ (p3 ^ (p4 ^ x))) ^ x);-625.7107558181524;[2.5125860341250377, 1.1436544817931027, 21.579798117872492, 0.5433500042171365, 0.04296276976768875];-625.7107558181524
22175;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];-642.5677311772024
69679;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];-642.5677312184043
146546;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
334397;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
