evals;expr;nll;coeff;best_nll
1;p1 ^ (x + p2 ^ (1.0 + p3 / x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(abs(p1 / (p2 + x * x)) ^ p3) ^ p4;14.186608269471511;[-15.640837573745426, 169.68857509351452, -0.12870090123430186, 1.896528316359562, -0.2516359276428473];14.186608269471511
39;p1 - p2 ^ (p3 ^ (x * x));-188.9474733070588;[2.8599257851431976, 2.228614284747904, -0.0017710452336133023, 0.1435756880450669];-188.9474733070588
75;p1 + p2 / (x + p3 ^ (p4 ^ -x));-417.99310114579646;[0.9830260702782783, 2.4286401979438046, 2163.0788422544697, -44.80682007155574, 0.07625926382740378];-417.99310114579646
432;p1 * p2 ^ (x * (p3 - p4 ^ x));-558.4489593177019;[0.4958832007825257, 0.01689124992081996, -0.08247691391916984, -0.26956988214402977, -0.05173526365605647];-558.4489593177019
11301;p1 / (p2 - abs(p3 + -1.0 / (p4 + x)) ^ p5);-561.2805348337423;[-4.967817811295561, -2.27621774453865, -0.8817053422200494, -0.9578829362237123, -1.112599172681248, -0.051332175851270034];-561.2805348337423
17365;1.0 / (p1 - abs(p2 * p3 ^ x) ^ (p4 ^ x));-607.2398861354517;[1.5945121102418214, -0.2394909670708674, 15.654352802251385, -0.08633318013998328, 0.045211822175527196];-607.2398861354517
26561;p1 ^ (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-613.1687848425732;[6.006293995580123, 0.43202801590205026, 0.21774832833072358, -0.20205268441104673, -1.2667492956485256, 0.044477355500160104];-613.1687848425732
49830;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];-628.0206403052349
125010;p1 * (1.0 / (p2 + x * p3 ^ x) - x);-638.8278984857627;[-0.3193956473568817, -0.5022263790640759, 0.3261767453794689, -0.0414338819748589];-638.8278984857627
205147;p1 * (1.0 / (p2 + x / p3 ^ x) - x);-638.8278984860531;[-0.31939564264402276, -0.5022263521066181, 3.065822623101027, -0.04143387363238805];-638.8278984860531
315212;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
456237;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
485995;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
749522;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
