evals;expr;nll;coeff;best_nll
1;abs(abs(x) ^ (p1 ^ (x - p2 ^ (1.0 / x)))) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 ^ (abs(x) ^ (1.0 / x + abs(x) ^ (abs(x) ^ x)));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;abs(abs(1.0 / x) ^ (-1.0 + x * x)) ^ (1.0 / x);618.511214046438;[-1.3359677917095543];618.511214046438
9;p1 + -1.0 / (x + p2 / abs(x) ^ (x * x));-38.15818412167203;[2.3168084633090116, 0.8772044938940299, 0.2177630147651929];-38.15818412167203
74;p1 + 1.0 / (p2 - x / (p3 + x * x));-281.00687765443206;[3.250933811832381, -0.32826484681102075, 1.259936727388801, -0.11133622128796447];-281.00687765443206
157;1.0 / (p1 + (abs(p2 + p3 ^ x) ^ p4 - x));-299.5268765067116;[0.9462224942538294, -1.3920099214146595, -0.5241017793627348, 4.382196113160217, -0.10578356610240695];-299.5268765067116
212;p1 ^ (abs(p2 + p3 ^ (p4 ^ -x)) ^ x);-363.44860635041505;[-1.1000650502981464, 0.5126273230878284, -317.9166298912967, 2.941272011634894, 0.08866047529047152];-363.44860635041505
279;p1 + p2 / (1.0 / x - p3 ^ (p4 + x));-451.4092609317477;[0.9789610174558118, 0.2203011482763513, 0.2671018680764996, -0.8429561033269608, -0.06953497271075447];-451.4092609317477
4609;p1 ^ (abs(abs(1.0 / (p2 - x)) ^ (p3 ^ x)) ^ p4);-515.70514603872;[1.681790331952156, -0.47330752035024176, 0.11529773715621353, -8.145669354150371, 0.05821929999686853];-515.70514603872
7926;1.0 / (p1 - x * abs(p2 + p3 ^ x) ^ p4);-616.9167796742421;[1.5985318643420456, 0.6108627844164342, 0.4302512324278655, 2.9122449440856206, 0.044019303110245184];-616.9167796742421
25861;p1 / (p2 + abs(p3 + p4 ^ -x) ^ p5);-620.4787457220352;[0.6473890751564163, 0.3013545086555371, -0.20928988994715728, -5.286051192416241, 1.5765453475985707, -0.043588252734494085];-620.4787457220352
27849;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
47350;abs(-1.0 / (p1 + p2 * x) + p3 ^ x) ^ p4;-628.0206402984538;[0.08062669732408206, 2.743351247343882, -0.3216704541738334, -0.22185015279800183, -0.04268958432337826];-628.0206402984538
126254;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];-638.8278984860632
224743;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];-642.5677311772024
413766;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
