evals;expr;nll;coeff;best_nll
1;-(x * 0.0 ^ (-1.0 / x));1.7976931348623157e308;[0.0];1.7976931348623157e308
2;x / abs(x / (p1 - p2 ^ -x)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;p1 + p2 ^ (p3 ^ -x - abs(x) ^ x);10.99594201752376;[0.8054785990122574, -1.003846077347096, -0.49964755576286624, 0.24943348257489928];10.99594201752376
6;p1 + p2 ^ (1.0 / (p3 + -1.0 / (1.0 / x - x)));9.013897582914904;[0.8040850661840413, 0.9816636687550158, 1.5161118007060355, -0.2480714900147165];9.013897582914904
89;p1 - p2 ^ (x + p3 ^ (p4 + x));-256.5114030304892;[3.246716148170271, 1.1764064247565864, 0.09151600715068675, -0.8035974491748904, 0.11913073268796674];-256.5114030304892
629;abs(1.0 / (p1 + p2 ^ (x + p3 ^ x))) ^ x;-315.9440748845242;[-0.9191098880882347, 0.4223252174333118, 0.018408822353657206, 0.1010932195692117];-315.9440748845242
707;abs(1.0 / (p1 * (x * x) - p2 ^ x)) ^ p3;-400.8322037821482;[-0.0012423476822557736, -0.00013114455177638622, 0.11111321825139844, 0.0799615139100405];-400.8322037821482
788;abs(p1 + -1.0 / (p2 / (p3 - x) - x)) ^ p4;-445.0170608550294;[1.1717323229573737, 0.4691102628680178, 0.2842373120550293, 1.241856656507799, -0.07077372585362633];-445.0170608550294
1990;p1 * abs(p2 ^ x) ^ (p3 ^ -(p4 ^ x));-483.7849256455387;[0.35604265703487276, 1.3407956250624145, 0.042323988018517195, 0.5654785711203442, 0.06358607812055976];-483.7849256455387
2191;p1 * p2 ^ (1.0 / (p3 / (p4 + x) - x));-499.28219620937114;[1.3431503057112142, 0.5259491799939615, -0.32266293183544403, -0.35611260214449403, -0.06092137917047285];-499.28219620937114
2313;p1 + p2 ^ (1.0 / (x + p3 / (p4 + x)));-508.048996654094;[0.36837285428705313, 2.17476968368121, 0.2904543721801809, -0.3746889011782454, 0.05946372559848641];-508.048996654094
2374;p1 - abs(p2 + -1.0 / (p3 + x * x)) ^ p4;-560.199515061235;[2.1432523659244693, 0.7045534903829372, 0.5092295938248583, 1.4063940909702046, -0.051485707264124755];-560.199515061235
10246;p1 / (p2 + (1.0 / (p3 + x) - p4 ^ x));-612.6151113555377;[0.2353021475944793, -0.057022568663761264, 0.6738187939402761, -0.4283915149525081, 0.04454544109402531];-612.6151113555377
14871;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
17262;1.0 / (p1 + abs(p2 / (p3 + p4 ^ x)) ^ p5);-620.4787457231607;[0.46549213009086954, 0.7589663756264504, -0.2092899728914514, 0.18917720102336832, -1.5765455241909159, 0.04358822547081321];-620.4787457231607
32291;abs(-1.0 / (p1 + p2 * x) + p3 ^ x) ^ p4;-628.0206402984538;[0.08062669732408206, 2.743351247343882, -0.3216704541738334, -0.22185015279800183, -0.04268958432337826];-628.0206402984538
67714;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
138415;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
918187;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
956129;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
