evals;expr;nll;coeff;best_nll
1;x - x / (x + -1.0 / (x + abs(x) ^ x));1075.3071720921284;[4.7186524183246465];1075.3071720921284
3;1.0 / (p1 + 1.0 / (abs(x) - x));729.5285783859556;[-1.2681201380922333, 1.8154507225865457];729.5285783859556
4;abs(p1 + abs(abs(x) ^ x) ^ -x) ^ x;-224.64081497276254;[1.2174349069662858, 0.13009461505891826];-224.64081497276254
51;p1 / (p2 + p3 ^ (1.0 / (p4 - x) - x));-308.4910066586032;[-1.0541388507704115, -1.1366135322334538, 1.260920241457269, 0.07354895510307295, 0.10319609641012044];-308.4910066586032
171;p1 ^ (p2 ^ (1.0 / (x + p3 / (p4 - x))));-451.626634257561;[-1.4586309250100964, -2.4958456956776347, -0.2000110368704525, 0.44250462969279825, -0.06949323162104484];-451.626634257561
642;1.0 / (p1 + abs(p2 * x + p3 ^ x) ^ p4);-508.25621815383226;[0.45853730407319104, -0.05203758438088765, -0.0370675240839161, 1.0282115792417892, -0.05942969696526293];-508.25621815383226
6510;p1 / (p2 - abs(p3 + p4 ^ -x) ^ p5);-620.4787457230491;[-0.6473891930319755, -0.30135456698016716, -0.20928994713841106, 5.286050490308442, 1.5765452725053406, -0.04358822728737206];-620.4787457230491
6962;p1 * (1.0 / (p2 + x * p3 ^ x) - x);-638.8278984857627;[-0.3193956473568817, -0.5022263790640759, 0.3261767453794689, -0.0414338819748589];-638.8278984857627
207394;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
961257;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
