evals;expr;nll;coeff;best_nll
1;p1 * abs(abs(1.0 / (x * (p2 + x))) ^ x) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(-1.0 / x + p1 / abs(x) ^ (p2 ^ x)) ^ p3;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;-1.0 / (x + p1 / (p2 + x));276.02136847773875;[5.689208213919698, -4.301471372923426, 0.5186901518778714];276.02136847773875
13;1.0 / (p1 + 1.0 / (p2 - abs(1.0 / x) ^ (abs(x) ^ x)));-12.211485812606233;[0.7129561966984506, -5.8110507594549015, -0.23394436773756758];-12.211485812606233
25;abs(1.0 / (p1 / (p2 - abs(x) ^ x) - x)) ^ p3;-49.48523511057216;[6.680399121012523, -2.0192306521789627, -0.5220220238505674, 0.21105466284994753];-49.48523511057216
31;p1 - x / (p2 - p3 ^ (p4 ^ x));-252.5900102034587;[0.2948773045621043, 2.1727794653970247, -2.3178033355457064, -1.2144435913714173, 0.12042826655072167];-252.5900102034587
50;p1 - (x + abs(p2 + 1.0 / (p3 + x)) ^ p4);-280.8241553833858;[5.272026269914951, 0.2682817181577793, -3.400696496562065, -0.43690270612330234, 0.11139253779710617];-280.8241553833858
133;p1 / ((p2 - p3 ^ x) * p4 ^ x);-395.4883249510207;[-0.6182767913722886, -0.2646554714024723, -0.00558442971087282, 1.1313490385831835, -0.08115066875745051];-395.4883249510207
223;abs(p1 + p2 * p3 ^ (abs(1.0 / x) ^ x)) ^ x;-424.56285244030653;[0.7546326923714136, 0.4292837948524686, 3.104588105232961, 0.07488781429521317];-424.56285244030653
378;abs(p1 + 1.0 / (x + p2 / (p3 - x))) ^ p4;-445.0170608550293;[1.1717323172043284, -0.46911026938555417, 0.2842373099948704, 1.2418566675550013, -0.07077372629843086];-445.0170608550293
434;1.0 / (p1 - abs(p2 ^ (p3 + p4 ^ x)) ^ x);-540.6979963595575;[2.2445586952812047, -5.0291893621371395, 0.08658699547919677, -0.2684711752430025, -0.05433538871293988];-540.6979963595575
5004;p1 * (x + abs(p2 ^ (p3 ^ -x)) ^ x);-548.4032457992521;[0.38944573579197533, 125.72311478553742, -3.257211262927243, 0.05319107508753764];-548.4032457992521
8687;p1 + p2 * abs(1.0 / (p3 - p4 ^ x)) ^ p5;-581.5092159139828;[2.2065218716137815, -2.1923935270321597, 0.22758662956938552, -0.21914888321187495, -0.9495289856496034, -0.04854239237414508];-581.5092159139828
18188;p1 / (p2 + (1.0 / (p3 + x) - p4 ^ x));-612.6151113555377;[0.2353021475944793, -0.057022568663761264, 0.6738187939402761, -0.4283915149525081, 0.04454544109402531];-612.6151113555377
38161;p1 / (p2 - abs(1.0 / (p3 + p4 ^ x)) ^ p5);-620.4787457224315;[-0.6473892854529006, -0.301354642209964, -0.2092900303825294, -0.1891772645285184, -1.5765456851842363, 0.04358821263075582];-620.4787457224315
99671;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];-642.567731220151
242604;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
481660;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
650042;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
