evals;expr;nll;coeff;best_nll
1;x - abs(x) ^ (abs(p1 ^ (1.0 / x)) ^ x - x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;x * (x - abs(p1 + x) ^ (abs(x) ^ -x));704.3216600960103;[-0.9709999968596689, -1.6933344779137056];704.3216600960103
12;1.0 + 1.0 / (1.0 + (p1 * x + x * x));262.5937092547712;[-1.0377194615108762, -0.49980284896489935];262.5937092547712
26;x * p1 ^ (p2 ^ (p3 ^ (p4 ^ -x)));257.8918947047781;[36.22491500769594, 0.5374688842157029, 1.4034960852461338, 0.3702433042269241, 0.4933553289872872];257.8918947047781
45;abs(p1 + -1.0 / (x - abs(p2 ^ x) ^ x)) ^ p3;-191.09561599966432;[0.45927934625320116, 1.1082750142983566e6, -0.7944250773100366, 0.1427264570755598];-191.09561599966432
48;p1 ^ (p2 + abs(1.0 / (p3 + x * x)) ^ p4);-191.99190380596758;[-0.22306192578556136, -0.41345029809068984, 1.036639295473893, 11.023134736355692, -0.1424288420281996];-191.99190380596758
51;abs(p1 ^ (p2 - abs(x) ^ -x)) ^ x - x;-205.58935888261453;[-0.5310410008899479, -0.7863459266473762, -0.13712464426911922];-205.58935888261453
79;abs(p1 ^ (p2 + 1.0 / (p3 + p4 ^ x))) ^ x;-396.51221053523267;[-0.9207295062908317, -15.153516228266026, 0.07722206383510341, -0.0851090176356189, 0.08093956946285359];-396.51221053523267
1128;p1 + p2 ^ (x * (p3 + p4 ^ x));-521.9855165310622;[-0.5909138017387336, 15.92985557035913, 0.08053250709096885, 0.27291848792264395, 0.0572179447858576];-521.9855165310622
2381;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];-638.8278984860593
203345;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
269187;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
