evals;expr;nll;coeff;best_nll
1;abs(x) ^ (p1 ^ (abs(x) ^ (abs(x) ^ Inf)));1.7976931348623157e308;Float64[];1.7976931348623157e308
2;p1 ^ (p2 + p3 ^ (abs(1.0 / x) ^ (-1.0 / x)));-184.5422581570953;[-0.5109181275477686, -0.9222798211714155, 4.883777635883465e-5, 0.14533357125228105];-184.5422581570953
42;p1 + p2 ^ (1.0 / (p3 + p4 ^ x));-193.50199544766403;[-0.25424631381397844, -1.02300353028743, 0.030384218124794513, 1.0940735332772939e-5, -0.14178060794888647];-193.50199544766403
75;x * abs(p1 + x / (p2 - x)) ^ p3;-306.46627108029304;[-0.7181420128970757, -4.731576809530191, -6.076826107938561, 0.10377493273454476];-306.46627108029304
107;p1 ^ (abs(p2 ^ (p3 ^ (p4 ^ -x))) ^ x);-512.3437913222474;[-1.006749039139441, 2.4721729005813096, 21.166593163780792, -1.8483774419399617, 0.0587624132811301];-512.3437913222474
1663;1.0 / (p1 - abs(abs(p2 + x) ^ (p3 ^ x)) ^ p4);-598.8102739819195;[1.5980093200796146, 0.4894218948494407, 0.13014841639552094, 2.2361241373355973, 0.04627700971678315];-598.8102739819195
16196;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];-619.6811497876718
44794;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];-628.0206403052349
75727;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
587473;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
