evals;expr;nll;coeff;best_nll
1;p1 + p2 ^ (1.0 / (p3 + 2.0 * (x * x)));-137.1786386687708;[0.8682289232679105, -0.900604969286856, 2.3134762290601233e-6, 0.15975446216301323];-137.1786386687708
137;p1 ^ (x * (x + abs(1.0 / (p2 + x)) ^ p3));-301.2931366722161;[-1.0569813307625981, -3.5487000010952143, -2.6373734003974776, -0.10526860738174451];-301.2931366722161
503;p1 + -1.0 / (p2 + x * (p3 + p4 ^ x));-571.2607156115973;[-0.9388718839756212, -0.6829832983255179, 0.08314405645723263, -0.26994990446410577, 0.04993631959900558];-571.2607156115973
2296;abs(p1 + abs(p2 + p3 ^ x) ^ x) ^ p4;-572.4067250757066;[-2.1184173140989198, 1.066607233139336, -0.23403744288497694, -3.7142846870941635, 0.049778300824697266];-572.4067250757066
8214;p1 / (p2 - abs(p3 + p4 ^ -x) ^ p5);-620.4787457230491;[-0.6473891930319755, -0.30135456698016716, -0.20928994713841106, 5.286050490308442, 1.5765452725053406, -0.04358822728737206];-620.4787457230491
14856;abs(1.0 / (p1 / (p2 - x) - p3 ^ x)) ^ p4;-628.0206403045324;[-0.3645171734571187, -0.029389294608511595, 0.321670225255461, 0.2218500781150268, -0.042689556399016844];-628.0206403045324
70718;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];-638.8278984860625
235723;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
490992;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
687911;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
1075438;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
