evals;expr;nll;coeff;best_nll
1;p1 - abs(x + x) ^ -(p2 ^ x);1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (1.0 / (abs(x + x) ^ x - x)) - x;857.5985197049617;[-2.586015145783759];857.5985197049617
5;abs(p1 + x) ^ (p2 ^ (abs(x) ^ (1.0 / x)) - x);225.85822733579892;[0.8137406535902868, -1.9880868943191932, -0.45157184381433385];225.85822733579892
14;p1 * (p2 ^ (p3 + x) - abs(x) ^ x);74.72284389766796;[0.02453106492184863, -1.2078140104860144, 21.267940562863785, 0.28618234630814443];74.72284389766796
19;p1 / (x - p2 ^ (abs(1.0 / (p3 - x)) ^ p4));-163.2520423239607;[-1.260237586262408, -2.1520331144368, 0.48709152781412773, -0.6037732035877926, 0.15413741982822246];-163.2520423239607
28;abs(p1 ^ (p2 + abs(p3 + x) ^ -x)) ^ p4;-170.0041910973012;[-8.362870316112604, -0.3599985208767809, 315.4483124757297, -0.8115639608238018, 0.15128899392205136];-170.0041910973012
87;abs(p1 * p2 ^ (p3 + x)) ^ (p4 ^ x);-220.01459640296486;[-0.5490735905915322, -6.696158916898899, 0.21409921427087455, 0.40973508268005915, -0.1317678440040227];-220.01459640296486
180;p1 / abs(p2 * p3 ^ (1.0 / (p4 - x))) ^ x;-276.5547477228548;[0.28989634596533365, 1.2392773746786239, -11.624452581959048, -0.1504692403720846, 0.1127139622668779];-276.5547477228548
284;p1 * (p2 ^ x - p3 ^ (p4 ^ -x));-439.7119069643836;[2.296439139495876, -0.8904336348566715, 0.7194157346000006, 0.0475790682693745, -0.07181854753355592];-439.7119069643836
1535;p1 + abs(p2 / (p3 - abs(1.0 / x) ^ x)) ^ x;-562.5411973992815;[-0.2769791284260101, 2.622610816573139, 2.0992863656602263, -0.05115373531120609];-562.5411973992815
3319;1.0 / (p1 + x * (p2 - p3 ^ (p4 ^ x)));-602.0034452044715;[1.6927033837625285, 0.7358770842548612, -5.574011494107004, -0.38958381498711603, 0.045870571043969535];-602.0034452044715
4396;p1 + -1.0 / (p2 - abs(p3 + p4 ^ x) ^ p5);-620.4132526755634;[-0.2730224687771739, -0.4118212461951968, -0.21189405510255532, 0.19340579183714632, 1.4744754753059472, 0.043596111881495356];-620.4132526755634
34590;p1 / (p2 + abs(1.0 / (p3 - p4 ^ x)) ^ p5);-620.4787457224484;[0.6473893011530607, 0.3013546285819608, 0.20928995312018028, -0.1891771933149152, -1.5765451235798655, 0.04358822576112596];-620.4787457224484
94473;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];-642.567731220151
109425;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
