evals;expr;nll;coeff;best_nll
1;p1 ^ (p2 * (1.0 / (x + p3 ^ x) - x));237.8253454946951;[1.9219817252650269, -0.4095672554496777, -762.9358169480225, -0.4667492165974267];237.8253454946951
14;p1 * (p2 - abs(x * x) ^ -x);8.274627646978368;[0.061280054582382136, 29.88838358652195, 0.2475654059820475];8.274627646978368
60;-1.0 / (p1 - p2 ^ (x * x));-192.67425949216454;[-0.5378904221976255, -3.3765827625919654e-6, 0.14210516523966032];-192.67425949216454
74;abs(p1 * p2 ^ (p3 ^ (x + x))) ^ x;-267.2728232790214;[1.1152061106802211, 6.059396141875715, 0.5679659107070879, 0.11564143495300205];-267.2728232790214
101;p1 / (abs(p2 + p3 ^ -x) ^ p4 - x);-295.1152139483596;[0.36269934665622916, -1.7423623080566883, 1.4417151842056726, 3.4093423851697673, -0.10708054536217647];-295.1152139483596
125;p1 + p2 / (p3 * x + 0.5 / x);-324.73843008724407;[0.6438776558210076, 1.2599315866807492, 0.4095540371004705, 0.09866687222012552];-324.73843008724407
264;abs(p1 + -1.0 / (p2 + p3 ^ (p4 * x))) ^ x;-380.8202883306493;[4.4665000090307645, 0.3050528680166055, -0.37495408413504716, 2.2144975199511827, -0.08450637581577572];-380.8202883306493
1019;p1 / abs(1.0 / (p2 - abs(abs(x) ^ x) ^ p3)) ^ x;-426.72054972766733;[0.9459947263153171, -1.2323742369167714, -1.568935843807458, -0.07444277023899613];-426.72054972766733
1255;p1 ^ (x * (p2 + x / p3 ^ x));-449.0810990599206;[-233.9566383057467, 0.02986989295921718, 9.542206864798727, 0.06998355312824853];-449.0810990599206
2258;p1 * abs(1.0 / (p2 / p3 ^ x - x)) ^ p4;-506.2433712490201;[2.1147961552326686, -102.61876057913454, -1485.8556689947527, 0.2313389151847261, -0.05976120817245756];-506.2433712490201
2433;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
2484;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];-638.8278984860632
33171;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];-642.5677312184043
104454;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
250188;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
592284;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
796954;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
