evals;expr;nll;coeff;best_nll
1;x * p1 ^ (abs(p2 ^ (x ^ -2.0)) ^ p3);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(p1 ^ -(Inf / x)) ^ (1.0 / x);1.7976931348623157e308;Float64[];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10;x * p1 ^ (1.0 / (p2 - abs(abs(x) ^ x) ^ x));273.8846084166665;[0.6398979846518112, 0.42748603053990314, 0.5156375101570625];273.8846084166665
11;p1 - abs(abs(x) ^ -0.5) ^ x;194.2214400068213;[2.488816625148641, -0.41378232341183946];194.2214400068213
32;p1 + 1.0 / (p2 ^ (p3 + x * x) - x);-29.502630453358975;[1.1824937259407093, 1.1163226130883042, 7.311269197412228, 0.22303255320096133];-29.502630453358975
44;p1 - abs(abs(1.0 + x) ^ p2) ^ x;-178.94667073839392;[1.8538757723110588, -8.350970433444722, -0.14759749023942453];-178.94667073839392
63;p1 * (-1.0 + x * p2 ^ (p3 ^ x));-284.0918111934439;[0.28580099086895205, 29.26569345241709, -0.6197637861249313, 0.1103914542768615];-284.0918111934439
268;1.0 / (p1 + abs(1.0 / (p2 + 1.0 / (p3 + x))) ^ p4);-435.8681177317936;[0.4811973287453341, -0.6313924709711018, 0.5645184403828775, -1.8300087254982293, -0.0725852193086245];-435.8681177317936
444;abs(p1 / (p2 / p3 ^ x - x)) ^ p4;-492.39322842111346;[20.078257739697037, -61.3725331813513, -608.8800491564459, 0.2543293008722417, 0.062093325783864214];-492.39322842111346
3302;abs(p1 * (x + p2 ^ (p3 + x))) ^ p4;-508.56577830993956;[-0.03546403526044973, -0.0004003856841109911, -0.6234282516505291, -0.2223357328796646, 0.05937886923119646];-508.56577830993956
3388;p1 / abs(abs(p2 + p3 ^ -x) ^ p4) ^ x;-568.8551891123439;[0.5493883327770356, 1.0652796780079439, -4.257824138042594, -5.0994487386671326, -0.05026923778240306];-568.8551891123439
12273;abs(p1 + x) ^ (p2 ^ (p3 - abs(x) ^ -x));-588.0864180750616;[0.7739802112175945, -0.3160101286990766, 0.7692012120686068, -0.04766839556546562];-588.0864180750616
16544;p1 / p2 ^ (abs(p3 + p4 ^ -x) ^ p5);-613.1687848427439;[2.169600976049446, 6.006294204494306, -0.217748314351984, 4.949204275624814, 1.2667492320915612, -0.04447736234961345];-613.1687848427439
35306;p1 + -1.0 / (p2 - abs(p3 + p4 ^ x) ^ p5);-620.4132526755634;[-0.2730224687771739, -0.4118212461951968, -0.21189405510255532, 0.19340579183714632, 1.4744754753059472, 0.043596111881495356];-620.4132526755634
46680;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
55587;p1 * (1.0 / (p2 + x * p3 ^ x) - x);-638.8278984857627;[-0.3193956473568817, -0.5022263790640759, 0.3261767453794689, -0.0414338819748589];-638.8278984857627
122244;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
550538;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
748677;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
1004536;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
1066989;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
