evals;expr;nll;coeff;best_nll
1;p1 / (p2 * x + abs(p3 ^ (1.0 / x)) ^ p4);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x / ((1.0 / x - x) - p1 ^ x)) ^ x;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
11;abs(x) ^ (x + abs(x * abs(1.0 / x) ^ x) ^ x);1377.3841677676423;[10.86981947243736];1377.3841677676423
20;abs(1.0 / (p1 - p2 ^ (x / p3 ^ x))) ^ p4;-231.055876337953;[1.6913180466813327, 0.04779929853195947, -2.185392982318939, -1.8146121589508974, -0.1278094840861257];-231.055876337953
33;p1 - abs(1.0 / (p2 - x)) ^ (p3 ^ (abs(x) ^ x));-236.4022803589844;[2.765710835947427, -0.2934089068693463, -0.5564787337864014, 0.12593573767023292];-236.4022803589844
99;1.0 / (p1 + abs(p2 + p3 / (p4 - x)) ^ x);-279.4053872222373;[0.4277500435226154, 3.548526779777576, 42.92945707586241, -11.376443449959304, -0.11188779444443228];-279.4053872222373
160;p1 * (x / abs(p2 ^ x) ^ (p3 ^ x));-349.03150856400424;[6.99676819707703, -4.549016457966452, 0.8224485078494959, 0.09226283174489314];-349.03150856400424
377;p1 ^ (p2 + x * (p3 - abs(1.0 / x) ^ x));-358.97184623535384;[-0.5293777131500311, 0.13896960344345546, -0.27538418862239444, -0.08976380760616051];-358.97184623535384
710;abs(p1 ^ x) ^ (p2 ^ (p3 ^ (p4 ^ x)));-440.81010357158317;[2.7610857688641226, -0.16986993693395766, 2.7367393147912792e-5, 0.17063147707618126, -0.07160096931232818];-440.81010357158317
974;p1 + abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ x;-489.1955165575514;[-0.22615188100812117, 5.17612136572746, -0.254556415657863, 0.0992294994066183, 0.06264276154582774];-489.1955165575514
2802;p1 / abs(p2 / (p3 - p4 ^ x)) ^ x;-532.3361589797978;[0.6808843232883109, 0.08482332750612533, -0.11312315247857313, 0.14931930444419855, -0.05560509970475463];-532.3361589797978
6416;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
138873;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
405976;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
673676;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
