evals;expr;nll;coeff;best_nll
1;abs(abs(abs(x) ^ (abs(x) ^ -x)) ^ (abs(x) ^ p1)) ^ x;1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(1.0 / x) ^ (0.0 ^ (p1 ^ x - x));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;p1 + abs(x) ^ -x / (x + 1.0 / x);20.30225550515656;[1.5566152720178636, 0.25592906357770784];20.30225550515656
9;abs(p1 ^ (p2 / (p3 - x))) ^ (abs(x) ^ (1.0 / x));-232.6714405971485;[3.6136029931956637, -0.6409483985388444, -0.0649147348154342, -0.12724036683375636];-232.6714405971485
96;x / (p1 + (x + p2 / (p3 - x)));-327.37745190985515;[-2.226460085866202, -5.8855366262424385, -2.4243476385312372, 0.09795019502281894];-327.37745190985515
629;2.0 * (x * p1 ^ (p2 + p3 ^ x));-332.3100157094507;[29.568082319669568, -0.6234603181312808, -0.6241654656669094, 0.0966245925257643];-332.3100157094507
711;p1 * (x / abs(abs(p2 + x) ^ p3) ^ x);-372.84350513247375;[6.18974242464229, -6.362384377170535, 0.6582811416856693, -0.08638915423575799];-372.84350513247375
740;abs(x + 1.0 / (p1 * x + p2 ^ x)) ^ p3;-374.5851365080562;[-2.0257829649446646, -2.333710208591471, 0.5294565955422612, 0.08597453525321264];-374.5851365080562
882;p1 * p2 ^ (1.0 / (p3 - x) + p4 ^ x);-414.6405168274696;[1.0564129946313348, 0.12591003686471466, -1.8236520670988927, -0.03770914295803501, -0.07696886774915132];-414.6405168274696
1310;p1 / (p2 / (p3 - x) - p4 ^ x);-596.0551721898908;[0.29357351361684814, -0.8694618948785966, -0.5606080006624323, -0.41678548218523337, 0.046630564424685716];-596.0551721898908
8008;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
70037;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
674591;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
884024;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
