evals;expr;nll;coeff;best_nll
1;1.0 / (p1 - abs(0.5 / x) ^ p2 / x);1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;p1 - abs(1.0 / (p2 + (x + -1.0 / x))) ^ (1.0 / x);1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9;p1 ^ (abs(p2 * p3 ^ (-2.0 * x)) ^ x);-57.895781644556;[1.4697587847139215, -2.0496455864773435, 1.1249646728701932, 0.20620764521499252];-57.895781644556
15;abs(p1 + p2 / (p3 + (-1.0 / x - x))) ^ p4;-298.8942991462918;[0.22162137990353323, 9.028782697750874, 1.0682175154554618, 0.32129486452366884, -0.1059684944363289];-298.8942991462918
442;p1 ^ (x / (x + -1.0 / (p2 + p3 ^ x)));-350.06837749190686;[-0.2995512253105421, 0.07444470699990881, 0.29723261821487185, -0.09199885024509206];-350.06837749190686
531;x * (p1 + p2 * p3 ^ (p4 ^ x));-402.87339933062526;[8.271682584273949, -7.783548722348302, 0.36516068691548165, -0.22640881182333422, 0.07951192054685353];-402.87339933062526
2034;p1 / (p2 ^ x + p3 ^ (p4 ^ -x));-412.028470610358;[0.6543415391168018, 0.008545570445309738, 0.2680225252496902, 1.1346562790206114, -0.07752624707105472];-412.028470610358
3673;1.0 / (p1 - p2 ^ (x * (p3 - p4 ^ x)));-540.6979963595563;[2.2445587587248568, -0.1988391657356747, -0.08658699851278304, -0.26847115238702024, -0.05433539944598797];-540.6979963595563
6274;p1 + abs(abs(1.0 / (p2 - p3 ^ x)) ^ x) ^ p4;-547.5888699341846;[-0.5306257692475472, -1.0641067688431454, -0.23661136975341063, -3.6524668414920103, -0.05331086254838781];-547.5888699341846
14777;p1 + p2 / (1.0 / (p3 - x) + p4 ^ x);-570.1037525283889;[-0.20059367771541542, -0.3502728034194211, -0.6750004448823557, 0.4434440108331086, 0.05009617433851054];-570.1037525283889
25877;p1 / (p2 - abs(p3 + p4 ^ -x) ^ p5);-620.4787457230491;[-0.6473891930319755, -0.30135456698016716, -0.20928994713841106, 5.286050490308442, 1.5765452725053406, -0.04358822728737206];-620.4787457230491
88984;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];-628.0206403052349
126260;p1 - abs(p2 + -1.0 / (p3 + p4 ^ x)) ^ p5;-642.5677311772024;[2.1599182843320297, 2.101401610410995, 0.37246072182292794, -0.09547600553918237, 1.4308148833108627, 0.041007930298929365];-642.5677311772024
132995;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
195243;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
468211;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
