evals;expr;nll;coeff;best_nll
1;abs(x + x) ^ (abs(x) ^ (x + p1 ^ x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(p1 + x) ^ (abs(x) ^ x) - abs(x) ^ (1.0 / x);637.6095559791936;[-3.433543459142913, 1.4083429610384472];637.6095559791936
8;p1 * x + x / (abs(abs(x) ^ x) ^ p2 - x);471.2439306576099;[1.3577175272753297, -1184.4141665041263, 0.8894430916527216];471.2439306576099
17;abs(p1 + x) ^ (x / (p2 - abs(x) ^ x));223.96522673538675;[-2.7823945494125644, 2.8008804396207685, 0.44922054984137094];223.96522673538675
62;abs(p1 ^ (abs(1.0 / (p2 + x)) ^ x)) ^ x;-62.05334605436626;[-23.37550838262598, -5.540530954230676, 0.20385289226105424];-62.05334605436626
67;p1 + x * (abs(p2 ^ -x) ^ p3 - x);-73.15551539174041;[1.4859603931429972, 2.780181528992191, -0.36772421295346097, 0.19769583732133778];-73.15551539174041
69;1.0 / (p1 + p2 / (x + p3 ^ (p4 * x)));-180.17351844622124;[0.5375556515882594, 1.9376459153393806, 0.02414596699319843, -1.911315930338639, -0.14709811701994954];-180.17351844622124
70;p1 * p2 ^ (abs(p3 + -1.0 / (p4 - x)) ^ x);-310.03417031416427;[2.327248395073608, -0.5207918000242817, -1.0961423367483893, -0.12517263855368196, -0.10275718184953789];-310.03417031416427
153;abs(p1 + 1.0 / (x + p2 ^ (p3 ^ x))) ^ p4;-395.58591224844815;[1.0207632331559342, -1235.0265125551573, -0.026372695940044356, 1.9158305754998106, 0.0811293433323832];-395.58591224844815
387;abs(abs(p1 + -1.0 / (p2 + abs(x) ^ x)) ^ p3) ^ x;-403.412221621409;[-1.297025583648186, -0.47444400044555335, 0.6231710936158519, 0.0793936451829855];-403.412221621409
1916;p1 + abs(p2 + x) ^ (abs(x ^ -2.0) ^ x);-469.0627245697226;[0.6965430061926994, 0.4387185691145191, -0.06622535189498119];-469.0627245697226
3080;1.0 / (p1 - abs(p2 + p3 ^ x) ^ (p4 ^ x));-593.6251796357997;[1.600685084406765, -0.8423533703449448, -3.368539044251658, -0.12658134608658467, 0.04694459207288808];-593.6251796357997
16325;p1 / (p2 + abs(1.0 / (p3 + p4 ^ x)) ^ p5);-620.4787457221028;[0.6473896917674855, 0.3013547776650376, -0.20928989334170825, 0.18917716431970505, -1.5765443260827474, 0.04358821136676764];-620.4787457221028
58640;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];-638.8278984860625
83205;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
347795;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
