evals;expr;nll;coeff;best_nll
1;x * (p1 ^ (x * (-1.0 - x)) - x);720.9802496927291;[-0.8950416484665267, 1.7730825907728873];720.9802496927291
5;p1 - x / abs(p2 ^ (p3 - x)) ^ x;-0.6060100225198504;[1.808242921899084, 1.0341495984167361, 138.55451097035132, 0.24156604846670207];-0.6060100225198504
9;p1 ^ (abs(1.0 / (p2 / abs(x) ^ x - x)) ^ p3);-48.20512556957243;[1.80125263814164, 1.370161804722599, 0.12045227222456878, 0.21180232233954135];-48.20512556957243
32;p1 * abs(abs(p2 + p3 ^ x) ^ x) ^ p4;-568.8551891122631;[0.5493882148562884, 1.0652796806024016, -0.23486171387651264, 5.099450073424031, -0.05026927567383233];-568.8551891122631
5484;1.0 / (p1 - p2 ^ (abs(p3 + x) ^ (p4 ^ x)));-599.2212212151676;[3.0306114561692037, 2.4313176653464144, 0.4938073444154625, -0.13531570672379334, 0.04622447973634623];-599.2212212151676
8653;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
9517;abs(-1.0 / (p1 + p2 * x) + p3 ^ x) ^ p4;-628.0206402984538;[0.08062669732408206, 2.743351247343882, -0.3216704541738334, -0.22185015279800183, -0.04268958432337826];-628.0206402984538
21594;p1 * (x + 1.0 / (p2 - x / p3 ^ x));-638.8278984860625;[0.31939564158515166, 0.5022263513247651, -3.065822633022458, 0.04143387395715283];-638.8278984860625
23878;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];-638.8278984860632
222648;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];-642.5677312184043
361625;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
869568;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
