evals;expr;nll;coeff;best_nll
1;abs(x) ^ x + abs(p1 * abs(x) ^ p2) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;x / (1.0 / x - abs(x + x) ^ (abs(x) ^ x));1216.1885360343392;[6.963611913020086];1216.1885360343392
8;1.0 / (x + abs(p1 ^ x) ^ (abs(x + x) ^ x));565.2917841994672;[0.02117623869605061, 1.1533156491644485];565.2917841994672
10;x + p1 / (p2 - x / (p3 - x));-34.40393211132025;[-1.924710702369159, -1.2673915086825314, 1.8828429064206038, 0.22003315580420643];-34.40393211132025
71;p1 * (x + p2 ^ -(p3 ^ (abs(x) ^ x)));-91.59477575134993;[0.44388834429101587, 0.25178090104796835, -0.8500401619601036, 0.18787794096296542];-91.59477575134993
72;p1 / (p2 / (p3 + p4 ^ -x) - x);-324.01511416151874;[-12.184170158961688, 5.1475684418795336, -1.1176082398338532, 9.115730923343593, -0.09886421448121611];-324.01511416151874
459;p1 / (p2 - (x + abs(1.0 / (p3 - x)) ^ p4));-351.05604338732934;[-12.421094413105312, -4.744911024165593, -0.32240031532856733, 3.13303188976056, -0.09174826283567217];-351.05604338732934
483;abs(p1 ^ x) ^ (p2 - p3 ^ (p4 ^ x));-428.18669148010997;[-2.317860153180493, 1.2140432725570194, -1.6422782199750334e-5, 0.10375088458542531, 0.07414197591409422];-428.18669148010997
666;p1 / abs(abs(p2 + p3 ^ x) ^ p4) ^ x;-568.8551891123919;[0.5493882859494473, 1.0652796784498522, -0.23486172647089726, -5.099449393960485, -0.05026924883604437];-568.8551891123919
6223;p1 / (p2 - abs(p3 + p4 ^ x) ^ p5);-620.4787457192375;[-0.647388762676679, -0.30135440236601835, -0.20928981086687762, 0.18917696191147548, 1.5765459317481902, 0.043588284678852465];-620.4787457192375
44973;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
51087;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
692262;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
