evals;expr;nll;coeff;best_nll
1;p1 / p2 ^ (abs(x) ^ (p3 + 1.0 / x));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (p1 / (p2 + abs(x) ^ p3)) - x;1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
4;x / (p1 + abs(x) ^ (1.0 / (abs(x) ^ x - x)));512.3054892259045;[0.3608978213557904, 0.9962769339097224];512.3054892259045
5;p1 * (x - p2 ^ -(x / abs(x) ^ x));409.8619716676743;[1.014001642627768, 88.08614908635337, 0.7507195324843214];409.8619716676743
17;p1 + -1.0 / (x + abs(1.0 + x) ^ p2);-98.53542520490706;[1.8462830230173186, 4.736121423583072, -0.18431005671266745];-98.53542520490706
75;p1 / p2 ^ (abs(x + -1.0 / (p3 + x)) ^ p4);-357.7645849374237;[2.2746252066690418, 1.2150498938149874, -0.04532615517104144, 0.6155464591305653, -0.09006366433803024];-357.7645849374237
94;abs(p1 ^ -x) ^ (abs(1.0 / x) ^ (abs(x) ^ (1.0 / x)));-395.1302311147408;[-0.4674449621583234, -0.08123098465536403];-395.1302311147408
166;1.0 / (p1 / p2 ^ x - p3 ^ (p4 ^ x));-428.044293045918;[1.422097150082496, 0.9579145692786507, -0.033626213498633074, 0.001864911932269803, 0.07417119721570725];-428.044293045918
220;abs(1.0 / (p1 - abs(p2 ^ x) ^ (p3 ^ x))) ^ x;-495.2901574169126;[1.8610244704944379, 7.67540471111281, 0.15933965435259498, 0.06159691710192138];-495.2901574169126
933;p1 * p2 ^ (-1.0 / (x + p3 / (p4 - x)));-499.2821962093735;[1.3431502840127043, 0.5259491567027845, -0.3226629635616139, 0.35611258956119846, 0.060921376772154985];-499.2821962093735
1572;p1 / (p2 / (p3 + x) - p4 ^ x);-596.0551721901662;[0.29357348101018155, 0.8694619098432058, 0.5606080133760278, 0.41678550600449693, -0.04663054259119548];-596.0551721901662
27399;1.0 / (p1 - abs(abs(p2 + x) ^ p3) ^ (p4 ^ x));-598.8102739827509;[1.5980093221969447, 0.48942193063205924, 2.2361250759190003, -0.1301483961980191, 0.04627698986945239];-598.8102739827509
27972;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
148461;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
362110;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
721066;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
757407;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
