evals;expr;nll;coeff;best_nll
1;abs(p1 + (1.0 / x + abs(x) ^ p2)) ^ x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;1.0 / x - abs(x) ^ (1.0 / (1.0 - x * x));1.7976931348623157e308;[0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7;p1 ^ (p2 + p3 ^ (abs(p4 ^ -x) ^ p5));-197.824846269036;[0.2475597623357624, -0.44448147767790813, 0.7106956465823395, -0.041758426065378516, 1.283008197122512, 0.1400975731923729];-197.824846269036
310;p1 * abs(p2 + abs(p3 ^ x) ^ p4) ^ p5;-197.96313890203487;[0.6696008438232193, 2.3940249593246673e-5, 0.0005102854691922941, 2.650576556555959, -0.09603506383004738, -0.13989791648654554];-197.96313890203487
417;p1 + p2 * abs(x + x) ^ (abs(x) ^ -x);-326.8880811818904;[1.0262413317720398, 0.5342632309106293, 0.09808269928210174];-326.8880811818904
448;x / (p1 + x / (p2 + abs(1.0 / x) ^ x));-385.43388818479366;[0.1316277650257633, 1.7797954442776809, -0.08343619738515162];-385.43388818479366
1019;p1 ^ (abs(x + p2 ^ (p3 + x)) ^ p4);-411.6223770848744;[-2.1089489772482986, -2.3601145925850532e-5, -0.6320509523225255, -0.35666622255178854, -0.07761326268749281];-411.6223770848744
1080;abs(abs(1.0 / (p1 - x)) ^ (p2 - p3 ^ x)) ^ p4;-502.90204636319214;[-0.7895820011249881, -0.09325768196926902, 0.25033547597493, 3.617658921978174, -0.060315227465606525];-502.90204636319214
9381;p1 ^ (p2 - abs(p3 + p4 ^ x) ^ p5);-613.1687848427424;[-6.006293789255312, 0.4320280464699749, -0.21774831285073107, 0.20205269455614283, 1.266749172032339, -0.04447735724228703];-613.1687848427424
10793;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
256725;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
732451;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
882867;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
