evals;expr;nll;coeff;best_nll
1;x - abs(x) ^ (abs(x) ^ x / (p1 + x));1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;p1 * (x + x * abs(1.0 / (p2 + x)) ^ p3);-76.49665783744526;[0.5026738470970366, -2.8563611613061073, -1.8963310999286178, -0.1958795627075758];-76.49665783744526
46;p1 / (p2 + x * abs(abs(x) ^ -x) ^ p3);-145.6657329504364;[-3.907295811549142, -2.9519209731850715, 0.6723914825485272, 0.16181038665573502];-145.6657329504364
111;1.0 / (p1 + p2 ^ (x * abs(p3 ^ x) ^ x));-198.39776018412806;[0.537640983956653, -0.03350789301245413, -7.732025644147821, -0.1398760236468129];-198.39776018412806
164;p1 + p2 / (p3 + 1.0 / (x + 1.0 / x));-293.3519119097599;[7.408815466978933, -12.323199011644583, 1.7958885273882492, -0.10760341740504412];-293.3519119097599
232;p1 * (x / (p2 + (x + p3 ^ -x)));-336.9489311062267;[1.2575669622034404, -0.7271184045244778, -2.9050773354250836, 0.09539427394156175];-336.9489311062267
786;x * (p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4);-398.24913188912626;[0.5050540927807924, 2.0940217613906147, 1.0699761896257596, -18.713556585875626, -0.08053434040990277];-398.24913188912626
1116;abs(abs(1.0 / (p1 + abs(abs(x) ^ x) ^ p2)) ^ p3) ^ x;-406.8134043972689;[1.223805103918419, -1.5690531268926557, -0.933299169847762, 0.07865119398083123];-406.8134043972689
1132;p1 / (p2 + (p3 ^ x - p4 ^ -x));-419.53036923152433;[0.6415749800101318, 1.2562280819082172, 0.008897098235061738, 1.0522592661000674, 0.07593616567385227];-419.53036923152433
1476;abs(p1 / (p2 - p3 ^ x)) ^ (abs(x) ^ (1.0 / x));-486.7427428481162;[-0.7474035944618965, 0.5263569684539082, -0.1709757249456448, -0.06306862733804529];-486.7427428481162
1681;1.0 / (p1 + p2 ^ (abs(p3 + p4 ^ x) ^ p5));-618.5906113746389;[-0.5370038322770775, -2.9875584729957385, -0.21412020709883917, -0.19664229108325765, 1.4025544048858716, 0.04381625992235152];-618.5906113746389
26139;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];-619.6811497876718
43672;1.0 / (p1 - abs(p2 ^ (p3 ^ (p4 ^ x))) ^ x);-625.7107558181524;[2.5125860341250377, 1.1436544817931027, 21.579798117872492, 0.5433500042171365, 0.04296276976768875];-625.7107558181524
102285;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
105053;abs(p1 / (p2 - x) + p3 ^ x) ^ p4;-628.0206403052349;[0.36451708528692905, -0.02938928059779302, 0.3216701111123644, -0.22185012240919613, 0.04268952298102868];-628.0206403052349
257115;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];-638.8278984860593
375598;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
624773;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
1020357;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
