evals;expr;nll;coeff;best_nll
1;p1 / p2 ^ (abs(1.0 / (1.0 + x)) ^ p3);-155.6412602251625;[1.8597622316183695, -8.037296068042943, 7.753857792928665, -0.1574123046325037];-155.6412602251625
10;abs(p1 + (x + p2 / (p3 + 1.0 / x))) ^ p4;-246.39054680086522;[-0.007350927388105964, -69.849209686563, -0.9795481242477588, 0.11394227637786987, 0.1225084411836877];-246.39054680086522
72;abs(abs(p1 + -1.0 / (p2 + abs(x) ^ x)) ^ p3) ^ x;-403.412221621409;[-1.297025583648186, -0.47444400044555335, 0.6231710936158519, 0.0793936451829855];-403.412221621409
782;1.0 / (abs(p1 + x) ^ p2 - p3 ^ (p4 ^ x));-546.4328824911235;[0.15744487657650366, -0.5003583494121665, 0.7619602677600134, -2.896065421751606, -0.05348153388230745];-546.4328824911235
4493;p1 * (x + abs(p2 ^ x) ^ (p3 ^ x));-548.4032457992489;[0.3894457361023823, -125.72311523887838, 0.30701109704920226, 0.053191074026349615];-548.4032457992489
5171;abs(p1 + abs(p2 + p3 ^ x) ^ p4) ^ p5;-619.6811497754206;[0.6228121199918263, -0.212306087769066, 0.19378791669202647, 1.4554564103447518, -1.6220670489896072, -0.043684456457296725];-619.6811497754206
39523;abs(p1 + abs(1.0 / (p2 - p3 ^ x)) ^ p4) ^ p5;-619.6811497876718;[0.6228109955537058, 0.21230624199801837, -0.19378822622749126, -1.4554546661541026, -1.62206126095939, 0.04368437922810379];-619.6811497876718
45392;p1 / (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-620.4787457230993;[-0.6473890861864723, -0.3013545215670807, 0.20928997474875552, -0.18917720907669336, -1.5765455396154524, 0.04358822428086769];-620.4787457230993
55523;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];-642.567731220151
110835;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
221439;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
955309;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
