evals;expr;nll;coeff;best_nll
1;(x + (abs(x) ^ p1 - abs(1.0 / x) ^ p2)) / x;1.7976931348623157e308;[0.0, 0.0, 0.0];1.7976931348623157e308
2;x + abs(abs(1.0 / x) ^ -(p1 ^ -x)) ^ x;1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
7;p1 + abs(p2 + p3 ^ (abs(1.0 / x) ^ x)) ^ x;-389.2413814220823;[-0.13982883559867215, 0.1935001332859957, 2.019429620865311, 0.08256321917468992];-389.2413814220823
65;p1 ^ (p2 + (1.0 / (p3 + p4 ^ x) - x));-420.48406938888274;[1.1240959415207905, -3.2244332085218876, 0.09660872288421318, 0.0006314886477361387, -0.07573637809828605];-420.48406938888274
1275;abs(p1 + p2 ^ (p3 + abs(x) ^ -x)) ^ x;-424.5628524403255;[0.7546328106202923, -3.1045885317698665, -0.7464483656288221, -0.07488781507212408];-424.5628524403255
1497;abs(1.0 / (p1 - p2 ^ (p3 + p4 ^ x))) ^ x;-437.1026812662218;[-0.36211872869639616, 6.3714602613740265e-6, 0.061986940491032386, 0.12357540186358495, -0.07230310610021082];-437.1026812662218
3417;p1 ^ (1.0 / (-1.0 / x + 1.0 / (p2 + p3 ^ x)));-480.24947174113504;[-0.8967260892134646, -0.8500856996908022, -2.0198605882815666, 0.06421011349576333];-480.24947174113504
4535;p1 / p2 ^ (abs(p3 + 1.0 / (p4 + x)) ^ p5);-538.3153166297581;[2.2079419284566226, -1.4389702770655974, 0.8218885618253403, -0.9777008456875282, -0.9128328745194041, -0.054694209845724005];-538.3153166297581
11958;p1 ^ x / (p2 + abs(p3 + x) ^ p4);-596.1815004451558;[2.0626628661750264, 0.834271632788392, -0.684207418750431, 1.7084033164755275, -0.046614257262594175];-596.1815004451558
14561;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
