evals;expr;nll;coeff;best_nll
1;abs(x) ^ (abs(abs(x) ^ Inf) ^ p1) / x;1.7976931348623157e308;Float64[];1.7976931348623157e308
2;p1 * abs(x) ^ (abs(p2 / x) ^ p3 - x);1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
17;p1 - abs(abs(x) ^ (1.0 / x)) ^ (1.0 / x);300.21806159302076;[2.7754401857897317, 0.5545452409382561];300.21806159302076
44;abs(p1 + abs(p2 + x) ^ p3) ^ (abs(x) ^ x);150.32915861570194;[0.22993435487137975, -0.6522722934953311, -0.2748531448727262, -0.3665337497727729];150.32915861570194
59;p1 * p2 ^ (abs(p3 * abs(1.0 / x) ^ x) ^ p4);-33.9171785906082;[1.8410202242861287, 0.1431501628164941, -0.6287568437630503, 18.18593742079272, 0.22032922055967957];-33.9171785906082
108;abs(abs(x) ^ x) ^ p1 / (p2 - p3 ^ x);-48.923053230074856;[-0.2429701433756233, 1.6489826270706787, 1.1166212456800801, -0.21138269457487416];-48.923053230074856
109;p1 + abs(p2 + -1.0 / (x + -1.0 / x)) ^ p3;-130.05424566118853;[0.7794953830446365, -0.24999235740012216, 0.13344403688742654, -0.16894170243073522];-130.05424566118853
132;abs(p1 + -1.0 / (1.0 / (p2 + x) - x)) ^ x;-151.0283956793966;[0.849729338919258, 40.03766382016687, 0.1594310288744302];-151.0283956793966
153;p1 - x / (p2 - p3 ^ -x);-259.8109324142895;[0.27030408749523255, 0.8633160215086125, -0.6852372562574198, 0.1180498477652139];-259.8109324142895
322;abs(abs(1.0 / (p1 - p2 ^ (abs(x) ^ x))) ^ x) ^ p3;-274.9558519262466;[0.7136937926648719, -0.41460219817152355, 0.6341029768988972, -0.11321291344183652];-274.9558519262466
376;abs(1.0 / (1.0 / (p1 + p2 ^ x) - x)) ^ p3;-288.84755935905554;[0.17100941046710355, -0.009236663875366534, -0.45339307427227427, 0.10894998813370094];-288.84755935905554
474;abs(p1 + 1.0 / (x - p2 ^ (x * x))) ^ x;-362.44046505431066;[-1.2251916762449384, 2.010860096013471, -0.08890780906164714];-362.44046505431066
508;abs(x + 1.0 / (p1 - x / abs(x) ^ x)) ^ p2;-414.13729303035814;[1.19657857828577, 0.4406845879731379, 0.077075931464033];-414.13729303035814
770;abs(p1 ^ x) ^ (abs(p2 ^ -(p3 ^ x)) ^ x);-525.1043766794309;[1.1688024832301493, 0.00020996480964457064, 0.18619359531549942, -0.05672707057342717];-525.1043766794309
2350;p1 * p2 ^ (x * (p3 + p4 ^ -x));-558.4489593177681;[0.4958832065862203, -59.20225528384525, 0.0824769203438137, -3.709613347045024, -0.05173526820729042];-558.4489593177681
7408;p1 - abs(p2 + -1.0 / (p3 - x * x)) ^ p4;-560.1995150612363;[2.1432523730708524, -0.704553498002046, -0.5092295862298329, 1.4063940777779407, 0.05148570817383335];-560.1995150612363
16251;p1 + p2 / (1.0 / (p3 - x) + p4 ^ x);-570.1037525283889;[-0.20059367771541542, -0.3502728034194211, -0.6750004448823557, 0.4434440108331086, 0.05009617433851054];-570.1037525283889
18929;1.0 / (p1 - abs(p2 ^ (p3 ^ (p4 ^ x))) ^ x);-625.7107558181524;[2.5125860341250377, 1.1436544817931027, 21.579798117872492, 0.5433500042171365, 0.04296276976768875];-625.7107558181524
23103;p1 - abs(p2 + 1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312184043;[2.159918037272381, 2.101400648696144, -0.3724607788514376, 0.09547650822601118, 1.430813925145305, 0.041008089312527786];-642.5677312184043
86121;p1 - abs(p2 + 1.0 / (p3 + p4 ^ x)) ^ p5;-642.567731220151;[2.1599181981960074, -2.1014004496689256, 0.37246077202715977, -0.09547662249230722, 1.4308143835346732, -0.04100795950421729];-642.567731220151
112358;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
551489;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
781907;p1 / (1.0 / (p2 + x) + p3 ^ (p4 ^ x));-668.6547708198007;[2.2221178362022687, 0.2529513366663108, -3.433810352807388e-5, -0.1370209875630055, 0.03815680906869558];-668.6547708198007
924308;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
