evals;expr;nll;coeff;best_nll
1;p1 ^ x + p2 ^ (p3 ^ (abs(x) ^ p4));1.7976931348623157e308;[0.0, 0.0, 0.0, 0.0, 0.0];1.7976931348623157e308
2;abs(p1 ^ -(abs(p2 ^ (abs(x) ^ x)) ^ p3)) ^ x;116.86434466477985;[-0.5451304020427886, -1.9012032183985024, -0.2230411858743557, 0.3341688526908623];116.86434466477985
35;p1 ^ (abs(1.0 / (1.0 + abs(x) ^ x)) ^ p2);10.416757772587864;[-1.853423738504426, 0.036058367618728965, 0.24903471549471348];10.416757772587864
40;1.0 / (p1 + p2 / (p3 + 1.0 / x)) - x;-142.17959063372;[1.3148039088993786, -6.091876627180009, 5.253660863632783, 0.1633761018070041];-142.17959063372
42;p1 + p2 ^ (abs(p3 / (p4 + x)) ^ p5);-193.61459902995205;[0.8610356718901143, -0.011639839307244777, 1.8349647323649634, -1.971130172968511, -14.689915166387037, 0.14173649799412738];-193.61459902995205
79;abs(p1 ^ (1.0 / (p2 + p3 * p4 ^ x))) ^ x;-217.3572927567389;[5.124456788491049, -0.8198731772383647, 1.6824105389981618, -1.916545309940483, -0.1327386586895866];-217.3572927567389
121;p1 ^ (x * p2 ^ (p3 * p4 ^ x));-239.80624411651277;[-1.017495793014141, -4.2888874514768744, 3.2440460235795094, -0.7775050624422691, -0.12475711570047483];-239.80624411651277
162;p1 + p2 ^ (1.0 / (p3 + -1.0 / (x + 1.0 / x)));-278.7444324681908;[-4.155390291060875, -774.7741207788515, 4.136212769525542, -0.11203413474719255];-278.7444324681908
265;p1 / p2 ^ (abs(p3 + 1.0 / (p4 + x)) ^ p5);-538.3153166297581;[2.2079419284566226, -1.4389702770655974, 0.8218885618253403, -0.9777008456875282, -0.9128328745194041, -0.054694209845724005];-538.3153166297581
1453;p1 / p2 ^ (abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.168784841653;[2.169600995356924, 6.006293605911585, -0.21774829017008465, -0.20205268407183585, -1.266749245311168, 0.044477301712141454];-613.168784841653
33004;1.0 / (p1 + abs(p2 + p3 ^ (p4 + x)) ^ p5);-620.4787457231212;[0.46549213417011825, -0.2757565438114925, 0.18917718583183454, -0.165637192779991, 1.5765454172144222, -0.04358822484358579];-620.4787457231212
33693;p1 - abs(p2 + -1.0 / (p3 - p4 ^ x)) ^ p5;-642.5677312213526;[2.1599179109043236, -2.101400095710107, -0.3724608457307987, -0.0954766211313884, 1.4308150149465624, 0.041008068043925906];-642.5677312213526
487306;p1 / (abs(1.0 / x) ^ x - p2 ^ (p3 ^ x));-661.187970874199;[-1.9275804350248278, -4.0425341484973325, -0.4626950281228838, -0.038952020829361673];-661.187970874199
491222;p1 / (p2 ^ (p3 ^ x) - abs(1.0 / x) ^ x);-661.1879708742022;[1.927580431816604, 4.042534136469229, 0.4626950274627606, -0.0389520185097851];-661.1879708742022
657208;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
