evals;expr;nll;coeff;best_nll
1;(p1 + -1.0 / x) * abs(x) ^ (1.0 / x - x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;abs(x) ^ (abs(x) ^ (p1 / (x + p2 ^ (1.0 / x))));1.7976931348623157e308;[0.0, 0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;abs(x * x) ^ (x / abs(x) ^ x) - x;778.0368006019163;[-2.0757745947234625];778.0368006019163
7;1.0 / (1.0 / x + -1.0 / (p1 - x));411.9460224027952;[-10.160951257433664, -0.7550539224869062];411.9460224027952
20;p1 ^ (p2 * p3 ^ (-1.0 / (p4 + x)) - x);-185.13524162186158;[1.136276721638431, 7.508986762996353, 1.2281112013905955, 8.13963108413904e-5, -0.17562996924085905];-185.13524162186158
31;p1 * p2 ^ (p3 / (x + 1.0 / x) - x);-400.90578737959527;[0.7148791945466894, -0.9267821825564657, -25.65503895267312, 0.07994526838663936];-400.90578737959527
102;abs(1.0 / (p1 - p2 ^ (p3 ^ x))) ^ (p4 ^ x);-446.95130594329316;[1.4047760262284479, -0.03078008628325022, 0.002300467816619057, -0.8107276279593293, 0.07039658201238963];-446.95130594329316
849;p1 ^ (abs(p2 + x) ^ (p3 ^ -(p4 ^ x)));-518.1824995068365;[1.1069800225073687, 0.7494333599433668, -0.04947836498184863, -0.4224116966808881, -0.05782227046845668];-518.1824995068365
1290;1.0 / (p1 + abs(p2 + p3 / p4 ^ x) ^ p5);-620.4787457231346;[0.46549213407698237, 0.27575661100909576, -1.3175814847541025, 5.286048694883292, 1.5765456452976063, 0.04358823347198032];-620.4787457231346
7614;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
