evals;expr;nll;coeff;best_nll
1;(abs(x) ^ x - x) - p1 ^ (x + 1.0 / x);1.7976931348623157e308;[0.0, 0.0];1.7976931348623157e308
2;x - abs(x) ^ (1.0 / (x + (x - abs(x) ^ p1)));1.7976931348623157e308;[0.0, 0.0];179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;abs(p1 * p2 ^ (p3 ^ (p4 - x))) ^ p5;-169.96792062849272;[-0.5352734145093361, -1.8246847744057475, -299.8381145580863, 0.18378551572384821, -0.9930772158553933, -0.151306685913509];-169.96792062849272
114;p1 * p2 ^ (p3 ^ (p4 * p5 ^ x));-197.82484626890823;[1.8599359171728322, 0.24755880564175206, -2.3338122199755063, -0.4029640156628869, -58.82887253822024, -0.1400976700969584];-197.82484626890823
139;abs(p1 + p2 ^ (abs(p3 ^ -x) ^ p4)) ^ x;-265.3091793450463;[0.11107500717999334, 6.665458858149322, -2.243145406259088, 1.3599696895159183, 0.11627039085751396];-265.3091793450463
227;abs(p1 ^ (p2 * x - abs(1.0 / x) ^ x)) ^ x;-377.5757332959495;[-0.5051029827542683, -0.07799611972851034, -0.08526719865266033];-377.5757332959495
535;p1 + p2 * abs(1.0 / (p3 + p4 ^ x)) ^ p5;-581.5092159140974;[2.206521766716965, -2.1923936777200255, -0.22758659464549494, 0.21914884097817128, -0.9495291204714947, 0.04854241379023348];-581.5092159140974
1249;p1 ^ (p2 + abs(1.0 / (p3 + p4 ^ x)) ^ p5);-613.1687848100231;[0.1664938858078429, -0.432030990656359, -0.2177480020815225, 0.2020524804719107, -1.2667432970163441, -0.04447739482760069];-613.1687848100231
2260;p1 ^ (p2 - abs(1.0 / (p3 - p4 ^ x)) ^ p5);-613.1687848425732;[6.006293995580123, 0.43202801590205026, 0.21774832833072358, -0.20205268441104673, -1.2667492956485256, 0.044477355500160104];-613.1687848425732
5780;abs(1.0 / (p1 / (p2 + x) - p3 ^ x)) ^ p4;-628.0206402825863;[0.3645165869452688, 0.029388546245266992, -0.32166986660814023, 0.22185008096755235, -0.04268945960938051];-628.0206402825863
58247;p1 * (x + -1.0 / (p2 + x * p3 ^ x));-638.8278984860593;[0.3193956427793211, -0.5022263539251534, -0.32617673117090656, -0.04143387786227064];-638.8278984860593
85443;p1 * (x + -1.0 / (p2 + x / p3 ^ x));-638.8278984860632;[0.3193956411380214, -0.5022263521933602, 3.065822624448505, -0.04143387479220155];-638.8278984860632
188875;p1 / (abs(x) ^ -x - p2 ^ (p3 ^ x));-661.1879708742023;[-1.927580429721346, -4.042534139013752, 0.4626950261513254, -0.03895201922036024];-661.1879708742023
572643;p1 / (1.0 / (p2 - x) - p3 ^ (p4 ^ x));-668.6547708198748;[-2.222117918490698, -0.25295131557669676, 3.433805441623689e-5, 0.13702096272873504, 0.03815680479216008];-668.6547708198748
